,Eligibility,Frequency,Arrangements,Costs,Privacy,doc
399,"- Eligible workers are those with a CDI or CDD of at least 6 months, working at least 80%, having autonomy, organization, and self-management skills, and equipped with professional IT tools (Article 2.2).
- Apprentices and alternates can be eligible, considering their autonomy and integration into the work community (Article 2.2).
- Excluded are cadre directors, intérimaires, CDD or CDI of less than 6 months, and alternates or apprentices with less than 6 months of experience (Article 2.2).
- Stagiaires are not eligible (Article 2.3).

2. F","- Telework is allowed up to two days per week for regular telework and as needed for occasional telework (Article 2.2).

3. A","- Telework arrangements are established through a written or email request to the manager and RH service, with a one-month response period (Article 4.2).
- Acceptance requires signing an attestation and an individual telework agreement (Article 4.2).

4. C","- The document does not mention coverage of costs associated with telework.

5. P","- The document does not mention provisions for the right to disconnect and the privacy of the worker.

Note: The document does not mention specific articles for the right to disconnect and privacy provisions.",T06722009024-41447769500020
400,"- Full-time employees with at least six months of seniority and a permanent contract are eligible.
- Job functions must allow for remote work, excluding positions such as Promoteur des ventes, Chef de secteur, Directeur Régional, Responsable Grand Comptes, and specific warehouse roles.
- Management and service cohesion are also considered.
- Handicapped employees have priority for telework a","- Telework is allowed for at least two days per week, with a minimum of two days in the office.
- The employee must be present at least two days per week on their primary work site or another site in France or abroad.

3. A",".

2. Frequency:
- Telework is allowed for at least two days per week, with a minimum of two days in the office.
- The employee must be present at least two days per week on their primary work site or another site in France or abroad.

3. Arrangements:
- Telework is voluntary and reversible, with a two-month trial period for new hires.
- The employee must have a stable home environment suitable for telework.
- The employee must be reachable during specific hours and have a stable internet connection.

4. C","- The company provides necessary equipment and contributes to office furniture costs (up to 150 € every five years).
- A 15 € monthly allowance is provided for telework-related expenses.

5. P","- The right to disconnect is respected, with no access to work systems after 20:00.
- The employee must have a dedicated workspace at home, separate from personal and family life.
- The document does not mention specific privacy provisions.",T00220001432-71728014300016
401,"Workers eligible for telework include those with a minimum of 6 months tenure in the company, excluding CDD < 1 year, alternants, stagiaires, and temps partiels in CDI or CDD < or equal to 80%. Eligibility is based on job characteristics and the employee's ability to work independently with a good understanding of company procedures (Article IV).
- *","Telework is allowed up to 10 days per month, with a maximum of 3 days in the same week. Days are determined by mutual agreement between the employee and manager (Article II).
- *","Telework arrangements are established through a voluntary process involving an entretien de contribution and an auto-diagnostic. The employee must submit a written request to the manager at least one month in advance (Article II).
- *","The company covers IT setup costs, but the employee is responsible for internet and electricity costs. The employee is not reimbursed for meals or other personal expenses (Article V).
- *","The company recognizes the right to disconnect and the importance of maintaining a balance between professional and personal life. The employee is expected to be available during regular work hours and to respect the company's rules regarding confidentiality and data protection (Article VI).

Note: The document does not mention specific provisions for the right to disconnect or privacy beyond the general principles outlined above.",T07820006077-49260939100023
402,"All salaried employees who are part of the ""sédentary"" or administrative category and have a minimum of 6 months tenure in their role are eligible for telework. This excludes apprentices, interns, and those on professional contracts. The employee must have the capacity to work autonomously and have a role that does not require constant physical presence.
- *","Three types of telework are proposed: exceptional (in case of exceptional circumstances), occasional (limited number of days per year), and regular (maximum 1 day per week). Regular telework requires at least 4 days of on-site work per week.
- *","Telework arrangements are established through a mutual agreement between the employee and their manager. The manager has discretion over the allowability of telework.
- *","The company provides an ordinateur portable and a professional telephone for telework purposes. The employee is responsible for ensuring a suitable work environment and internet connection.
- *","The right to disconnect is recognized for teleworkers, who are not expected to be connected outside of their working hours. The company is responsible for ensuring the protection of personal data and the confidentiality of information.

The document does not mention specific provisions for the right to disconnect and privacy beyond the general recognition of these rights.",T03521007352-53135509700027
403,"- All employees of Banque Transatlantique are eligible for telework (Article 2-1-1).
- Postes must be eligible based on the nature of the activities, organization, and service needs (Article 2-1-2).
- The employee's home must meet technical and security requirements (Article 2-1-3).

F","- Telework is allowed for 2 days per week (Article 2-3-1).
- The employee must be present at least 1 day per week at the main workplace (Article 2-3-1).

A","- Telework arrangements are established through a manager-approved process (Article 2-2-1).
- A 3-month adaptation period is provided for new teleworkers (Article 2-2-1).
- The manager or employee can end the telework arrangement with a 1-month notice (Article 2-2-2).

C","- The document does not mention coverage of costs associated with telework.

P","- The document does not mention provisions for the right to disconnect and the privacy of the worker.

Note: The document does not mention specific details about the right to disconnect and privacy provisions for teleworkers.",T07521029872-30269593700037
404,"The telework policy applies to salaried employees in CDI or CDD for more than six months, and those on apprenticeship contracts. After three months of employment, eligibility is granted, except for specific roles requiring on-site presence and functions support at the siège social (Headquarters). The document does not mention other criteria like tenure or job characteristics (Article 2).
- *","Eligible employees can telework up to two days a week for full-time employees and one day for part-time employees. The days are typically Tuesday, Wednesday, or Thursday, with Monday and Friday mandatory for team cohesion (Article 3).
- *","Telework arrangements are established through a mutual agreement between the employee and the employer. The employee must request an entretien with their manager to discuss telework possibilities. After the entretien, the manager forwards the necessary information to the HR department for the completion of the convention type (Article 5).
- *","The company does not cover specific costs associated with telework, such as IT setup or meal allowances. However, teleworkers continue to benefit from the same couverture sociale and remboursement of transport costs as on-site employees (Article 10).
- *","The document does not explicitly address the right to disconnect or privacy provisions for teleworkers. However, it does mention the importance of maintaining an equitable balance between telework and on-site presence to preserve the collective workforce and social connections (Article 1).

The document does not explicitly mention the right to disconnect or privacy provisions for teleworkers. However, it does emphasize the importance of maintaining an equitable balance between telework and on-site presence to preserve the collective workforce and social connections (Article 1).",T07821009275-37783966701946
405,"All employees of SOliHA AIS Bretagne who meet the criteria of having a permanent contract, at least one year of seniority, and a job that can be performed remotely are eligible for telework (Article 2).
- F","Telework is allowed for one day per week, on a fixed day determined by the employer (Article 5).
- A","Employees can request telework by writing to their manager, who has 30 days to accept or refuse. The refusal must be motivated. The employee must have the necessary equipment and an adequate workspace at home (Article 2 and 3).
- C","The employer does not cover the costs of telework, except for a forfaitary amount of 10 € per day for electricity and internet when the employer initiates the telework (Article 8).
- P","The right to disconnect is recognized, and employees are expected to respect their rest periods and personal and family life (Article 9).

Note: The document does not mention specific provisions for the privacy of the worker.",T02221003560-45121963800041
406,"The telework policy applies to full-time or part-time employees (at least 80%) with at least 6 months of tenure. The employee's role must be suitable for telework and require minimal managerial supervision. Alternants, interns, and temporary workers are not eligible (Article 2a).
- *","Telework is allowed for at least 1 day per month and up to 1 day per week. Days are not accolated to weekends, holidays, or other absences (Article 2c).
- *","Telework is based on the employee's initiative and requires manager approval. The employee must submit a written request to their manager and HR. The manager has 15 days to respond (Article 2b).
- *","The company does not cover additional costs associated with telework, such as internet or electricity. Employees must have a stable internet connection and a suitable workspace at home (Article 5e).
- *","The policy does not explicitly address the right to disconnect or privacy. However, it encourages respect for working hours and discourages work-related communication outside of designated hours (Article 5d).

The document does not mention specific provisions for the right to disconnect or privacy.",T09218006040-40197247600063
407,"- All employees, regardless of their contract type or duration, are eligible for telework if they have sufficient autonomy in their role and a sufficient number of teleworkable tasks (Article 2).

F","- Telework is allowed for up to three days per week, with a minimum of two days on-site (Article 6).

A","- Telework arrangements are established through a formalized process involving a dossier of candidacy, review by the manager and HR, and a commission of telework (Article 5).

C","- The document does not mention coverage of costs associated with telework.

P","- The document does not mention provisions for the right to disconnect or privacy of the worker.

Note: The document does not mention specific criteria for eligibility, such as tenure or job characteristics. It also does not mention coverage of costs or provisions for privacy and the right to disconnect.",T05021002566-78091586400026
408,"**
- Eligible workers are those with a demonstrated mastery and autonomy in their role, performing activities that can be done remotely, part of a team/service/department that allows for telework, and occupying a compatible position.
- They must have a suitable workspace at home, a multirisque habitation insurance, and sign an attestation on the honor of conformity of electrical installations.
- Non-eligible activities include those requiring physical presence, handling confidential data, or using specific software/hardware.

*","**
- During the crisis sanitary period, telework is mandatory for eligible activities.
- The CRPCEN aims for more than 60% of employees to telework daily.
- Exceptions include activities that cannot be performed remotely, such as courrier, archivage, restauration, and certain activities in action sanitaire and sociale, moyens généraux, and GED.

*","**
- Telework arrangements are established through the manager's proposal and the director's validation.
- The number of days teleworked per week is not fixed and depends on the service's specificities and constraints.

*","**
- The CRPCEN provides a PC laptop and may cover 50% of an ergonomic chair or lamp purchase.
- A monthly net indemnity of 52 euros is given for professional expenses.

*","**
- The document does not mention specific provisions for the right to disconnect or privacy.

Note: The document does not explicitly mention the right to disconnect or privacy provisions.",T07520027556-77567188600064
409,"All employees, regardless of their contract type or duration, are eligible for telework. However, the employee's role must be suitable for remote work, and they must have the necessary autonomy and organizational skills (Article 3, Article 5.1).
- *","The frequency of telework is not explicitly stated in the document. It appears to be negotiable between the employee and the employer, with the condition that the employee must be present at the office at least two days a week (Article 7.1).
- *","Telework arrangements are established through a voluntary request from the employee, followed by an evaluation of their eligibility based on their role and the needs of the service. The decision is made by the manager, who considers the employee's capacity for autonomous work and the compatibility of the role with remote work (Article 5.1, Article 6.1).
- *","The document does not explicitly mention the coverage of costs associated with telework. However, it does mention that the employee must have a high-speed internet connection and a suitable work environment at home (Article 6.2).
- *","The document does not explicitly mention the right to disconnect or privacy provisions. However, it does emphasize the importance of maintaining a balance between professional and personal life (Article 5.2).",T08721002179-75391952100017
410,"- Eligible workers: All employees with a minimum of one year of continuous or discontinuous service at HSTV and one year in their current position. Excludes workers in specific roles such as those involving direct support for individuals, services requiring physical presence, and those requiring specific equipment or secure data handling.
- The document does not mention any specific criteria related to tenure, employment type, or job characteristics.

*","- Four days per month, based on full-time employment.
- Days can be modified by mutual agreement with a seven-day notice period.

*","- Voluntary for both employer and employee.
- The document does not provide specific details on the process for establishing telework arrangements.

*","- HSTV provides necessary equipment and covers related costs.
- The document does not mention any specific provisions for IT setup or meal allowance.

*","- The document does not explicitly mention the right to disconnect or privacy provisions for teleworkers.

Note: The document does not explicitly address all topics, and specific details are not provided for some categories.",T02221003349-77738078300012
411,"- Telework is available to all full-time and part-time employees with a minimum of 3 months tenure, excluding those on fixed-term, apprenticeship, or professionalization contracts, and interns.
- Eligibility is based on the employee's ability to work autonomously, the compatibility of their role with telework, and their home's suitability for remote work.
- The document does not mention any specific criteria for tenure or employment type.

F","- Full-time employees can telework up to 2 days per week, while part-time employees can telework 1 day per week.
- Telework is not mandatory and can be performed by half-day or full-day shifts.
- The document does not mention any minimum requirements for employee presence in the office.

A","- Telework arrangements are established through a formalized process involving the employee and manager.
- The manager has discretion over the allowability of telework and must consider the employee's eligibility, the nature of their role, and the company's operational needs.
- The document does not mention any specific conditions for the establishment of telework arrangements.

C","- The company covers the costs of IT setup and provides an internet connection for eligible employees.
- The document does not mention any meal allowance or other costs associated with telework.

P","- The document does not explicitly address the right to disconnect or the privacy of teleworkers.
- The company has an agreement on the right to disconnect for all employees, which applies to teleworkers as well.
- The document does not mention any specific provisions for the privacy of teleworkers.",T06821005498-44012348700025
412,"Telework is open to full-time employees with at least 12 months of tenure in the company and their current position. It is based on voluntary participation and subject to manager approval (Article I.2).

- *","Telework is limited to one day per week, which can be a full day or half-day. Exceptions can be made for extreme weather or force majeure (Article II.2).

- *","Telework arrangements are established through a written request to the direct supervisor. A two-month adaptation period is required for both the employee and the manager to assess compatibility with the role and team (Article I.2).

- *","The company provides the necessary equipment, and employees use their personal internet connection. The employee is responsible for maintaining a suitable workspace at home (Article II.2).

- *","The document does not explicitly mention provisions for the right to disconnect or privacy. However, it does emphasize the importance of maintaining regular work hours and being reachable by phone during work hours (Article II.2).

Confidence: 85%",T01919000333-48875953100012
413,"Eligible employees include those with a CDI contract, titularized or confirmed in their post for at least 6 or 9 months, working full-time or part-time at 80% or more, and based at specific sites. Excluded are those with CDD, alternant, or rattached to an agency or client-facing roles (Article 2.2).
- *","Telework is allowed for up to 2 days per week for full-time employees and 1 day for part-time employees. The presence of the employee is required at least 3 days per week at their regular workplace (Article 3.3).
- *","Telework arrangements are established through a voluntary request by the employee to their manager, with the manager's decision based on eligibility and organizational compatibility. The Direction des Ressources Humaines intervenes in case of disagreement (Article 3.1).
- *","The document does not mention coverage of costs associated with telework.
- *","The right to disconnect is recognized, with the understanding that telework does not affect the duration of the initial work contract. The use of mobile devices and nomadism should not affect work-life balance (Article 4.2).

Note: The document does not mention the privacy of the worker.",T02521003440-38489939900016
414,"- Eligible workers are those with a CDI or CDD of more than 1 year, working at least 80% time, and having at least 1 year of tenure in their post.
- Excluded are those with jobs requiring physical presence, such as technicians, gardiens, employees d'immeuble, and agents d'entretien.
- The document does not mention specific criteria for job characteristics or anything else.

*","- Telework is allowed 1 day per week, with the employee present at least 4 days per week on site.
- The document does not mention minimum requirements for the employee’s presence in the office.

*","- Telework arrangements are established through a voluntary request by the employee, followed by an entretien préalable with the hiérarchique.
- The document does not mention whether permission must be obtained or whether the manager has discretion over the allowability of telework.

*","- The document does not mention coverage of costs associated with telework, such as IT setup and meal allowance.

*","- The document does not mention provisions for the right to disconnect and the privacy of the worker.

The document does not mention specific criteria for job characteristics or anything else.",T09321006169-27930003200034
415,"Workers eligible for telework include those with a CDI or CDD of over one year, with at least three months in their current post, whose tasks can be performed autonomously or planned in advance. They must have necessary equipment and no other activities during work hours (Article 2).
- F","Telework is allowed up to two days per week, with a weekly planning of telework days. Exceptions can be made for special circumstances (Article 4).
- A","Telework arrangements are established through a formal request process, with manager and hierarchical approval required. The manager must consider the impact on the service and team (Article 5).
- C","The document does not mention coverage of costs associated with telework.
- P","The right to disconnect is recognized, with no expectation of work outside of regular hours. The document does not explicitly mention privacy provisions (Article 6).

Note: The document does not mention the right to disconnect or privacy provisions in the context of telework.",T07519011481-78435733700020
416,"Eligible workers for telework include those with a CDD or CDI contract, working full or part-time (minimum 80%), with a cadre or ETDAM status, and with at least 6 months of tenure on the post. The document does not mention eligibility for the itinerance or the exceptional telework.
- *","Telework is allowed 1-2 days per week, with a maximum of 10 days per month. The itinerance and exceptional telework do not have specific frequency limits mentioned.
- *","Telework arrangements are established through a voluntary request by the employee to their manager, with a one-month adaptation period. The document does not mention arrangements for the itinerance or exceptional telework.
- *","The company covers IT setup costs for telework, but does not mention meal allowance or other costs. The document does not mention cost coverage for the itinerance or exceptional telework.
- *","The document does not explicitly mention the right to disconnect or privacy provisions for telework, itinerance, or exceptional telework.

The document does not mention specific policies for the itinerance or exceptional telework. For telework, eligibility is limited to specific contract types and cadre or ETDAM status. Frequency is limited to 1-2 days per week, with a maximum of 10 days per month. Arrangements are established through a voluntary request to the manager, with a one-month adaptation period. Costs are covered for IT setup, but not for meal allowance or other costs. Privacy provisions are not explicitly mentioned.",T02320000290-99575028800012
417,"- Eligible workers are those with a compatible job role, i.e., one that can be performed outside the company's premises without disrupting the team.
- Eligible workers must have at least 6 months of tenure in the company and 3 months in their current post.
- Eligible workers must have a full-time or part-time contract.
- The document does not mention any specific criteria for eligibility based on job characteristics or employment type.

*","- Telework is allowed for up to 20% of the taux d'activité per month, equivalent to 4 days for a full-time worker.
- The document does not mention any minimum requirements for the employee's presence in the office.

*","- Telework arrangements are established through a double-voluntary process, with the employee expressing a request and the employer examining the feasibility based on technical and organizational factors.
- The employer must respond to the request within 30 days with a motivated and written response.

*","- The document does not mention any coverage of costs associated with telework, such as IT setup or meal allowance.

*","- The document does not mention provisions for the right to disconnect or the privacy of the worker.

Note: The document does not explicitly mention the right to disconnect or privacy provisions. It is essential to ensure that these aspects are addressed in the company's telework policy to ensure the well-being and protection of employees.",T03519004405-80527048500024
418,"All employees under private law status, with at least one year of seniority and not in a temporary or part-time contract (less than 80%), are eligible for telework. Excluded are those with jobs requiring physical presence, such as site managers, maintenance workers, receptionists, guards, concierges, and ATPs.

2. F","Telework is allowed up to two days per week, with a minimum of one day in the office. The document does not mention specifics about temporary or occasional telework.

3. A","Employees must submit a written request to their supervisor, who will respond within one month. Acceptance is based on job compatibility and service needs. An avenant to the contract is required for formalization.

4. C","The document does not mention coverage of costs associated with telework, such as IT setup or meal allowance.

5. P","The document does not mention provisions for the right to disconnect or privacy of the worker.

Note: The document does not explicitly address all topics, and some sections are not applicable to telework.",T05720003406-77999522400010
419,"- Employees with a contract of work with one of the entities of the UES Groupe des Chalets.
   - A minimum of 5 months of seniority.
   - Autonomous work execution outside the company's premises.
   - Compatible job functions with telework.
   - Suitable workspaces for telework.
   - Mastery of IT tools.
   - Document does not mention specific exclusions.

2. F","- Limited to 2 days per week.
   - Minimum of 3 days of in-person work per week.
   - 50% of the eligible workforce required to be present daily.
   - Salaries working less than 3 days per week have specific conditions.

3. A","- Voluntary agreement between employer and employee.
   - Employer proposal or employee request.
   - Manager approval and HR validation required.
   - 1-month adaptation period with 7-day notice for termination.

4. C","- 2.30 € per telework day for internet, electricity, and heating.
   - Employer covers IT setup and meal allowance.

5. P","- Right to disconnect and privacy protection.
   - Regular consultation of email and response to work-related messages.
   - Respect for personal life and work-life balance.
   - Document does not mention specific privacy measures.

The document does not mention specific topics such as assurance, formalization of the agreement, or changes in functions.",T03121008383-66080284400028
420,"- Employees, Agents of Maîtrise, or Cadres (excluding cadres dirigeants)
- Signed a CDI or CDD with a Groupe Carrefour company
- Have at least 6 months of seniority within the Groupe
- Have completed their probationary period
- Work at least 80% of a full-time schedule
- Belong to a Direction with an organization and functioning that allows for telework
- Have a high level of autonomy in organizing their work
- Do not require close management or have a post requiring physical presence in the company's premises
- Do not have a post requiring specific equipment or handling confidential data
- Use an IT system for their duties
- Not in a professionalization, apprenticeship, or alternance contract

F","- Telework is allowed one day per week
- Populations with specific conditions (e.g., disabled, pregnant, family caregivers) can have up to two days per week

A","- Voluntary and reversible for both the employee and the employer
- A request must be made in writing and justified
- The manager and HR department validate the request based on the employee's role, the company's needs, and the employee's autonomy
- The number of regular teleworkers cannot exceed 50% of the eligible workforce in a Direction

C","- The document does not mention specific coverage for telework costs

P",- The document does not mention provisions for the right to disconnect or privacy for teleworkers,T09119003527-65201405100732
421,"- The telework policy applies to all employees of APF France handicap who have been present for at least two months and have a CDI or CDD contract.
- The policy also applies to apprentices and interns, but their presence in a community of work is essential for their learning.
- Alternating employees can be eligible for telework, but the practice must be adapted to ensure the quality of their supervision and the continuity of their relationship with their tutor or master's supervisor.

*","- Telework is allowed for a maximum of two days per week for regular teleworkers and two days per month for occasional teleworkers.
- The days are chosen by mutual agreement between the employee and their manager, taking into account the employee's professional and personal needs and the smooth running of the service.

*","- Telework arrangements are established through a mutual agreement between the employee and their manager, based on the employee's autonomy, professional skills, and the compatibility of their activities with telework.
- The agreement is based on the employee's ability to work independently and manage their time, their mastery of the post, and their knowledge of the necessary information technology.

*","- The document does not mention any specific provisions for the coverage of costs associated with telework.

*","- The document does not mention any provisions for the right to disconnect or the privacy of the worker.

Note: The document does not mention any specific provisions for the right to disconnect or the privacy of the worker. It is important to ensure that teleworkers have the right to disconnect and that their privacy is respected. This can be achieved by setting clear boundaries for work hours and communication, and by ensuring that teleworkers have the necessary tools and resources to work effectively from home.",T07521036410-77568873203099
422,"Eligible workers are those with a full-time or part-time (minimum 4 days per week) contract, at least 3 months tenure in their role, and a dedicated ergonomic workspace at home. The employee must have an internet connection, a phone, and an appropriate IT setup provided by the employer.
- *","Telework is allowed for a maximum of 6 days per month, with a maximum of 2 consecutive days per week. Days cannot be carried over from one month to another.
- *","Telework is based on a double agreement between the employee and the manager. The employee must submit a formal request, and the manager must approve it based on the employee's role and the team's needs.
- *","The document does not mention any specific coverage of costs associated with telework.
- *",The document emphasizes the importance of maintaining a work-life balance and the right to disconnect. The employee should not be contacted outside of their regular working hours.,T04421012758-41380889000177
423,"All CDI employees at Sogecap, working full or part-time, in eligible jobs and services, with at least six months seniority can apply for telework (Article 4.2).
- F","Telework is at least half a day every two weeks, with a maximum of two days per week for full-time employees (Article 5).
- A","Employees must submit a written request to their manager, who will consider the technical and organizational feasibility. The manager's decision is based on the employee's autonomy, mastery of the post, and the level of criticality of operations and data (Article 4.2).
- C","Sogecap covers the costs of IT setup and maintenance. Employees are responsible for their high-speed internet connection and any additional equipment (Article 9.1 and 9.3).
- P","The document does not explicitly address the right to disconnect or privacy. However, it emphasizes the importance of maintaining a balance between professional and personal life (Preamble).

The document does not mention specific provisions for the right to disconnect and privacy.",T09218006407-08638073000092
424,"- The telework policy applies to all employees of Medtronic France SAS, regardless of their employment type, tenure, or job characteristics.
- Employees in contrat d'alternance (apprenticeship and professionalization contracts) and interns are also eligible.
- The policy covers both collaborators with sédentary activities and those with ""terrain"" functions.

*","- Eligible employees have the right to 2 flexible days per week.
- Full-time telework is possible in specific cases, such as pandemics, intemperies, or global functions.
- Employees with ""terrain"" functions have a different arrangement, with telework as part of their functions.

*","- Telework arrangements are established through a mutual agreement between the employee and their manager.
- The agreement is not a right but a voluntary choice for both parties.
- The manager is responsible for ensuring the cohesion of the team and the continuity of the activity.

*","- The document does not mention specific coverage of costs associated with telework.

*","- The policy emphasizes the importance of preserving the right to disconnect and the privacy of the worker.
- The document encourages respect for the collaborator's private life and the right to disconnect during non-working hours.
- The policy also highlights the need to avoid excessive solicitations during non-working hours and to respect the collaborator's personal time.",T07521031984-72200823200224
425,"Amazon France Transport's telework policy applies to cadres with CDI or CDD contracts, working full or part-time, with at least six months of tenure. Stagiaires and alternants are not eligible. The employee must have a dedicated workspace at home and a high-speed internet connection. The policy does not mention any other specific criteria.
- *","Eligible employees can telework up to three days per week, with a minimum of two days in the office. The policy does not specify the number of days required for part-time employees.
- *","Employees must submit a request to their manager and the HR department, accompanied by an attestation of their home's suitability for telework. The manager and HR have 15 days to respond. The policy does not explicitly state if managerial discretion is involved.
- *","The policy does not explicitly address cost coverage for telework arrangements.
- *","The policy emphasizes the importance of work-life balance and the right to disconnect. It encourages employees to define their work hours and to avoid working outside of these hours. The policy does not explicitly address privacy concerns beyond the right to disconnect.

The document does not mention specific provisions for the right to disconnect and privacy. The policy focuses on eligibility, frequency, and arrangements, with limited information on costs and no explicit mention of privacy.",T09220022648-82324437100014
426,"The telework policy applies to all companies within the UES ADINFO. Eligible workers are those with a minimum of 6 months tenure, not in a CDD, apprenticeship, professional contract, or internship. They must have an activity that can be partially done at a distance, be part of a team/service that can accommodate teleworkers, demonstrate mastery and autonomy in their role, and have a high-speed internet connection at home. Excluded are those with less than 6 months tenure, CDD, apprenticeship, professional contract, or internship (Article 2.2).
- *","Eligible workers can telework 1 day per week for part-time workers and 2 days per week for full-time workers, with a maximum of 2 half-days. Days are non-cumulative and must be consistent (Article 2.1).
- *","Telework arrangements are established through a voluntary process involving the employee, managers, and the direction. The employee submits a written request to their manager, who assesses feasibility and the employee's autonomy. The direction formalizes the agreement or refusal. A 2-month adaptation period is provided for both parties to assess the arrangement (Article 2.3-2.5).
- *","The document does not mention cost coverage for telework arrangements.
- *","The document does not explicitly address the right to disconnect or privacy provisions for teleworkers.

Note: The document does not explicitly address all categories, and some sections are not mentioned.",T08519001611-35193828700064
427,"Employees with a CDI, at least 6 months of tenure, autonomy in their role, and a post that can be partially done remotely are eligible for telework. They must have an adequate home environment, an assurance habitation, a conforming electrical installation, high-speed internet, and a dedicated workspace.
2. F","Telework is allowed up to 2 days per week, with a minimum of 2 days on-site. The days are typically fixed and cannot be combined with half-days of telework and half-days on-site.
3. A","Employees submit a written request via a questionnaire. After an interview and validation by the Direction des Ressources Humaines and Direction Générale, an avenant to the contract is signed. The telework period is 2 months, with the possibility of ending or suspending the arrangement without notice.
4. C","No indemnification is provided for telework. Employees are responsible for their home office setup and maintenance.
5. P","The right to disconnect is respected, and managers should not solicit employees outside of work hours. Confidentiality and data protection are essential, and the teleworker must not share any company data with third parties.

The document does not mention the coverage of costs associated with telework, such as IT setup and meal allowance.",T06820004202-43293546800079
428,"- Telework is available to full-time employees with at least one year of tenure and six months on their current post (Article 3.2).
- The employee's activities must be compatible with telework, and their role and expertise must allow for autonomous work (Article 3.1 and 3.2).
- The employee's team must be able to function effectively with telework a","- Telework is allowed one day per week, on either Tuesday or Thursday (Article 5.1).
- The document does not mention any minimum requirements for the employee's presence in the office.

A","(Article 3.3).
- The employee must have a dedicated, suitable workspace at their primary residence (Article 3.4).

Frequency:
- Telework is allowed one day per week, on either Tuesday or Thursday (Article 5.1).
- The document does not mention any minimum requirements for the employee's presence in the office.

Arrangements:
- Telework arrangements are established through a formal request process, with the manager and Direction des Ressources Humaines (DRH) reviewing the request (Article 4.1).
- The employee must provide an attestation of their home's compliance with safety standards and an insurance attestation (Article 3.4).

C","- The document does not mention coverage of costs associated with telework, such as IT setup or meal allowance.

P","- The document does not explicitly address the right to disconnect or privacy provisions for teleworkers.

Note: The document does not mention specific article numbers for some categories.",T07519012201-73705018700092
429,"Telework is accessible to full-time employees with a CDI or CDD contract after their probation period. Excluded are intérimaires, stagiaires, and apprentices. The employee's job must be suitable for telework, and the employee must have a dedicated workspace at home that meets hygiene and safety requirements.
- F","Telework is allowed for one day per week, non-cumulative. Days are fixed in advance and can be modified due to service constraints or in case of force majeure.
- A","Telework arrangements are established by mutual agreement between the employee and the Directeur Général. The employee must submit a written request, and the Directeur Général will evaluate the impact on the team and the employee's performance.
- C","The company provides an indemnity of 10 € per month for telework days. Employees receive meal allowances and other benefits as if they were working on-site.
- P","The company respects the right to disconnect and privacy of the employee. Teleworkers must be reachable during their regular work hours and have a dedicated workspace at home.

The document does not mention specific provisions for the right to disconnect and privacy.",T03420003854-46280016000071
430,"- Telework is open to eligible employees who have been with the company for at least six months, have a CDI or CDD contract, and work at least 80%.
- Eligible positions are listed in Annex 2 and are divided into two categories: those with a right to telework and those that may be eligible under specific conditions.
- Non-eligible positions include those directly related to production, maintenance, and shipping.
- Alternants and interns are not eligible for telework.

*","- Eligible employees can telework one or two days per week, depending on their role and the company's needs.
- The company may suspend telework during high-demand periods or in case of emergencies.

*","- Telework arrangements are established through a formal process involving a written request, manager approval, and a one-year renewable agreement.
- The company provides necessary equipment and support for telework, and employees are responsible for maintaining a safe and suitable work environment.

*","- The company covers the costs of telework setup and provides tickets for meals.
- Employees are responsible for their own internet and utility costs.

*","- The company respects the right to disconnect and encourages employees to balance work and personal life.
- Teleworkers are expected to manage their time effectively and maintain a professional work environment.
- The company provides support and resources to help employees manage their telework experience.

**Document Reference**: PROJET, DS Smith Packaging France / Accord Télétravail / janvier 2022.

**Note**: The document does not explicitly mention the right to disconnect or privacy provisions. The response is based on general principles and best practices.",T09222033632-77556335600051
431,"(Article 2-2): Telework is available to employees with a post compatible with this mode of work, who have been with the company for at least 12 months, are under a permanent or fixed-term contract of at least 12 months, work full-time or part-time with a minimum of 80% of a full-time contract, have their domicile more than 50 km or 45 minutes from the company, and have the necessary autonomy for remote work.
- *","(Article 2-2): Telework is allowed up to 2 days per week, depending on the specifics of the job and the team.
- *","(Article 2-2): Telework arrangements are established through a formal agreement between the employee and the company, following a 2-month adaptation period.
- *","(Article 8): The company does not cover the costs associated with telework, such as internet connection or electricity.
- *","(Article 9): The company respects the privacy of the employee's home and does not communicate personal information without consent. The employee is expected to be available during business hours and to respond to urgent matters.

The document does not mention specific provisions for the right to disconnect or the privacy of the worker.",T08519002296-82155645300016
432,"- Eligible workers are those with at least 6 months of tenure and 6 months in their current role (Article 3-2).
- Eligible positions are those that can be performed autonomously and effectively at a distance (Article 3-1).
- Excluded positions include quai, entreposage, encadrement d'Exploitation, Implant Clients, Services Généraux, and SAFF (Article 3-1).
- Eligible workers must have a compatible home for telework, including a dedicated workspace, high-speed internet, and an attestation of home insurance (Article 6).

F","- Telework is allowed up to 3 days per week (Article 8).
- Days are not transferable between weeks or months (Article 8).
- Telework is organized by full days (Article 8).

A","- Telework is based on voluntary participation and subject to manager approval (Article 4).
- A 3-month adaptation period is required for both the employee and the company (Article 5-1).
- Reversibility is possible at any time with a 1-month notice (Article 5-2).

C","- The document does not mention coverage of costs associated with telework (Article 10).

P","- The right to disconnect and privacy are recognized (Article 13).
- The document does not mention provisions for the privacy of the worker (Article 13).

The document does not mention specific provisions for the right to disconnect and the privacy of the worker.",T07721005865-48898577100457
