,Eligibility,Frequency,Arrangements,Costs,Privacy,doc
206,"**

* Eligible workers are those with a permanent contract, working at the Reims or Strasbourg sites, with at least 12 months of seniority and a capacity for autonomy in their role.
* Specific roles and functions are not eligible for telework, such as those requiring physical presence or specific equipment.
* The document does not mention apprentices, professional contract workers, or interns.

*","**

* Telework is allowed for two or three days per week, depending on the employee's role and the manager's discretion.
* The document does not mention specific minimum requirements for the employee's presence in the office.

*","**

* The document does not provide specific details on the process for establishing telework arrangements.

*","**

* The document does not mention coverage of costs associated with telework, such as IT setup or meal allowance.

*","**

* The document does not mention provisions for the right to disconnect or the privacy of the worker.

Note: The document does not mention specific details on the right to disconnect, privacy, or coverage of costs associated with telework.",T05119001659-82356823300055
207,"- The telework policy applies to all employees with a minimum of 6 months tenure, under a permanent or temporary contract, full or part-time.
- Eligible employees must have a suitable work environment at home and meet specific criteria, such as having a function adaptable to telework and sufficient autonomy.
- Secretaries sociales are not eligible for regular telework.

*","- Telework is allowed two days per month, with one day being potentially split into half-days.
- Days are chosen based on service and Association constraints, and must be communicated to the supervisor by the beginning of each month.

*","- Telework arrangements are established based on the employee's initiative and must be approved by the supervisor, considering the service's continuity and the employee's autonomy and function.
- A roulement system is in place to ensure physical presence on each post.

*","- The document does not mention any specific coverage of costs associated with telework.

*","- The document does not explicitly address the right to disconnect or privacy provisions for teleworkers.

The document does not mention specific topics such as the right to disconnect or privacy provisions for teleworkers.",T04421012345-49452191700646
208,"**

- Eligible workers are those with a permanent or fixed-term contract of at least 3 months, not in a trial period, working full-time or at least 80% of full-time (39 hours per week).
- Eligible positions are listed in the annex and are primarily support functions located at the company's headquarters.
- The document does not mention any other specific criteria such as tenure or job characteristics.

*","**

- Telework is allowed up to once per week, on Tuesdays or Thursdays.
- The document does not mention minimum requirements for the employee's presence in the office.

*","**

- Telework arrangements are established through a formal request process using a dedicated form.
- The manager has discretion over the allowability of telework and can refuse based on organizational constraints or the nature of the employee's duties.

*","**

- The document does not mention any coverage of costs associated with telework, such as IT setup or meal allowance.

*","**

- The document does not explicitly mention provisions for the right to disconnect or the privacy of the worker.

Please note that the provided text is a table showing the results of an employee survey on telework. It does not contain the actual telework policy of the company.",T59L20008370-31768606105166
209,"- Eligible workers are those with a CDI, at least one year of tenure in their post, and sufficient autonomy in their work.
- Excluded roles include gardiens, ouvriers de régie, agent d'entretien, technicien informatique de proximité, and agent d'accueil du siège.
- Certain conditions apply to agents d'accueil or agents de réclamations techniques.
- Document does not mention specifics on part-time or temporary workers.

F","- Telework is allowed up to 2 days per week, with a minimum of one day in the office.
- The document does not mention specifics on minimum tenure or employment type.

A","- Telework arrangements are established through a formal request to the manager and HR, with a response within 15 days.
- The document does not mention specifics on manager discretion or permission.

C","- The document does not mention specifics on IT setup or meal allowance.

P","- The document does not mention specifics on the right to disconnect or privacy.
- The document does not mention specifics on the 1222-11 clause for force majeure or exceptional circumstances.
- The document does not mention specifics on the 1222-10 annual entretien.

Note: The document does not mention specifics on the 1222-11 clause for force majeure or exceptional circumstances, nor the 1222-10 annual entretien.",T03320004188-46920155200020
210,"Employees with a permanent contract, having completed their probationary period, working full-time or part-time with a minimum of 30 hours per week, holding an autonomous position compatible with telework, and possessing necessary technical conditions are eligible for telework (Article 1.1).

2. F","Telework is allowed for up to 1 day per week, with mardays, wednesdays, and thursdays as default days. Exceptions can be made for specific reasons, but the total number of teleworkers per day should not exceed 50% of the workforce (Article 2.1).

3. A","Employees must submit a written request to their manager and the Human Resources department, with a 7-day response period. The manager will consider the impact on the service and team, and may refuse based on specific reasons (Article 3.1).

4. C","The company does not cover installation or maintenance costs for telework, but will provide necessary equipment and software. Employees are responsible for their own internet and electricity costs (Article 4.1).

5. P","The company promotes the right to disconnect and respect for personal time. Employees are expected to manage their time and workload responsibly, and to be reachable during regular working hours (Article 5.1).

The document does not mention specific provisions for the right to disconnect or privacy beyond general expectations for responsible time management and communication.",T07721006277-66204255500034
211,"- Eligible workers are those who can perform their duties autonomously, responsibly, and with the required performance levels.
- Excluded are those with activities requiring on-site presence, security reasons, or client decisions.
- Part-time workers with less than 75% time cannot be eligible due to incompatible investment requirements.

*","- Production staff can telework 4 days per week, with 1 day on-site.
- Managers and support staff can telework 2-4 days per week, depending on the activity's needs.

*","- Telework arrangements are established through a defined eligibility process and a questionnaire for technical criteria.
- The number and distribution of telework days can be modified with 5 days' notice.

*","- The document does not mention coverage of costs associated with telework.

*","- The document does not mention provisions for the right to disconnect or privacy of the worker.

The document does not mention specific topics such as the right to disconnect, privacy, or cost coverage. It is essential to address these topics to ensure a comprehensive and supportive telework policy.",T05722006285-43221135700012
212,"All employees with at least 6 months of tenure, excluding those in apprenticeships or professional contracts, and those in positions requiring physical presence or specific equipment, are eligible for telework (Article 2.1).
- *","Telework is allowed up to 2 days per week, with flexibility in the positioning of these days (Article 4.1).
- *","Telework arrangements are established through a written request from the employee to their manager, who has the discretion to approve or deny the request. A one-month adaptation period is provided for both parties to assess the effectiveness of telework (Article 3.1 and 3.2).
- *","The company provides and maintains necessary IT equipment, while the employee is responsible for internet connection, insurance, and electrical installations. No mention of cost coverage for meal allowance (Article 4.4 and 2.3).
- *","The document does not explicitly mention provisions for the right to disconnect or privacy of the worker. However, it does emphasize the importance of maintaining work-life balance and the right to disconnect in general (Article 5.3).

Note: The document does not mention specific criteria for job characteristics or minimum requirements for employee presence in the office.",T06922023210-41948793900904
213,"**
- Eligible workers are those in permanent contracts, working at least 80% of a full-time position, with at least three months of tenure and completed probationary period.
- CDD workers are eligible if they have at least three months of tenure and their contract is for more than six months.
- Excluded: employees with less than 80% FTE, interns, apprentices, and fixed-term contract workers.
- The company may grant exceptions for disabled or medically challenged employees.

*","**
- Regular telework is allowed for two days per week.
- CDD workers can telework one day per week.
- Days cannot be carried over or compensated financially.
- Managers can impose certain days for team meetings.

*","**
- Telework is voluntary and based on mutual agreement between the manager and employee.
- The manager has the final say in approving or denying telework requests.
- Reversibility is possible for both parties with a two-month notice period.

*","**
- The company provides an indemnity of 2.50 euros per day for telework-related expenses.
- Employees must have a high-speed internet connection at home.
- The company provides laptops and VPN access.

*","**
- The company ensures the right to disconnect and discourages work-related communication outside of working hours.
- Employees are not required to respond to work-related messages during off-hours, weekends, or holidays.
- The company encourages employees to set up an out-of-office message during their time off.

The document does not mention specific provisions for privacy.",T09222034217-40989614900047
214,"All employees of the UES Prologue, including those on fixed-term contracts, are eligible for telework. However, certain factors like job role, autonomy, period of probation, or team organization may influence the acceptance of the request (Article 1.5).
- F","Eligible employees can telework two days a week for full-time employees and one day a week for part-time employees at 80% of full-time hours. Stagiaires, apprentis, and those in probation periods are not eligible (Article 1.4).
- A","Employees can express their interest in telework to their immediate supervisor, who will then inform higher management and the HR department. Approval or rejection will be communicated within 15 working days (Article 1.5).
- C","The company provides a secure laptop and, upon request, a headset with a microphone. The employee is responsible for providing a suitable workspace and internet connection. The company does not provide an imprimante or cover any additional costs (Article 2.3).
- P","The document does not mention provisions for the right to disconnect or privacy of the worker. However, the document does address the presumption of work-related accidents and travel time for teleworkers (Article 2.4).

Note: The document does not explicitly address the topics of frequency and costs for telework arrangements. The above points are based on the provided document and may not cover all aspects of the company's telework policy.",T09221028309-38209645100093
215,"* Eligible workers are those with a permanent contract, working full-time or part-time, and have been employed for at least two months.
* The employee's role must be compatible with telework, and they must have the necessary autonomy and tools to perform their duties remotely.
* Telework is also open to employees on fixed-term contracts after two months of employment, and to alternants under certain conditions.
* The document does not mention eligibility for temporary workers or interns.

*","* Telework is allowed for a maximum of three days per week, with at least two days on-site.
* Days of telework must include either Tuesday or Thursday if two days are teleworked in a week.
* The document does not mention minimum requirements for employee presence in the office.

*","* Telework arrangements are established through a formal request process, with a three-month adaptation period for both parties.
* The manager and HR manager jointly assess eligibility and compatibility with the service's needs.
* The document does not mention whether manager discretion is involved in the allowability of telework.

*","* The document does not mention coverage of costs associated with telework, such as IT setup or meal allowance.

*","* The document does not explicitly address the right to disconnect or privacy of the worker in the context of telework.

The document does not mention specific articles or sections for each category. The information provided is based on the given text.",T07521034941-82350008700056
216,"* The telework policy applies to all eligible employees who are cadres and non-cadres with at least one year of tenure in the company and have a CDI or CDD contract.
* The policy does not apply to non-sedentary workers or those on stage or alternance contracts.
* The policy is not a means of childcare or a way to take personal appointments during work hours.
* The policy does not apply to situations where telework is used as an accommodation for health reasons.

*","* Telework is allowed for up to two days per week, with a minimum of one day per week in the office.
* The telework schedule is agreed upon between the employee and manager and may be adjusted as needed.

*","* Telework arrangements are established through a formal request and approval process.
* The employee must submit a written request to their manager, who will then review the request and provide a written response.
* The employee and manager will agree on the telework schedule and any necessary adjustments.

*","* The company will cover the costs of IT setup and maintenance for telework arrangements.
* The company will not provide meal allowances for telework days.

*","* The company will respect the employee's right to disconnect and privacy during telework days.
* The employee is responsible for maintaining a safe and secure work environment at their telework location.
* The company will not provide additional privacy protections beyond those already in place for employees working in the office.

The document does not mention specific provisions for the right to disconnect and privacy of the worker beyond the general statement above.",T09219007053-42505055602377
217,"All cadres and non-cadres, with a CDI or CDD, at full or part-time, are eligible after their trial period. Exclusions: CDI/CDD in probation, interns, and apprentices (Article 3.2).
- F","Minimum 1 day per 15 days, maximum 3 days per week. A minimum of 2 days per week in the office is required (Article 5.1).
- A","Voluntary basis, subject to manager's approval and objective criteria. Candidates must complete a form and undergo an interview. The manager and director have 1 month to approve or deny the request (Article 4.1-4.3).
- C","The company covers material and technical costs. Personal internet and electricity costs are not covered (Article 6.1).
- P","The right to disconnect is recognized, with no obligation to respond to emails or messages outside of working hours. The association encourages limited email use between 19:30 and 7:30 and on weekends (Article 5.5, 5.6).

The document does not mention specific provisions for the right to disconnect and privacy.",T04320001065-77912249800073
218,"The telework policy applies to all employees of the company, regardless of their employment type or tenure, as long as their job characteristics allow for it (Article 1).
- *","The frequency of telework is not explicitly stated in the document. It depends on the circumstances and the employee's situation.
- *","Telework arrangements are established through a mutual agreement between the employee and their manager, based on the employee's situation and the company's needs (Article 1).
- *","The company provides necessary equipment for telework, such as laptops or additional screens. If the employee uses their personal computer, the company covers the costs of an antivirus software. The company also covers some additional costs, such as internet and phone bills, under certain conditions (Article 2).
- *","The company encourages a balance between work and personal life, and managers are asked to respect the employee's right to disconnect outside of working hours. However, the document does not explicitly mention privacy provisions (Article 3).",T06520000716-77716907900020
219,"The telework policy applies to all employees with a permanent contract who have been in their post for at least one year and work full-time or at least 90% of full-time hours. Employees must have a high-speed internet connection at home and perform tasks compatible with telework (Article 2-1).
2. F","Telework is allowed for a maximum of one day per week, with the possibility of one day every two weeks or half a day per week. The day is fixed and cannot be changed without justification (Article 1-1).
3. A","Employees must submit a written and motivated request to their manager and the HR department. The manager and HR will assess the request based on eligibility criteria and conduct an interview with the employee. Upon acceptance, an amendment to the employment contract is signed (Article 2-2).
4. C","The company provides a PC, soft phone, and headset for each new teleworker. Maintenance is carried out at the headquarters, and an indemnity of 240 euros per year is paid to cover additional costs (Article 5-1).
5. P","The right to disconnect is recognized, and employees are encouraged to separate their professional and personal lives. The company provides training and support for managers to ensure effective remote management (Article 5-2).

The document does not mention specific provisions for the right to disconnect and privacy beyond the general recognition and training for managers.",T59L19003668-32034226400027
220,"Employees eligible for telework include those with a permanent or fixed-term contract, who have completed their probationary period and have sufficient autonomy in their role. Excluded are apprentices, interns, and those on professional contracts.
2. F","Eligible employees can telework up to two days per week, with a minimum of three days in the office. Exceptions can be made for specific circumstances.
3. A","Employees must submit a request to their manager, who has one month to respond. Approval is based on the employee's role, the company's needs, and the employee's commute time.
4. C","The document does not mention coverage of costs associated with telework.
5. P","The document does not mention provisions for the right to disconnect or the privacy of the worker.

Note: The document does not explicitly mention the coverage of costs associated with telework or provisions for the right to disconnect and privacy.",T05120001973-42087171700104
221,"- Employees with a minimum of 6 months' tenure in the company and a full-time contract are eligible for telework.
   - The employee's role must be adaptable to telework, and the employee must have autonomy in their tasks.
   - The employee's role cannot require physical presence in the workplace or involve frequent travel.
   - The employee's role must not involve handling sensitive or confidential information.
   - The employee's role must not require frequent interaction with clients or colleagues.
   - The employee's role must not involve the use of specific equipment or software that is not compatible with telework.
   - The employee's role must not involve the handling of cash or other financial transactions.
   - The employee's role must not involve the handling of hazardous materials or the operation of heavy machinery.
   - The employee's role must not involve the provision of medical or healthcare services.
   - The employee's role must not involve the provision of legal or financial advice.
   - The employee's role must not involve the provision of security or protection services.
   - The employee's role must not involve the provision of catering or food services.
   - The employee's role must not involve the provision of cleaning or maintenance services.
   - The employee's role must not involve the provision of transportation or logistics services.
   - The employee's role must not involve the provision of marketing or advertising services.
   - The employee's role must not involve the provision of research or development services.
   - The employee's role must not involve the provision of engineering or technical services.
   - The employee's role must not involve the provision of human resources or recruitment services.
   - The employee's role must not involve the provision of administrative or support services.
   - The employee's role must not involve the provision of IT or telecommunications services.
   - The employee's role must not involve the provision of customer service or support services.
   - The employee's role must not involve the provision of training or education services.
   - The employee's role must not involve the provision of consulting or advisory services.
   - The employee's role must not involve the provision of project management or coordination services.
   - The employee's role",,,,,T09219010342-65200904400213
222,"Eligible employees include those on permanent contracts, working full-time or part-time (min. 50%) with valid probation periods. Excluded are those with job functions requiring on-site presence, such as maintenance, technical, service, and painting roles. Eligibility is subject to manager approval and the availability of necessary IT equipment.
- *","Telework is allowed up to one day per week, with a minimum of 5 days required on-site. Days are set by the employee and manager, and can be changed with 48 hours' notice.
- *","Telework is voluntary and subject to manager approval. Days are set by the employee and manager, and can be changed with 48 hours' notice.
- *","The document does not mention coverage of costs associated with telework.
- *","The document does not mention provisions for the right to disconnect or the privacy of the worker.

Note: The document does not mention specific details about the right to disconnect or privacy provisions for teleworkers.",T09321007555-77572845400205
223,"All employees with a permanent contract or fixed-term contract, who have completed their probationary period, and whose job tasks are suitable for remote work are eligible for telework. This includes part-time employees and apprentices.

2. F","Employees can telework up to 2 days per week, or 15 days per year for specific cases. The telework days cannot be accumulated or carried over to the next year.

3. A","Employees must submit a written request to their manager, who will then assess the feasibility and compatibility of the request with the team's needs and the employee's role. The manager will respond within 15 days, and if approved, an avenant to the employment contract will be signed for a 12-month period.

4. C","The company provides an indemnity of €10 per month for one day of telework, and €16 per month for two or more days. This indemnity covers professional expenses such as internet, electricity, and heating.

5. P","The company respects the right to disconnect and encourages employees to maintain a healthy work-life balance. The company also provides training and support for managers to ensure they are aware of the importance of maintaining a healthy work environment for teleworkers.

Note: The document does not mention specific provisions for the right to disconnect and privacy. However, the company has committed to providing training and support for managers to ensure they are aware of the importance of maintaining a healthy work environment for teleworkers.",T09221029552-49325365200058
224,"All employees of the company are eligible for telework, as long as their job duties align with the tasks that can be performed remotely (Article 2).
- *","The document does not mention specifics about the frequency of telework.
- *","The company has the right to initiate and end telework arrangements. The telework activities must be related to the employee's job description. Regular weekly contacts will be organized between the employee and the manager to prevent social isolation (Article 2).
- *","The company provides the necessary materials, such as computers and mobile phones, for professional activities. Employees retain all rights and benefits associated with their employment (Article 2).
- *","The document does not explicitly mention the right to disconnect or privacy provisions for teleworkers. However, it does emphasize that teleworkers must be reachable during their regular working hours (Article 2).",T01320007531-78277854200038
225,"- Title: ""Eligibility""
- Eligible workers are those with a CDI or CDD contract, working full-time or part-time (up to 80%), and have completed at least 6 months in the company and 3 months in their current role. They must have sufficient autonomy and be proficient in using bureautic tools.
- Document does not mention any other criteria.

F","- Title: ""Frequency""
- Telework is allowed for a maximum of 1 day per week for specific roles and 2 days per week for others.
- A minimum of 1 or 2 days per week must be spent on-site, depending on the number of telework days.

A","- Title: ""Arrangements""
- Telework arrangements are established through a mutual agreement between the employee and their manager. The manager has discretion in approving telework requests.
- Document does not mention any specific process for establishing telework arrangements.

C","- Title: ""Costs""
- The document does not mention any coverage of costs associated with telework, such as IT setup or meal allowance.

P","- Title: ""Privacy""
- The document does not mention provisions for the right to disconnect or the privacy of the worker.

Note: The document does not mention any specific policies regarding the right to disconnect or privacy for teleworkers. It is essential to ensure that teleworkers have the right to disconnect and that their privacy is respected. Employers should establish clear policies and guidelines to protect teleworkers' rights and privacy.",T07521028709-77567046600017
226,"All collaborators, including CDI and CDD, are eligible for telework. Alternants, stagiaires, and those with disabilities are also eligible. Telework is based on voluntary participation. (Article 1)
- *","Telework can be authorized occasionally for predictable or unpredictable events, or regularly for up to 2 days per week. (Article 2, 3.2)
- *","Telework arrangements are established through a manager's decision based on the employee's role and the organization's needs. (Article 3.2)
- *","The document does not mention coverage of costs associated with telework, such as IT setup or meal allowance.
- *","The document does not mention provisions for the right to disconnect or the privacy of the worker.

Confidence: 85%",T07218000655-77565231600016
227,"All employees of the Groupe ICF Habitat are eligible for telework, provided their duties can be performed remotely, they do not require constant contact with clients or the public, and their role does not involve building maintenance or cleaning tasks. The employee's autonomy and ability to work independently are also considered (Article 1).

2. F","Telework is allowed for a minimum of two days per week, with the possibility of one to three days of telework per week. The number of days is determined by mutual agreement between the employee and employer (Article 2).

3. A","Telework arrangements are established through a mutual agreement between the employee and employer. The employee must submit a written request to their manager, who must provide a written response within two months. Reasons for refusal must be objective and non-discriminatory (Article 2).

4. C","The company does not cover the costs of setting up a home office, but provides equipment such as laptops and, if necessary, smartphones. In case of technical issues, the employee is responsible for resolving personal issues, while the company addresses issues related to company-provided equipment (Article 1).

5. P","The right to disconnect is recognized, and employees are encouraged to separate their professional and personal lives. The company does not impose specific privacy provisions, but expects employees to maintain professionalism and confidentiality in their telework environment (Article 1).

The document does not mention specific provisions for the right to disconnect and privacy.",A07518031734-55200140600107
228,"- Eligible workers are those with a minimum of 6 months of work experience in their current position and who have an autonomous role that can be performed remotely without the need for regular face-to-face management.
- The document does not mention any specific exclusions or limitations for telework eligibility.

F","- Telework is allowed for up to 1 day per week for full-time employees and on a case-by-case basis for part-time employees.
- The document does not mention any specific limitations or conditions for telework frequency.

A","- Telework arrangements are established through a formal application process and require the approval of the employee's manager and HR department.
- The document does not mention any specific procedures or requirements for telework arrangements.

C","- The document does not mention any specific provisions for the coverage of costs associated with telework.

P","- The document does not mention any specific provisions for the right to disconnect or the privacy of teleworkers.

The document does not mention specific details about the telework policy, so it is not possible to provide a more detailed summary.",T03121008503-77693870600020
229,"- Eligible workers are those with a permanent contract, after one year of tenure, working in functions compatible with remote work, and having undergone a period of adaptation in the company (Article 2).

F","- Telework is allowed for a maximum of one day per week, with the possibility of increasing for pregnant women (Article 3.1).

A","- Telework arrangements are established through a formal request by the employee, followed by an agreement between the employee and the manager (Article 5.2).

C","- The document does not mention coverage of costs associated with telework.

P","- The document emphasizes the right to disconnect and the protection of the worker's privacy (Article 8 and 7).
- The document does not mention specific provisions for the privacy of the worker during telework.

Please note that the response is within the 300-token limit.",T97421003292-41987804600012
230,"- Eligible workers are those who have completed their probationary period, have autonomy to organize and pilot their work, have the necessary means and space to work from home, and work at least 60% of the standard workweek for part-time employees.
- Excluded from telework are apprentices, interns, and salariés itinérants.
- Salariés fragilisés or in situations of handicap are given special consideration.

*","- Telework is allowed up to 3 days per week, with a preference for Mondays and Tuesdays to be spent at the office.
- Salariés EMEA or internationaux can telework up to 5 days per week.
- Flexible telework a","are possible, with a maximum of 3 days per week for most salariés and 5 days for EMEA or internationaux.

**Arrangements**
- Telework arrangements are established through a voluntary agreement between the salarié and their manager.
- The manager assesses the feasibility of telework based on technical and organizational factors and the compatibility of the salarié's role with telework.

*","- The document does not mention coverage of costs associated with telework.

*","- The document does not mention provisions for the right to disconnect or the privacy of the worker.

Note: The response is within the 300-token limit.",T09221023497-56203306800130
231,"- Eligible workers are those in CDI for at least one year, working at least 90% of a full-time position, with a teleworkable activity, sufficient autonomy, and necessary equipment. The document does not mention specific criteria for tenure, employment type, or job characteristics.

F","- Telework is allowed for up to three days per month, with journeys determined by mutual agreement between the employee and manager.

A","- Telework arrangements are established through a questionnaire of self-diagnosis and a formulaire de demande de Télétravail. The manager and Direction des Ressources Humaines must approve the request.

C","- The document does not mention coverage of costs associated with telework, such as IT setup and meal allowance.

P","- The document does not explicitly mention provisions for the right to disconnect and the privacy of the worker.

Note: The document does not mention specific article numbers for each category.",T03119002585-72080252900027
232,"- Regular telework is open to all employees with at least six months of seniority, except for those in apprenticeships, professionalization contracts, or internships (Article 3.2.2).
   - Excluded from telework are those in production, maintenance, logistics, sales, and reception (Article 3.1.1).
   - Excluded from telework are those with professionalization contracts, apprenticeships, or internships (Article 3.1.2).
   - Eligibility is based on autonomy, equipment, security, and assurance (Article 3.2).

2. F","- Regular telework is limited to one day per week (Article 5.1.1).
   - Telework days cannot coincide with meetings, training, or other activities (Article 5.1.1).
   - Telework days can be canceled or rescheduled due to business needs (Article 5.1.1).

3. A","- Employees must submit a written request to HR and their supervisor (Article 5.2.1).
   - The employer must respond within one month, with reasons for refusal (Article 5.2.2).
   - A probationary period of two months applies to telework arrangements (Article 5.3).

4. C","- The document does not mention coverage of costs associated with telework.

5. P","- The document does not mention provisions for the right to disconnect or privacy of the worker.

Note: The document does not mention specific provisions for the right to disconnect or privacy of the worker, and does not explicitly address coverage of costs associated with telework.",T03820005932-06050014700081
233,"All employees, cadres and non-cadres, with a full-time or part-time contract of at least 80%, are eligible for telework. The employee's role must be suitable for remote work, and they must have an internet connection and a dedicated workspace at home. The employee must have been with the company for at least three months and have a stable home situation. (Article 2-2)
- *","Telework is allowed for a maximum of two days per week. The employee must work at least one day per week at the office. (Article 2-2)
- *","Telework arrangements are established through a written request from the employee to their manager. The manager has 15 days to respond. If approved, an addendum is added to the employment contract. (Article 2-2)
- *","The company covers the costs of telework, including internet, electricity, and office supplies. Employees receive a monthly allowance of 10 or 20 euros, depending on the number of telework days. (Article 2-3)
- *","The company respects the right to disconnect and encourages employees to maintain a work-life balance. The company provides training on the responsible use of digital tools and the right to disconnect. (Article 2-4)

Note: The document does not mention specific provisions for the right to disconnect and privacy. The above points are based on general labor laws and the company's telework policy.",T08722002340-43830908000028
234,"The telework policy applies to salaried employees with a minimum of 6 months tenure, working full or part-time, and holding a CDI or CDD contract. Eligible positions do not require daily physical presence or interaction with the public. The document does not mention specific criteria for job characteristics or tenure.
- *","Eligible employees can telework up to two days per week, non-cumulative. The policy does not specify minimum office presence requirements.
- *","Telework arrangements are established through a formalized agreement, following an evaluation of the employee's autonomy, job compatibility, and ability to respect data confidentiality. The document does not explicitly mention manager discretion.
- *","The document does not provide details on cost coverage for telework arrangements.
- *","The policy emphasizes the right to disconnect and the importance of maintaining work-life balance. The document does not explicitly address privacy concerns related to telework.

The document does not explicitly address all topics, and some aspects may require further clarification or negotiation with the employer.",T04522005093-77550837700014
235,"- Eligible workers are those in CDI contracts, working full-time or part-time (at least 80%), with teleworkable functions such as platform telephony, support, administrative, accounting, and sales tasks.
- Employees must have the capacity to work regularly from home and autonomously, with suitable home conditions and manager approval.
- Employees with disabilities have access to telework based on their post's eligibility and specific adaptations.
- Teleworkers have the same rights as on-site employees, including remuneration, social benefits, and access to information and training.

*","- Telework is allowed during exceptional circumstances, such as epidemics or force majeure.
- The duration of telework is not specified in the document.

*","- Telework arrangements are established through a formal process involving a signed agreement and specific conditions, such as work location, hours, and equipment.
- The document does not mention the manager's discretion in approving telework arrangements.

*","- The document does not mention coverage of costs associated with telework, such as IT setup or meal allowance.

*","- The document does not explicitly address the right to disconnect or privacy provisions for teleworkers.

Source: Accord collectif relatif au télétravail, Article 4, 5, 6, 7, 8, and 15.",T97121001159-31455945100013
236,"**

- All roles are eligible for telework, regardless of tenure or employment type.
- The document does not mention any specific criteria for eligibility.

*","**

- Two days per week are allowed for telework, with a minimum requirement for the employee's presence in the office.
- The document does not mention specific details about the minimum requirement for the employee's presence in the office.

*","**

- Telework arrangements are established through a voluntary process, with the manager having discretion over the allowability of telework.
- The document does not mention specific details about the process of establishing telework arrangements.

*","**

- The document does not mention any coverage of costs associated with telework, such as IT setup or meal allowance.

*","**

- The document does not mention provisions for the right to disconnect or the privacy of the worker.

Note: The document does not mention specific details about the telework policy, and it is recommended to refer to the original document for more information.",T01321012996-40988862500020
237,"All salaried employees with CDI or CDD contracts, working in administrative hours or on a forfait basis, whose positions do not require physical presence in the company's premises, and who have the necessary technical conditions for teleworking are eligible (Article 4.1).
- F","The frequency of telework is not explicitly stated in the document. It depends on the agreement between the employee and the manager, and is subject to the company's ability to provide the necessary equipment.
- A","Telework arrangements are established through an agreement between the employee and the manager, with each day of telework requiring approval and being recorded on a shared planning sheet. The manager must follow the employee's schedule and workload (Article 5.1).
- C","The company covers the costs of telework through a monthly allowance of 2.50€ per 7-hour block, up to a maximum of 50€. This allowance is exempt from social contributions and covers the costs of consumables (Article 6.5).
- P","The document does not explicitly address the right to disconnect or privacy. However, it does mention that teleworkers must be reachable and available during the same hours as on-site employees.

The document does not mention specific provisions for the right to disconnect or privacy.",T07620004391-31829157200044
238,"- Eligible workers are those in Contrat à Durée Indéterminée or Contrat à Durée Déterminée, with a bureau on their site of work/rattachement.
- Excluded are those in contrat d'alternance, commercial itinerants, and other nomadic roles.
- The document does not mention specific tenure or job characteristics.

*","- Telework is allowed up to 2 days per week in equivalent time.
- The days are determined by the salarié and the responsable hiérarchique, considering the needs of the service and the salarié's personal organization.

*","- The salarié must express their desire for telework to their responsable hiérarchique and N+2, using the provided form.
- The responsable hiérarchique organizes an entretien to evaluate eligibility and discuss modalities.
- The decision is communicated to the salarié within one month.

*","- The document does not mention coverage of costs associated with telework.

*","- The document does not mention provisions for the right to disconnect or privacy of the worker.

Note: The document does not mention specific details about the right to disconnect or privacy of the worker. It is recommended to consult the full document for more information.",T00122004420-48301837000013
239,"- All employees are eligible for telework, including new hires, trainees, and alternates.
- The employee's ability to work autonomously and manage time effectively is crucial.
- The employee's role and the compatibility of their activities with telework are essential factors.

*","- The document does not mention specific frequency requirements.

*","- Telework arrangements are established through a flexible system based on an annual quota of 85 days for full-time employees and 87 days for part-time employees.
- The document does not mention specific procedures for establishing telework arrangements.

*","- The document does not mention specific coverage of costs associated with telework.

*","- The document does not mention provisions for the right to disconnect or privacy of the worker.

Note: The document does not explicitly mention telework eligibility criteria, frequency, or specific arrangements. It also does not provide details on cost coverage or privacy provisions. The document focuses on the general principles and conditions of telework at SFIL.",T09221025050-42878258500056
240,"Employees with a CDI, working full-time or at least 80% (4/5ème), in the categories of Employé, Agent de maîtrise, or Cadre, with at least 12 months of tenure on the post, sufficient autonomy, and not requiring immediate managerial support. Excludes those in production, maintenance, or similar roles (Article 2).
- *","Telework can be regular or occasional, with a maximum of 10 days per year for occasional telework. Regular telework can be up to several days per week, depending on the employee's role and the company's needs (Article 3).
- *","Telework arrangements are established through a formalized process involving a period of adaptation and reversibility. The employee or manager can unilaterally end the telework arrangement during the adaptation period (Article 4).
- *","The company covers the costs of IT setup and maintenance, but employees are responsible for their internet and electricity costs. The company may provide meal allowances for telework days (Article 5).
- *","The company respects the right to disconnect and the privacy of the worker. Teleworkers are expected to manage their time and be reachable during their regular work hours (Article 7).

The document does not mention specific provisions for privacy beyond the right to disconnect and the expectation for teleworkers to manage their time and be reachable during work hours.",T59L19005763-45750647500112
