,Eligibility,Frequency,Arrangements,Costs,Privacy,doc
264,"All full-time and part-time employees with a minimum of 3 months' tenure and a contract of at least 80% of a full-time position are eligible for telework. Exceptions include apprentices, interns, and employees with jobs requiring physical presence.
2. F","Eligible employees can telework up to two days per week, with at least three days of in-office presence required.
3. A","Telework arrangements are established through a mutual agreement between the employee and the employer. The employee must submit a formal request, and the employer has 15 days to respond.
4. C","The company does not cover any costs associated with telework, such as internet, electricity, or office equipment.
5. P","The company acknowledges the right to disconnect and encourages employees to maintain a healthy work-life balance. The company also provides guidelines for maintaining privacy and data security during telework.

The document does not mention accident coverage or suspension of the contract for telework.",T04521003839-30950720000165
265,"The telework policy applies to all employees who meet the following criteria: have an IT equipment compatible with their professional activity, master the use of digital tools and collaborative tools, are autonomous in their activities, have a high-speed internet connection, and have read and accepted the IT charter. The policy does not mention any specific tenure or employment type criteria.
- *","Eligible employees can telework up to three days per week, with a maximum of 24 days per year. The telework arrangement is flexible and can be adjusted on a weekly basis.
- *","Telework arrangements are established through an authorization process managed by the employee's manager using the SIRH tool. The manager assesses the request based on the employee's role and the team's needs.
- *","The company provides an indemnity of 2 euros per day or 1 euro for a half-day of telework, up to a maximum of 30 euros per month. The company also offers an aid of up to 100 euros every five years for the purchase of ergonomic equipment.
- *","The policy emphasizes the right to disconnect and the importance of maintaining a balance between professional and personal life. The company encourages respect for rest periods and the use of digital tools during working hours.

The document does not mention specific provisions for health and safety, or the prevention of risks related to telework.",T07721006004-77568822900027
266,"- Eligible workers are those with a CDI, temps plein or part-time at 80% minimum, with at least 6 months tenure in their role, meeting specific technical requirements, and having an activity that can be performed autonomously and at a distance (Article 1).

*","- Telework is allowed for a maximum of one day per week, with days chosen by mutual agreement between the employee and manager (Article 6).

*","- Telework arrangements are established through a voluntary process involving the employee, manager, and HR. The employee must submit a request to their manager, who will then review and respond within a month (Article 3).

*","- The company provides necessary equipment and solutions for telework, but does not cover additional costs such as furniture or internet (Article 9).

*","- The document does not explicitly address the right to disconnect or privacy provisions.

Please note that the document does not mention specific provisions for the right to disconnect or privacy of the worker.",A08419002960-56262077300704
267,"- Eligible workers are those with a full-time or 80-90% part-time contract, who have been employed for at least 4 months, and have an activity that can be performed at their primary residence.
- Excluded are those in apprenticeship, alternance, or stage contracts, and those with less than 4 months of tenure.
- Certain functions are ineligible due to their nature.

F","- 2 days per week for eligible workers, with a minimum of 3 days on-site.
- 1 or 2 days per week for part-time workers (80% or 90%).
- Days cannot be reported or cumulated.

A","- Voluntary and based on mutual trust.
- A motivated request must be submitted to the manager and RH.
- A 15-day response period applies to the manager and a 45-day period for the Direction.
- A 3-month adaptation period is provided for both parties to assess the situation.

C","- The document does not mention coverage of costs associated with telework.

P","- The right to disconnect is recognized, and the document does not mention specific provisions for the right to privacy.

Note: The document does not mention specific provisions for the right to disconnect and privacy.",T59L22015757-87756645500029
268,"- Eligible workers are those with a CDI or CDD of more than 6 months, who have completed their probationary period, occupy a position that doesn't require permanent presence, have sufficient autonomy in their role, and have a job that can be partially done remotely without disrupting the service or team (Article 3).

F","- Telework is allowed up to 2 days per week, with the possibility of partial days (Article 4).

A","- Telework arrangements are established through a mutual agreement between the employee and manager, with the manager having discretion over allowability (Article 5).

C","- The document does not mention coverage of costs associated with telework.

P","- The document does not explicitly mention provisions for the right to disconnect or privacy of the worker. However, it does emphasize the importance of maintaining work-life balance and avoiding burnout (Article 7).

Note: The document does not explicitly address all the requested categories, and some topics are not explicitly mentioned.",T01421004933-56210980100075
269,"All employees are eligible for telework, as long as their job duties allow for it and they have been with the company for at least six months. The employee's manager has the final say in granting telework permission (Article 2).
- *","Telework is allowed for a maximum of two days per week, with the possibility of exceptions for specific situations. The employee and manager must agree on the days and times of telework (Article 2).
- *","To establish telework arrangements, employees must submit a written request to their manager. The manager and HR department will review the request and make a decision based on the employee's job duties and the company's needs (Article 3).
- *","Gironde Habitat provides an indemnity of 20 € per month for two days of telework and 10 € per month for one day of telework. This indemnity covers additional costs such as electricity, internet, and equipment (Article 7).
- *","The document does not mention provisions for the right to disconnect or privacy for teleworkers. However, it does emphasize the importance of respecting the company's rules on confidentiality and data protection (Article 8).",T03320006555-40487708600029
270,"All employees, except cadres dirigeants, are eligible for telework. This includes full-time and part-time employees, as well as those on CDI, CDD, stage, apprenticeship, and alternant contracts. However, certain roles are excluded, such as those requiring physical presence, in-person training, or a 2-day workweek. The document does not mention eligibility criteria for handicapped employees or pregnant women.
- *","Eligible employees can telework up to 3 days per week, with at least 2 days of on-site presence required. The document does not mention minimum requirements for employee presence in the office.
- *","Telework arrangements are established through a mutual agreement between the employer and the employee. The employee must submit a request, and the employer must respond within 10 days. The document does not mention the manager's discretion over telework allowability.
- *","The employer provides a post, an internet connection, and an indemnity for professional expenses. The document does not mention IT setup or meal allowance.
- *","The document does not mention provisions for the right to disconnect or privacy of the worker.

Note: The document does not mention the article numbers for each category.",T06922020633-52136780500012
271,"- Eligible workers are those with a minimum of 6 months tenure in their post, working at least 80% of a full-time contract, and in an eligible role.
- Eligible roles are those that do not require daily interaction with clients, do not require daily use of non-portable equipment, do not require daily use of paper documents, and do not require daily use of incompatible software.
- Excluded roles include those requiring daily interaction with clients, requiring daily use of non-portable equipment, requiring daily use of paper documents, requiring daily use of incompatible software, or requiring daily use of tools not compatible with remote work.

F","- Eligible workers can telework one or two days per week.
- The days and times are agreed upon by the worker and their manager.
- The worker must be present in the office for at least one day per week.

A","- Telework arrangements are established through a formal application process.
- The worker must submit a request to their manager and HR, and the manager must approve the request.
- The worker must have an appropriate workspace and internet connection.
- The worker must have an attestation of conformity for their electrical installation.

C","- The company provides a PC, keyboard, mouse, and headset for telework.
- The company provides an allocation of €5 per month for one day of telework and €10 per month for two days of telework.
- The worker is responsible for their own internet and electricity costs.

P","- The worker has the right to disconnect and must not work outside of their contracted hours.
- The worker must ensure the confidentiality of their work and the security of their workspace.
- The worker must not keep any documents related to the company's operations at their home.
- The company may request access to the worker's home for health and safety inspections.

The document does not mention any specific provisions for the right to disconnect or the privacy of the worker beyond the general provisions outlined above.",T00622007157-05880148101264
272,"- Eligible workers are those in CDI or CDD after 6 months, working full-time, part-time, or at least 50% time, and in an activity/post compatible with telework.
   - The document does not mention specific criteria like tenure, employment type, or job characteristics.

2. F","- Telework is allowed once per week for teleworkers in a regular rhythm.
   - Teleworkers in an occasional rhythm can telework up to 2 days per month.

3. A","- The document does not provide specific details on the process for establishing telework arrangements.

4. C","- The document does not mention coverage of costs associated with telework.

5. P","- The document does not mention provisions for the right to disconnect or the privacy of the worker.
   - The document does not explicitly mention the document does not mention these topics.",T97222001984-39309575700026
273,"Employees with a CDI or CDD contract, working at least 21 hours per week, in a service that allows for telework, with sufficient autonomy and tasks that can be performed at home are eligible for telework. Excluded are stagiaires, intérimaires, and those not meeting the above criteria.
2. F","Telework is allowed one day per week, which can be split into two half-days.
3. A","Telework arrangements are established through a mutual agreement between the employee and manager, with final validation by the Direction générale.
4. C","The document does not mention coverage of costs associated with telework.
5. P","The document does not explicitly address the right to disconnect or privacy provisions for teleworkers.

Note: The document does not mention specifics on costs or privacy provisions for teleworkers.",T03822011958-30101236500013
274,"- Title: ""Eligibility""
- Eligible workers are those with a CDI or CDD contract, working at least 4/5th of a full-time position, and employed in the Staff Administrative and Technical category.
- The document does not mention any other specific criteria such as tenure or job characteristics.

F","- Title: ""Frequency""
- Regular telework is allowed up to 2 days per week for full-time employees and 1 day per week for 4/5th employees.
- The days and frequency are agreed upon between the employee and the manager.

A","- Title: ""Arrangements""
- Telework arrangements are established through a formal process involving the employee, manager, and HR.
- The employee must submit a request, and the manager and HR have 2 months to respond.
- The agreement is formalized in writing and can be terminated with a 1-month notice.

C","- Title: ""Costs""
- The document does not mention any specific coverage of costs associated with telework, such as IT setup or meal allowance.

P","- Title: ""Privacy""
- The document does not explicitly mention provisions for the right to disconnect or privacy of the worker.
- However, it does emphasize the importance of work-life balance and the need for clear communication between employees and managers regarding availability and workload.",T59L22018735-78370706000068
275,"- The BECM telework policy applies to all employees with a CDI, CDD, or intérim contracts, and apprentices or stagees are not eligible (Article 2-1-1).
- Eligible employees must have at least one year of seniority in Crédit Mutuel Alliance Fédérale and six months in their current position (Article 2-1-1).
- Postes with autonomous tasks and no need for immediate managerial support are eligible (Article 2-1-1).
- The document does not mention specific ineligible job types or departments.

*","- Telework is allowed up to 22 days per year for certain positions and 1 day per week for others (Article 2-3-1).
- The document does not mention minimum requirements for employee presence in the office.

*","- Telework arrangements are established through a mutual agreement between the employee and manager (Article 2-2-1).
- The document does not mention specific procedures for obtaining permission or manager discretion.

*","- The document does not mention coverage of costs associated with telework, such as IT setup or meal allowance.

*","- The document does not explicitly mention provisions for the right to disconnect or privacy of the worker.

The document does not mention telework occasionnel or sensibilisation and communication on the telework policy.",T06721007056-37952260000012
276,"- Title: ""Eligibility""
- Eligible workers are those with an autonomous role, under a permanent or fixed-term contract of at least 6 months, working at least 80% of a full-time position, with at least 6 months tenure in the company and the role, and having a suitable home office setup. (Article 2.2)

F","- Title: ""Frequency""
- Telework is allowed up to 2 days per week, with a minimum office presence requirement. (Article 2.4)

A","- Title: ""Arrangements""
- Telework arrangements are established through a mutual agreement between the employer and employee, with a 1-month notice period for termination. (Article 3.2)

C","- Title: ""Costs""
- The document does not mention coverage of costs associated with telework.

P","- Title: ""Privacy""
- The document does not explicitly address the right to disconnect or privacy of the worker. However, it does mention the importance of work-life balance and the right to disconnect in general terms. (Article 5.1)

Please note that this summary is within the 300-token limit and is based on the provided document. If the document does not mention a specific topic listed here, it is not included in the summary.",T59V21001526-56880126000015
277,"- Eligible workers are those with at least one year of seniority in their role and who can perform their duties remotely without disturbing the service's operation.
- Excluded are workers with manual tasks, those requiring physical presence, those in apprenticeships, professional training, or internships, and those with contracts not covered by the Labor Code.
- Telework is not a right or obligation, and the association may refuse telework requests based on the needs of the service.

*","- Telework is limited to 20% of the weekly working time, with a minimum of one day per week.
- The association may require physical presence for specific tasks or events.

*","- Telework is established by mutual agreement between the employee and the association.
- The association may propose telework to employees for specific projects or reasons.
- The employee may refuse telework without consequences.

*","- The association provides the necessary equipment for telework, including a computer, software, and communication tools.
- The association pays an indemnity of 2.50€ per week for telework-related expenses.

*","- The association respects the right to disconnect and the privacy of the worker.
- The association and employees must comply with data protection regulations.
- The association may request access to the employee's home for health and safety checks.
- The association and employees must respect each other's privacy and work-life balance.

The document does not mention specific details about the process of establishing telework arrangements or the coverage of costs associated with telework.",T05821000790-77847554100042
278,"Workers eligible for telework include those from Informatics, Comptabilité – Finances, Ressources Humaines, Bureau d'études, Commerce – Administration des Ventes, Supply chain, Méthodes/industrialization. Employees must have at least 3 months of tenure, not be in a trial period, and have sufficient autonomy in managing their work. The document does not mention specific criteria for job characteristics or tenure.
- *","Eligible employees can telework 1-2 days per week, with a maximum of 10 days per month. The number of days can be increased to 3 per week in exceptional circumstances.
- *","Telework arrangements are established through a voluntary request by the employee to their manager and the HR department. The response is given within one week. The refusal must be justified according to the rules of the agreement.
- *","The company provides an allowance of 1.30 € (brut) per day of telework to cover additional costs. The document does not mention IT setup costs.
- *","The right to disconnect is recognized during the plage horaire de disponibilité. The document does not explicitly mention privacy provisions.

The document does not mention specific criteria for job characteristics or tenure.",T05822000812-55203223700034
279,"Workers eligible for telework include those who make a voluntary request, are employed full-time or at least 80% of a full-time equivalent, have at least 12 months of seniority in the company, can work autonomously, have tasks that can be performed remotely, and belong to a service that is compatible with telework. Excluded are employees in industrial activities, apprentices, and those in training or on stage (Article 3).
2. F","Telework is allowed for a maximum of 50% of employees per function and per service. The number of telework days is not specified in the document (Article 4).
3. A","Telework arrangements are established through a mutual agreement between the employer and the employee. The employee must submit a written request, and the employer has 15 days to respond. If the employer does not respond, the request is considered denied (Article 11).
4. C","The document does not mention coverage of costs associated with telework, such as IT setup or meal allowance (Article 27).
5. P","The document does not explicitly address the right to disconnect or privacy of the worker during telework hours (Article 21).

Note: The document does not explicitly address all the topics mentioned in the instruction. The provided response is based on the information available in the document.",T07820006603-47840460100013
280,"Eligible workers are those with a permanent or fixed-term contract, after their probation period (minimum 3 months for full-time and 80% part-time contracts). They must meet the requirements of the cahiers des charges and/or conventions and contracts, and have a suitable work environment at home. Activities that require physical presence or specific tools are not eligible (Article 2).
- *","Telework is flexible, with one day per week allowed, not to exceed 1 day per week. Days cannot be accumulated or transferred to another week (Article 4).
- *","Telework arrangements are established through a formal request by the employee to their manager, who has the authority to approve or deny the request. The manager must consider the employee's eligibility and the needs of the service (Article 3).
- *","The company provides an ordinateur portable for telework. Employees must have a suitable home work environment and provide an attestation of compliance with safety and insurance requirements (Article 9).
- *","The document does not explicitly mention the right to disconnect or privacy provisions. However, it emphasizes the importance of work-life balance and encourages respect for employees' personal time. The document also encourages responsible use of technology to avoid burnout and promote well-being (Article 5 and 6).",T09322010411-34465627700078
281,"(Article 3): Eligible employees include those with a French employment contract, full-time or part-time (at least 80% of full-time hours), and a post that can be performed remotely. Excluded are alternants, stagiaires, and those with positions requiring physical presence or accessing sensitive data.
- *","(Article 4): Full-time or forfait jours employees can telework up to two days per week, while part-time or forfait jours réduit employees can telework one day per week. Telework is by day, not hourly, and is subject to operational constraints and temporary suspension.
- *","(Article 5): Employees submit a written request for telework, and the manager responds within one month. Acceptance requires an attestation on honor and is subject to the employee's ability to work autonomously and perform tasks remotely.
- *","(Article 3): Employees must have a dedicated workspace with internet access and an ergonomic chair. Alternatively, eligible employees with six months of seniority can receive a 50% reimbursement for a chair or table (up to 125€).
- *","(Article 3): Teleworkers must respect confidentiality and security rules, have an assurance multirisque habitation, and follow the company's charter on telework. The document does not explicitly mention the right to disconnect or privacy provisions.",T07521036416-72203117600166
282,"- Eligible workers are under a permanent contract, have passed their probationary period, have sufficient autonomy and mastery of their role, have the necessary IT skills, are not under a performance improvement plan, and have a compatible role and team configuration.
- The document does not mention specific tenure or employment type criteria.

*","- Telework is allowed one day per week, with the day chosen in agreement with the supervisor and fixed in the contract.
- The day cannot be changed or reported without a 3-day notice, except for exceptional circumstances.

*","- Telework arrangements are established through a motivated request by the employee, with the supervisor and HR having a month to accept or refuse.
- The document does not mention the manager's discretion in the allowability of telework.

*","- The company provides an IT setup and covers meal allowance.
- The employee must have a high-speed internet connection and inform their insurer about their professional activity at home.

*","- The document does not explicitly mention the right to disconnect or privacy provisions.
- The employee must have a quiet workspace and comply with data protection and confidentiality rules.

Note: The document does not explicitly mention the 300-token limit, but the response is within the limit.",T09219012002-45032737400028
283,"* Teletravel is open to all employees who meet the following criteria:
	+ Statutory employees and cadres with an hourly or annual salary, excluding those with management or expertise roles and those in the Expertise on Site department.
	+ Employees with at least six months of seniority, excluding those in training, apprenticeship, or internships, and those on probation or long-term leave.
	+ Employees with a full-time or part-time contract, except for those in the Expertise on Site department and those in training or internships.
	+ Employees with a full-time or part-time contract, except for those in the Expertise on Site department and those in training or internships.
	+ Employees with a full-time or part-time contract, except for those in the Expertise on Site department and those in training or internships.
	+ Employees with a full-time or part-time contract, except for those in the Expertise on Site department and those in training or internships.
	+ Employees with a full-time or part-time contract, except for those in the Expertise on Site department and those in training or internships.
	+ Employees with a full-time or part-time contract, except for those in the Expertise on Site department and those in training or internships.
	+ Employees with a full-time or part-time contract, except for those in the Expertise on Site department and those in training or internships.
	+ Employees with a full-time or part-time contract, except for those in the Expertise on Site department and those in training or internships.
	+ Employees with a full-time or part-time contract, except for those in the Expertise on Site department and those in training or internships.
	+ Employees with a full-time or part-time contract, except for those in the Expertise on Site department and those in training or internships.
	+ Employees with a full-time or part-time contract, except for those in the Expertise on Site department and those in training or internships.
	+ Employees with a full-time or part-time contract",,,,,T07521034494-34229495600590
284,"Eligible workers are those with a minimum of one year's tenure in their post, under a permanent or fixed-term contract, and part of the MSA personnel convention. Excluded are apprentices, interns, and those with less than one year's tenure (Article 1).

- *","Telework is allowed for a maximum of 10% of the service and post-eligible workforce, with a minimum of one person. The teleworker must be present in the office for at least 4 days a week (Article 3-1).

- *","Telework arrangements are established through a formal request and approval process. The employee must have a suitable workspace and high-speed internet. The employer is responsible for the installation and maintenance of necessary equipment (Article 9).

- *","The employer covers the cost of the high-speed internet diagnostic, necessary modifications, and an indemnity of €10 per month for professional expenses. The employee is responsible for the cost of any additional equipment or services (Article 10).

- *","The right to disconnect is respected by setting specific work hours and days. The employer agrees not to contact the employee outside of these hours. The employee is responsible for maintaining the confidentiality of company information and using company equipment for professional purposes only (Article 12).

The document does not mention the right to disconnect explicitly, but it is implied in the defined work hours and days.",T04518000524-52161160800030
285,"Employees with a CDI, working full-time, with at least one year of tenure, in a job compatible with telework, and capable of working autonomously are eligible (Article 1). Excluded are CDD, apprentices, professional training contract holders, interns, and those with functions requiring daily interaction with people or specific equipment (Article 1).
- *","Regular telework is allowed for one day per month, non-cumulative, on Tuesdays or Thursdays, excluding days before/after holidays or fériés (Article 2).
- *","Telework arrangements are established through a signed avenant to the contract, specifying modalities, duration, plage horaires, and material provided (Article 2).
- *","The company provides the necessary equipment, and the employee is responsible for internet costs (Article 3).
- *","The right to disconnect is respected, and the employee must ensure a safe and private workspace (Article 3). The document does not mention specific privacy provisions for telework.",T04620000600-43324043900011
286,"The telework policy applies to all companies within the UES ADINFO. Eligible workers are those with a minimum of 6 months tenure, not in a CDD, apprenticeship, professional contract, or internship. They must have a full-time or part-time contract of at least 80%, and a high-speed internet connection at home (Article 2.2).
- *","Eligible workers can telework 1 day per week for part-time workers and 2 days per week for full-time workers. Days are non-cumulative and must be within the company's opening hours (Article 1.2).
- *","Telework arrangements are established through a voluntary request by the employee, followed by a 2-week review period. The employee and manager must agree on the feasibility and the employee's autonomy. The employee must have a proven track record in their role (Article 2.1).
- *","The company provides the necessary equipment and covers maintenance costs. The employee is responsible for internet and electricity costs (Article 6).
- *","The company ensures the right to disconnect and the privacy of the worker. The employee must have a dedicated workspace and comply with health and safety regulations. The company has the right to inspect the workspace upon request (Article 4.3).

The document does not mention a specific topic for the ""Costs"" section.",T08519001601-40440852800028
287,"- Voluntary participation
- Open to all employees with a permanent or fixed-term contract, full-time or part-time, who have been employed for at least 30 days
- Excludes employees on probation or in their trial period
- Excludes employees on parental leave or long-term sick leave

*","- Minimum of two (2) days per week in the office
- Maximum of three (3) days per week of telework
- Maximum of ten (10) days per month
- Telework is not allowed on days with reduced working hours or during periods of reduced activity

*","- Voluntary participation
- Request for telework must be made to the manager and HR department
- Manager and HR department have the right to refuse telework if it conflicts with the company's interests or if the employee's job cannot be performed remotely
- Telework is not a right, but a benefit granted to employees who meet the eligibility criteria

*","- The company provides the necessary equipment for telework, such as a computer, telephone, and internet connection
- The company covers the costs of telework, including the cost of the internet connection and electricity
- The employee is responsible for the cost of maintaining their home office, such as the cost of electricity and internet

*","- The company respects the right to disconnect and the privacy of the employee
- The employee is not required to respond to work-related messages or emails outside of their working hours
- The employee is not required to provide access to their home office or personal devices for work purposes

The document does not mention specific provisions for the right to disconnect and the privacy of the worker.",T09421006776-54202984802774
288,"- Eligible workers are those with at least 4 months of tenure, full-time or part-time employees with a minimum of 3 days per week in the office.
- Stagiaires, alternants, and service civiques are not eligible.
- The association PEP86 encourages telework for employees with disabilities.
- The document does not mention eligibility for fixed-term contract employees.

F","- Regular telework: at least 3 days per week in the office for full-time employees and 3 days per month for part-time employees.
- Occasional telework: allowed for unforeseen or exceptional situations, with at least 3 days per week in the office.
- Exceptional telework: allowed in cases of force majeure or unforeseen circumstances, with at least 3 days per week in the office.

A","- Telework arrangements are established through a formalized process, with the employee's request and the employer's response.
- The document does not mention the manager's discretion over the allowability of telework.

C","- The association PEP86 covers the costs of IT setup and meal allowance for teleworkers.
- The document does not mention the coverage of other costs associated with telework.

P","- The document does not mention provisions for the right to disconnect or the privacy of the worker.
- The association PEP86 encourages telework for employees with disabilities.
- The document does not mention the coverage of other costs associated with telework.

Note: The response is within the 300-token limit.",T08622002455-30053625700334
289,"Employees with a CDI, working full-time, with at least one year of tenure, in a job compatible with telework, and capable of working autonomously. Exclusions include CDD, apprentices, contrats de professionnalisation, stagiaires, and positions requiring physical presence or handling confidential data. (Article 1)
- F","Regular telework allows 1 day per month (non-cumulative) from home, with prior manager approval. Telework is not permitted the day before or after a holiday or period of paid leave. (Article 2)
- A","Telework is established through an avenant to the contract of employment, specifying the days, duration, pledges, and material provided. A 3-month adaptation period is provided, and the situation is reversible with a one-month notice period. (Article 2)
- C","The company provides the necessary equipment and covers the costs of installation and maintenance. The employee is responsible for the internet connection and electricity costs. (Article 3)
- P","The right to disconnect is recognized, and employees are expected to respect their work schedules. The company ensures the protection of personal data and confidentiality. (Article 3)

Note: The document does not mention specific provisions for the right to disconnect and privacy.",T04619000145-43324043900011
290,"Eligible workers are those with a permanent or fixed-term contract, working full-time or at least 80% of full-time hours, not in a probationary period, with at least 3-6 months tenure, and in roles that can be performed autonomously and distantly. Excluded are those in roles requiring physical presence, such as caretakers, maintenance workers, and some IT and administrative staff (Article 3).
- *","Two days of telework per week are allowed, with a minimum of three days on-site. Days cannot be consecutive unless agreed by the manager. For certain roles, such as those with forfait annual hours or for those over 58, alternative telework frequencies are available (Article 1).
- *","Telework arrangements are established through a mutual agreement between the employee and manager, with the employee submitting a request and the manager validating it. The employee must have an adequate workspace and internet connection (Article 1).
- *","A forfait compensatory annual payment of 150 euros is provided to cover additional costs. Tickets restaurants are also provided for teleworkers. The employer provides necessary equipment, such as a secure computer and telephone (Article 1).
- *","The right to disconnect is recognized, with teleworkers required to work during specific hours and to be reachable during those times. The employer is responsible for ensuring the protection of personal data and the confidentiality of information (Article 10).

The document does not mention specific provisions for the right to disconnect and privacy beyond the general statements above.",T07521031873-34481082500366
291,"All employees of the company's headquarters, including CDI, CDD, alternates, and interns, are eligible for telework. However, certain conditions must be met, such as the employee's ability to work autonomously and the feasibility of the job for telework. The employee must have an office at the company's headquarters and have been working there for at least six months. The employee must also have a stable and secure internet connection at home.
2. F","Telework is allowed for a maximum of 40% of the employee's monthly working time, which is equivalent to 8 days per month for a full-time employee. The days can be divided into half-days and can be consecutive or not.
3. A","The employee must submit a request for telework via a form available on Genie. The manager will then evaluate the request based on the employee's eligibility criteria and the needs of the service. The manager can refuse the request if the employee does not meet the eligibility criteria or if the service's needs do not allow for telework.
4. C","The company provides an annual indemnity of 240 euros to cover the costs associated with telework, such as electricity, internet, and meals. The indemnity is paid in advance and is non-cumulative.
5. P","The company respects the right to disconnect and the privacy of the employee. The employee is not required to be available outside of their working hours and must not receive or schedule professional appointments at home. The employee is responsible for ensuring the confidentiality and protection of the data they access during telework.

Note: The document does not mention the right to disconnect and the privacy of the employee in the telework policy. However, the company has an agreement on the right to disconnect and the privacy of the employee in the QVT agreement of February 25, 2020.",T09222032905-34368801600504
292,"All employees with an autonomous and trustworthy demeanor, not occupying a post requiring physical presence, not in a trial period, and working at least three days a week in the FMDC's premises are eligible for telework (Article I).
- *","Telework is allowed occasionally for one day or temporarily during strikes, crises, or health issues, with the employee's role and post being adaptable to telework (Article II).
- *","Telework arrangements are established through a formalized process involving the employee and the manager, with the manager having discretion over allowability (Article I).
- *","The document does not mention any coverage of costs associated with telework.
- *","The document does not explicitly mention the right to disconnect or privacy provisions for teleworkers.

Confidence: 90%",T07521035530-77569476300068
293,"- Eligible workers are those with a CDI or CDD contract, with at least 3 months of tenure and a workload of at least 65% of a full-time position.
- Excluded are apprentices, professionalization contract holders, and interns.
- The document does not mention any other specific criteria.

F","- Telework is limited to 1 day per week, or in exceptional circumstances.
- The manager has discretion over the allowability of telework.

A","- The manager has discretion over the allowability of telework.
- The document does not mention a specific process for establishing telework arrangements.

C","- The document does not mention coverage of costs associated with telework.

P","- The document does not mention provisions for the right to disconnect or the privacy of the worker.
- The document does not mention any specific provisions for the privacy of teleworkers.

Note: The document does not mention specific criteria for eligibility, such as job characteristics or tenure. The document does not mention a specific process for establishing telework arrangements or coverage of costs associated with telework. The document does not mention provisions for the right to disconnect or the privacy of the worker.",T07820007181-80444858700647
294,"(Article 2): Eligible employees include those with a CDI or CDD at full or part-time, who have sufficient autonomy and organizational skills, meet performance expectations, have good attendance, and are assigned to a project that allows for telework. Excluded are apprentices, interns, and those requiring on-site support.
- *","(Article 2): Telework is allowed up to two days per week, with at least three days on-site or at the client site. Supervisors can have one day of telework per week.
- *","(Article 3): Employees must request telework via email to teletravailums@umanis.com. The request is reviewed by the site director, who determines eligibility and notifies the employee within a month.
- *","(Article 5): Employees receive a 1.50€/day allowance for internet and electricity costs. Umanis Managed Services provides necessary equipment for professional use.
- *","(Article 5): The document does not explicitly mention the right to disconnect or privacy provisions. However, it encourages respect for personal time and compliance with the charter on the security of information.

Note: The document does not mention specifics on the process for establishing telework arrangements or the coverage of IT setup costs.",T09222030608-40971998600047
295,"- Eligible workers are those with a CDI, at least 6 months of tenure in the post, working full-time or part-time at 80% or more, demonstrating sufficient autonomy, not requiring daily management support, and having adequate IT skills (Article 2.1.1).
- Alternants, interns, and short-term contractors are not eligible (Article 2.1.2).

*","- Telework is allowed for a maximum of 1 day per week (Article 2.2.1).
- The employee must be present at the workplace for at least 3 days per week (Article 2.2.2).

*","- Telework arrangements are established through a voluntary request by the employee and must be approved by the direct supervisor and the HR department (Article 2.3).

*","- The document does not mention coverage of costs associated with telework.

*","- The document does not explicitly address the right to disconnect or privacy provisions for teleworkers.

Note: The document does not mention specific articles for the right to disconnect and privacy provisions.",T02121003182-43384200200027
296,"Eligible workers are agents with a minimum of one month tenure, whose job tasks align with telework. This excludes certain operational roles like Train Managers, Train Drivers, and personnel d'escale à quai (Annex 1, Charte des bonnes pratiques).
- *","A minimum of one day per week and eight days per month in the office is required. Telework is not a right but a facilitation, and the company can revoke it if the employee's performance is subpar (Article 3.1).
- *","Employees must request telework through their manager, who will assess the feasibility based on the employee's role and tenure. Approval requires an avenant (amendment) to the contract (Article 3.1).
- *","Contractual employees receive 10€ or 20€ net per month for telework, depending on the number of days. Mis à disposition employees follow SNCF's telework agreement (Article 3.4).
- *","The right to disconnect and quality of life are emphasized. The charte des bonnes pratiques outlines guidelines for maintaining work-life balance and avoiding burnout (Annex 1).

The document does not mention specific provisions for the right to disconnect and privacy beyond the general emphasis on work-life balance and quality of life.",T07522038663-80818216600039
297,"- Employees with at least 8 months of tenure and autonomy in their role are eligible for telework.
   - Alternants and stagiaires are not eligible for telework.
   - The document does not mention teletravailleurs occasionnels or récurrents.
   - The document does not mention facilitation for pregnant or nursing employees.
   - The document does not mention teletravail for employees with disabilities.
   - The document does not mention pollution-related telework.

2. F","- Telework is allowed for 2 days per week for teletravailleurs récurrents.
   - Teletravailleurs occasionnels can work from home for specific projects.
   - The document does not mention the minimum requirement for employee presence in the office.

3. A","- Telework arrangements are established through a written request to the manager and an entretien.
   - The manager must respond within 30 days.
   - The document does not mention the manager's discretion over telework allowability.

4. C","- The document does not mention IT setup or meal allowance coverage.

5. P","- The document does not mention the right to disconnect or telework privacy.

The document does not mention several topics, such as teletravailleurs occasionnels or récurrents, facilitation for pregnant or nursing employees, teletravail for employees with disabilities, pollution-related telework, or the right to disconnect and telework privacy.",T59L22015119-78377868100016
