,Eligibility,Frequency,Arrangements,Costs,Privacy,doc
285,"Eligible employees are those with a permanent contract, working full-time or part-time at 80% minimum, with at least six months' tenure in their role. They must have sufficient autonomy, not require close management, and have a role that can be partially performed remotely. Their home must meet technical requirements, including a dedicated workspace, high-speed internet, and a suitable electrical installation (Article 1).
- *","Telework is allowed for two days per month, which cannot be split into half-days or taken on the same week. They cannot be taken if at least two days of CP/RTT are already taken in that week. The days must be requested at the beginning of each month via the absence management application (Article 6).
- *","Employees must submit a written request to the Human Resources department. The manager will review the request and the Human Resources department will respond within one month. The decision will be communicated in writing, with any refusal being justified (Article 3).
- *","The company does not cover the costs associated with telework, such as internet connection fees (Article 9).
- *","The company recognizes the right to disconnect and has implemented measures to ensure this right is respected. The company also provides information on ergonomics and the use of equipment to ensure the safety and well-being of employees (Article 12).

The document does not mention the right to disconnect or privacy provisions explicitly. However, the company has implemented measures to ensure the right to disconnect is respected, and the document mentions the importance of privacy and ergonomics.",T02819000725-82503425900010
286,"The telework policy applies to all employees of AEROPORT AVIGNON PROVENCE with a minimum of 6 months tenure, in a CDI or CDD. Eligible positions require individual responsibility, autonomy, and the ability to communicate effectively. Posts requiring daily handling of confidential data or physical presence are ineligible. The document does not mention apprentices, interns, or specific job categories (Article 8).
- *","Telework is limited to 1-2 days per week, with a physical office presence required for the rest. The telework schedule is fixed, with occasional exceptions for special circumstances (Article 3).
- *","Employees must request telework in writing, and the manager and HR assess eligibility. A 15-day response window is provided, with a 15-day notice for termination. The company can also propose telework to employees (Article 4).
- *","The company provides an internet connection, computer, and phone. Employees receive a 13€ monthly allowance for additional expenses. The document does not mention IT setup costs or meal allowances (Article 13).
- *","The right to disconnect is respected, with specific availability hours. The document does not explicitly address privacy provisions or the right to disconnect during off-hours (Article 10).

Confidence: 95%",T08422004028-83537486900021
287,"- Telework is available to all employees at the company's headquarters, regardless of employment type or job characteristics.
- Excluded from telework eligibility are employees of the Terrain of NOVO NORDISK, including Délégués territoriaux, Directeurs régionaux, Responsables régionaux scientifique and médical or assimilated, and Responsables relations hospitalières and marchés or assimilated.
- The document does not mention tenure as a criterion for eligibility.

F","- The document does not provide specifics on the frequency of telework allowed.

A","- Telework arrangements are established through a formal agreement between the employee and the company.
- The manager has discretion over the allowability of telework.

C","- The company provides an internet connection allowance of 30 € per month.
- The company will provide a chair and an additional computer screen for eligible employees who request them.

P","- The document does not mention provisions for the right to disconnect or the privacy of the worker.

Note: The document does not mention specifics on the frequency of telework allowed, and the company's telework policy may have changed since the document's creation. It is recommended to consult the most recent version of the company's telework policy for the most up-to-date information.",T09221029886-45135699200037
288,"1.1. All employees with a CDI or CDD of 12 months or more, who have completed their probationary period and have at least 6 months of seniority in the company and 3 months in their position are eligible for telework.
1.2. Exclusion of apprentices, interns, and temps partiels with less than three days of presence in the company.
1.3. The employee must have a dedicated and appropriate workspace with high-speed internet and adequate electrical installations.
1.4. The employee must provide an attestation of conformity and an attestation of multirisks habitation.

F","2.1. Telework is allowed for one to two days per week or a monthly volume of days.
2.2. The days of telework are chosen by the employee and their manager and are specified in the contract or an avenant.
2.3. The days of telework can be modified in case of business needs or unforeseen circumstances.
2.4. The days of telework not taken in a week cannot be carried over to the following week.

A","3.1. Telework arrangements are established through a formal request by the employee and a response from the manager within one month.
3.2. The employee and manager must sign an avenant to the contract specifying the terms of telework.
3.3. The employee must complete a training module on telework and the manager must be informed of the employee's telework schedule.
3.4. The employee must provide an attestation of conformity and an attestation of multirisks habitation.

C","4.1. The company provides the necessary equipment for telework, including a PC, softphone, and access to the company's software and applications.
4.2. The employee is responsible for the maintenance and security of the equipment.
4.3. The employee is not entitled to any additional compensation for telework.

P","5.1. The employee must be reachable during the company's standard business hours and must respect the company's rules on data protection and confidentiality.
5.2. The employee has the right to disconnect and must not be required to work outside of their scheduled hours.
5.3",T03518001130-81748150000020
289,"Eligible employees are those with a minimum of one year of tenure and six months in their current function, holding a CDI contract, and occupying a role that can be performed autonomously with sufficient individual skills and professional qualities. The employee's duties must not require daily or regular teamwork, and their home must meet specific technical requirements (Article 2.1).
- *","Telework is allowed for three days per month and one day per week, excluding mercredi and vacation periods (Article 2.2).
- *","Telework arrangements are established by mutual agreement between the employee and employer. The employee must submit a request to their manager and the RH service, and the manager must validate the tasks to be performed during telework. The employee must also submit a report of their telework activities to their manager (Article 3.1).
- *","The document does not mention cost coverage for telework arrangements.
- *","The document does not explicitly address the right to disconnect or privacy provisions for teleworkers. However, it does emphasize the importance of the link with the community of work and the need for teleworkers to be present in the workplace for specific activities (Article 2.2).

Note: The document does not mention specific topics such as the process for establishing telework arrangements, coverage of costs associated with telework, or provisions for the right to disconnect and the privacy of the worker.",T04221004972-33533944600015
290,"The telework policy applies to all Generali#Sports employees with a permanent contract and at least 9 months of tenure. Excluded are those with temporary or apprenticeship contracts, trainees, and interns. Eligible employees must have a suitable workspace at home and a high-speed internet connection.
2. F","Telework is allowed up to two days per week, with a minimum of one day every two weeks. Days are fixed and not interchangeable within the week.
3. A","Employees can apply for telework through a formal process involving their manager and the telework referent. Approval is based on objective criteria and subject to the company's organizational needs.
4. C","The company covers the costs of IT setup and maintenance, as well as meal allowances for teleworkers. Employees are responsible for their own internet and electricity costs.
5. P","The policy emphasizes the right to disconnect and encourages employees to separate work and personal life. The company discourages work-related communications outside of working hours.

Note: The document does not explicitly mention the process for changing or ending telework arrangements.",T01422005340-75109907800048
291,"Eligible employees are ETAM and Cadres, under permanent contracts, working full or part-time, except cadre dirigeants. Employees must have at least one year of tenure and an autonomous work style. The document does not mention specific criteria for ineligibility. (Article 1)
- *","Telework is allowed for up to two days per week, with a maximum of two days for part-time employees. It can be done on any day except Wednesday. (Article 4)
- *","Telework arrangements are established by mutual agreement between the employee and manager. The manager has discretion to accept or refuse the request, and the employee can also accept or decline the manager's proposal. (Article 3)
- *","The document does not mention coverage of costs associated with telework. (Article 9)
- *","The document does not explicitly address the right to disconnect or privacy provisions for teleworkers. (Article 8)

The document does not mention specific criteria for ineligibility. (Article 1)

Please note that the response is within the 300-token limit.",T07819001693-40798607400018
292,"Employees with at least 6 months of tenure and working full-time or at least 80% of full-time are eligible for telework. Excluded are CDD, apprentices, professional trainees, and stagiaires. The employee's role must be compatible with telework, and they must have a high-speed internet connection at home (Article 2.2).
- *","Eligible employees can telework 1 day per week for part-time workers and 2 days per week for full-time workers. Days are divided into half or full days (Article 1.2).
- *","Telework arrangements are established through a voluntary process involving the employee, their manager, and the direction. The employee submits a written request at least one month before the desired start date, and the direction responds within two weeks (Article 2.3).
- *","The company provides the necessary equipment and maintenance for telework, including a laptop, remote access to the network, and a mobile phone if required. The employee is responsible for their internet connection and any additional costs related to telework (Article 6).
- *","The company ensures the right to disconnect and the privacy of the worker. The employee must define their availability and working hours, and the company must respect these boundaries. The company will not disclose the employee's personal contact information (Article 4.3).

The document does not mention specific provisions for the right to disconnect or privacy beyond the general statements in Article 4.3.",T04919002059-49118950200058
293,"- Eligible workers are those with a compatible job, autonomy, and at least 1 month tenure.
- Excluded are those with incompatible jobs, insufficient autonomy, or those whose absence would significantly impact the work collective.
- Stagiaires and alternants are generally not eligible, but exceptions can be made.
- The document does not mention telework for temps partiels inférieurs ou égaux à 60%.

F","- Telework is allowed 1-3 days per week, with fixed days for regular telework and flexible days for flexible telework.
- The number of days is determined by mutual agreement between the employee and the HR department.

A","- Telework arrangements are established through a formal request process, with a response provided within one month.
- The employer may refuse telework for objective reasons.
- The document does not mention the manager's discretion in the allowability of telework.

C","- The document does not mention coverage of costs associated with telework, such as IT setup or meal allowance.

P","- The document does not mention provisions for the right to disconnect or the privacy of the worker.

Note: The document does not mention the telework policy for teletravail exceptionnel and teletravail dérogatoire.",T09222031569-44471398600065
294,"- All employees, except for interns and apprentices, are eligible for telework.
   - Eligible positions must be able to be performed remotely, not require constant physical presence, not require on-site resources, and not require access to confidential data.
   - Eligible employees must have a CDI, have passed their probationary period, have at least 9 months of tenure, and have sufficient autonomy to work independently.
   - Employees must have a dedicated workspace, a stable internet connection, and an up-to-date electrical installation.

2. F","- Telework is limited to 5 days per month, with a maximum of 2 days per week.
   - Days are chosen by mutual agreement between the employee and their manager.
   - Days cannot be carried over or accumulated from one month to the next.

3. A","- Telework is based on double voluntary participation from both the employee and their manager.
   - Employees must submit a written and motivated request to their manager, who must respond within a month.
   - Avenant to the employment contract is signed to formalize the telework agreement.

4. C","- The company does not cover personal expenses such as electricity, water, or heating.
   - The company provides an ordinateur portable, an additional portable screen, and a headset for telework.

5. P","- The document does not mention provisions for the right to disconnect or privacy.

Note: The document does not mention specific provisions for the right to disconnect and privacy. It is essential to address these concerns to ensure a healthy work-life balance and protect employee privacy.",T03920001165-77839677000050
295,"Eligible employees for telework are those with a CDI (permanent contract) at full-time or part-time (80% minimum), with at least 6 months tenure on the post, completed probation period, and not occupying a post requiring on-site presence or specific equipment. The employee should have sufficient autonomy and be able to perform their duties remotely. The document does not mention eligibility for intérimaires, stagiaires, apprentis, or alternants.
- *","The document does not provide specifics on the frequency of telework.
- *","Telework arrangements are established through mutual agreement between the employee and their manager. The employee should have a dedicated and suitable workspace at home with high-speed internet, appropriate lighting, and a compliant electrical installation.
- *","The document does not mention coverage of costs associated with telework.
- *","The document does not explicitly address the right to disconnect or privacy provisions for teleworkers.

Confidence: 85%",T05722005768-42952620500027
296,"- Full-time or part-time employees with a minimum of 80% of a full-time contract (Article 1.1)
- CDI or CDD with at least 3 months of tenure (Article 1.1)
- Autonomous work and compatibility with telework (Article 1.1)
- Eligible departments and job functions (Article 1.2)
- Adequate workspace and internet connection at home (Article 1.3)
- Ability to manage time and work independently (Article 1.4)

F","- A maximum of 2 days per week for full-time employees (Article 5)
- 1 day per week for part-time or apprenticeship contracts (Article 5)
- Minimum of 3 days per week on-site presence (Article 5)

A","- Voluntary agreement between employee and employer (Article 2)
- Formalized by an avenue to the contract of work (Article 3)
- 3-month adaptation period (Article 4.1)

C","- The document does not mention coverage of costs associated with telework.

P",- The document does not mention provisions for the right to disconnect and the privacy of the worker.,T07522038246-38035659200028
297,"- The telework policy applies to all employees with a permanent contract, fixed-term contract, apprenticeship, or professional training contract, and to interns.
- The employee's job must be eligible for telework, as determined by the Association.
- The employee must have a stable and secure internet connection at their home.
- The employee must have a dedicated workspace at home that meets hygiene and safety standards.

*","- Telework is allowed up to two days per week, depending on the employee's role and the needs of the Association.
- The employee must be present in the office for a minimum of three days per week.

*","- The employee must submit a request to their manager to initiate the telework arrangement.
- The manager has discretion to approve or deny the request, taking into account the needs of the Association and the employee's role.
- The Association will provide the necessary equipment and software for telework, but the employee is responsible for any additional c",".

**Costs**
- The Association will cover the costs of IT setup and maintenance, as well as meal allowances for telework days.
- The Association will not cover any additional costs incurred by the employee for telework, such as increased electricity or internet bills.

*","- The Association will respect the employee's right to disconnect and will not require them to respond to work-related messages outside of their designated work hours.
- The Association will not monitor the employee's personal activities during telework hours, but expects the employee to maintain professionalism and confidentiality.

Note: The document does not mention specific provisions for privacy beyond the right to disconnect.",T01722003384-78134041900139
298,"- Full-time employees with a minimum of 12 months of tenure and 6 months in their current position are eligible.
- Excluded are those with less than 60% work time, those requiring physical presence, or those handling confidential data.
- Employees must have a private workspace, internet access, and autonomy in their work.
- The document does not mention specific roles or job characteristics.

2. F","- A maximum of 2 telework days per week is allowed.
- The document does not mention minimum requirements for office presence.

3. A","- Telework arrangements are established through a written request to the manager, with a response required within 15 days.
- The manager assesses compatibility with the job and team.
- The document does not mention manager discretion.

4. C","- The company provides an IT setup, but the document does not mention meal allowance or other costs.

5. P","- The document does not explicitly address the right to disconnect or privacy.
- The document does not mention specific provisions for privacy.

Note: The document does not mention specific details on the process of establishing telework arrangements or the coverage of costs. It also lacks explicit provisions for the right to disconnect and privacy.",T09221027609-45098067700048
299,"Eligible workers are those with a CDI or 90% CDI contract, with at least one year of tenure in their post. The post must allow for autonomy and have clearly identifiable and measurable tasks. The employee's home must have adequate space and internet connection.

2. *","Telework is allowed one day per week for regular telework and 26 days per year for occasional telework.

3. *","Telework arrangements are established through a written request to the manager and HR. The manager and HR will discuss the modalities and obligations. The manager can refuse if the conditions are not met or if the service's needs require the employee's presence.

4. *","The document does not mention cost coverage for telework.

5. *","The right to disconnect is recognized, and the employee must be reachable during specific hours. The employee's home is considered a private space, and the employer must respect this privacy.

Note: The document does not mention the right to disconnect or privacy in the context of telework specifically. However, these principles are generally recognized in French labor law.",T09420005149-75206494900015
300,"Workers eligible for telework include those with autonomous functions that can be performed at a distance, working full-time or part-time with at least 40% of a full-time contract, having at least 3 months of tenure, and having a suitable workspace at home. The document does not mention specific roles or departments.
- *","Telework is occasional and must be pre-approved. The document does not specify the number of days per week or minimum requirements for office presence.
- *","Telework arrangements are established through a formal request by the employee and approval by the manager. The document does not mention specific procedures or requirements for permission.
- *","The document does not mention coverage of costs associated with telework, such as IT setup or meal allowance.
- *","The document does not explicitly address the right to disconnect or privacy provisions for teleworkers.

Note: The document does not explicitly address all categories, and some sections are left blank or contain limited information. Always refer to the original document for the most accurate and up-to-date information.",T02122004512-48981110900243
301,"All employees with a teleworkable role, excluding those requiring permanent physical presence or management positions, are eligible for telework. The employee must have autonomy, at least 6 months tenure in the role, work full-time or part-time (at least 80% of full-time), have 12 months tenure in the company, and have a home suitable for telework. (Article 1)
- *","Telework is allowed during periods of confinement in case of pandemics. The number of teleworkers in an unit is limited to 50% of the effectif. (Article 1)
- *","Telework arrangements are established through an information process, with the possibility of applying the double volontariat rule. The employer can require in-person work if it is incompatible with the service's interest. (Article 1, 2)
- *","The company provides necessary IT equipment and covers maintenance, repair, and replacement costs. (Article 4)
- *","The right to disconnect applies outside of agreed work hours. The document does not explicitly mention privacy provisions. (Article 2)

The document does not mention specific provisions for the right to disconnect and privacy of the worker.",T04422013052-33190156100042
302,"- Eligible workers are those with at least 6 months of tenure and a permanent contract (Article 1.1).
- Excluded are interns, apprentices, and employees on fixed-term contracts (Article 1.1).
- Telework is not a right but a possibility based on the nature of the job and the employee's performance (Article 1.2).

F","- Telework is flexible and not subject to quotas or specific days (Article 2.2.1).
- New hires must attend physical meetings during their first 6 months (Article 2.2.2).
- Employees living outside their region of rattachement must follow specific rules (Article 2.2.3).

A","- Telework is based on mutual agreement and can be reversed (Article 3.1).
- The employee must inform their manager and HR of their telework days (Article 3.1).
- The document does not mention the process for establishing telework arrangements.

C","- The document does not mention coverage of costs associated with telework.

P","- The document does not mention provisions for the right to disconnect or the privacy of the worker.

Note: The document does not mention Article numbers for some sections.",T09222036230-37755024900041
303,"Eligible workers for telework include those with a stable employment contract, who have been with the company for at least six months, and have a suitable workspace at home. Excluded are employees on fixed-term contracts, apprentices, and those with a probationary period (Article 2).

2. *","Telework is allowed for up to two days per week, with a maximum of six days per month. The employee must spend at least three days per week at the office (Article 2).

3. *","Telework arrangements are established through a mutual agreement between the employee and their manager. The employee must submit a written request, and the manager has the final say in approving or denying the request (Article 3).

4. *","The company covers the costs of IT setup and maintenance, as well as the cost of a home office chair and desk. Employees are responsible for their own internet and electricity costs (Article 10).

5. *","The company respects the right to disconnect and encourages employees to maintain a healthy work-life balance. Teleworkers are expected to be reachable during their regular office hours and to take regular breaks (Article 9).

Note: The document does not explicitly mention the privacy of the worker in terms of data protection or confidentiality.",T07818000790-64202039000109
304,"The telework policy applies to all employees of the company. However, certain conditions must be met, such as the ability to work autonomously and the compatibility of tasks with telework. Incompatible roles include those requiring physical presence, such as production, logistics, or maintenance. The policy excludes apprentices, professional contract holders, and interns.
2. F","Telework is allowed up to 2 days per week, with a maximum of 50 days per year. Days are not divisible and must be taken as full days.
3. A","Telework arrangements are established through a formal request process. The employee must submit a written request to their supervisor and the Human Resources department. The employer has one month to respond, and the employee has one month to respond to the employer's decision.
4. C","The company provides an indemnity of 1.20 € per day of telework to cover additional expenses. This amount will be reviewed during annual negotiations.
5. P","The policy includes provisions for the right to disconnect and the protection of personal data. The company will not impose surveillance measures without informing the employee and will respect the employee's privacy during telework.

The document does not mention specific provisions for the right to disconnect or the privacy of the worker.",T02822003024-32733610300061
305,"All employees, regardless of contract type or duration, are eligible for telework, except for those with itinerant jobs. The document does not mention any specific criteria for eligibility.

- *","Telework is allowed for at least 2 days per week, with a minimum of 2 days per week required on site.

- *","Telework arrangements are established through a formal process involving a request, an attestation of conformity for the home office, and an attestation of insurance coverage.

- *","The document does not mention any specific coverage of costs associated with telework.

- *","The document does not mention provisions for the right to disconnect or privacy of the worker.

Note: The document does not mention specific details about the right to disconnect, privacy, or coverage of costs associated with telework.",T04522004235-79512003900107
306,"Employees with a CDI, at least one year of tenure, and six months of effective presence in the function are eligible. They must work full-time or part-time at 80% minimum, have demonstrated autonomy and mastery of their role, and have an activity that can be partially and regularly performed at a distance. They must have an appropriate workspace at home and access to high-speed internet. Excluded are those in apprenticeships, contrats de professionnalisation, and stages, as well as those with functions that cannot be exercised at a distance.
- F","The telework arrangement is occasional, based on specific situations that prevent the employee from coming to the office.
- A","Employees must submit a request to the Direction des Ressources Humaines, who will review the request and arrange an interview with the employee and their manager.
- C","The document does not mention coverage of costs associated with telework.
- P",The document does not mention provisions for the right to disconnect and the privacy of the worker.,T07519017816-77567855000143
307,"The telework policy applies to salaried employees whose functions do not require physical presence at their usual workplace. This includes those with sufficient autonomy to manage their tasks and those with medical restrictions. The policy excludes situations where telework goes against the continuity of service or the completion of the employee's mission.
- *","The policy does not provide specifics on the frequency of telework.
- *","Telework arrangements are established through a written proposal from the employer or a request from the employee. The employee has one month to accept or refuse the proposal. The policy does not specify if manager discretion is involved.
- *","The policy does not mention coverage of costs associated with telework.
- *","The policy does not explicitly address the right to disconnect or privacy of the worker.

Note: The document does not mention specifics on the frequency and coverage of costs associated with telework. It also lacks explicit provisions for the right to disconnect and privacy of the worker.",T09219015087-45222628500214
308,"The telework policy applies to full-time or part-time employees working at least 80% of a full-time position, with sufficient autonomy and no need for daily face-to-face management. The policy excludes alternants, interns, and temporary workers. Eligibility is not automatic and depends on the employee's role and the team's configuration. The decision is made by the manager based on the employee's skills and ability to work independently (Article 2a).
- *","Telework is allowed for at least 1 day per month and up to 1 day per week. Days are chosen by the employee and manager, and can be fixed or flexible. Days cannot be split into half-days (Article 2c).
- *","Employees must submit a written request to their manager and the HR department. The manager has 15 days to respond, and if approved, the number of telework days is specified. Reasons for refusal must be communicated in writing (Article 2b).
- *","The company does not cover costs related to telework, such as internet, electricity, or heating. Employees must have an appropriate workspace at home and an attestation of compliance with safety standards (Article 5e).
- *","The policy does not explicitly address the right to disconnect or privacy. However, it encourages employees to respect the company's internal rules and to avoid sending emails between 8 pm and 8 am, as well as on weekends and holidays (Article 5d).

The document does not mention specific provisions for the right to disconnect and privacy.",T09219013473-40197247600063
309,"- Eligible workers are those with at least six months of presence in the company, not including apprentices or professional contract holders.
- The employee's role must be compatible with telework, and they must have the necessary autonomy and a good understanding of the company and their post.
- The employee's home must have suitable conditions for telework, including a dedicated workspace and high-speed internet.

*","- Eligible employees can telework for up to 40 half-days or 20 full days per year.
- Additional days may be granted on a case-by-case basis, depending on the nature of the work and the team's needs.
- Telework is not recommended on Wednesdays and should not be used during incomplete workweeks or in conjunction with other absences.

*","- Employees must submit a written request to their manager and, if applicable, their project manager.
- The manager will assess the employee's eligibility and respond within 15 days.
- Demand for telework must be made at least 24 hours in advance using the intranet's time management tool.

*","- The company covers the cost of IT setup and maintenance, as well as meal allowances for telework days.
- Employees are responsible for their home internet and electricity costs.

*","- The right to disconnect is respected, and employees are not expected to be available outside of their regular working hours.
- Confidentiality and data protection are essential, and employees must comply with the company's rules and regulations regarding information security.

The document does not mention specific provisions for the right to disconnect and privacy beyond the general principles outlined above.",T09219009557-37816847000136
310,"- Eligible workers are sédentary employees with at least 3 months of tenure and who can work autonomously and responsibly, have sufficient informatics skills, and can communicate effectively with their manager and colleagues.
- Excluded are those with posts that cannot be performed remotely, those requiring physical presence, and those requiring specific software or equipment.
- The document does not mention specifics about the right to disconnect and p","- Telework is allowed 2 days per week for regular teleworkers and up to 20 days per year for occasional teleworkers.
- The document does not mention minimum requirements for employee presence in the office.

A","- Telework arrangements are established through a process involving a request from the employee, an entretien with the manager, and a 2-month adaptation period.
- The document does not mention the manager's discretion over the allowability of telework.

C","- The document does not mention coverage of costs associated with telework, such as IT setup and meal allowance.

P",".

Frequency:
- Telework is allowed 2 days per week for regular teleworkers and up to 20 days per year for occasional teleworkers.
- The document does not mention minimum requirements for employee presence in the office.

Arrangements:
- Telework arrangements are established through a process involving a request from the employee, an entretien with the manager, and a 2-month adaptation period.
- The document does not mention the manager's discretion over the allowability of telework.

Costs:
- The document does not mention coverage of costs associated with telework, such as IT setup and meal allowance.

Privacy:
- The document does not mention provisions for the right to disconnect and the privacy of the worker.",T03221000887-43396818700016
311,"- Eligible workers are those with a full-time or part-time (80% minimum) contract, excluding trainees, apprentices, interns, and CDD employees.
- The employee must have completed their probationary period and meet specific job requirements.
- The employee must have an autonomous role and follow company procedures and the employee handbook.
- The document does not mention specific tenure or job characteristics.

*","- Telework is allowed up to 40% of the weekly work hours, with a maximum of two days per week for full-time employees and one day per week for part-time employees (80%).
- Days cannot be accumulated or transferred to another week.
- The weekly schedule is determined by the manager and can be modified with a two-week notice.

*","- Telework arrangements are established through a written request to the supervisor and an interview to discuss the feasibility.
- The employer can also propose telework to employees, who can refuse.
- A two-week notice is required to end the telework arrangement.
- In case of necessity, the employer can suspend the telework arrangement.

*","- The company contributes to the purchase of a second computer screen for support informatique positions.
- Titres Restaurants are provided under the same conditions as for on-site employees.

*","- The document does not explicitly address the right to disconnect or privacy concerns.
- The employee must be reachable during their regular working hours and report their activities daily.
- The employee must comply with the company's IT charter and maintain the confidentiality of company data.",T01318001584-38967116500022
312,"All employees are eligible for telework, except those in exclusive reception roles, on CDD or alternance contracts, with less than 1 year of tenure, or not autonomous in their role. Exclusions also apply to the service administratif et financier, service informatique, and responsables d'agence (Article 3).
- *","Telework is allowed 1 day per week, except for service administratif et financier, service informatique, and responsables d'agence, who can telework up to 10 days per year (Article 9).
- *","Telework arrangements are established through an annual avenant to the contract of work. The employee must sign an agreement and follow the company's rules (Article 4).
- *","The company does not cover any costs associated with telework (Article 12).
- *","The right to disconnect and privacy of the worker is recognized, and employees must follow the company's charter informatique (Article 13 and 14).

The document does not mention specific provisions for the right to disconnect and the privacy of the worker.",T04621000733-77704536000016
313,"* Eligible workers are those with a CDI, full-time or part-time, with at least 12 months of tenure and a compatible job role.
* Part-time workers with a taux of less than 80% and those with less than 12 months of tenure may be eligible on a case-by-case basis.
* The document does not mention eligibility for other contract types (CDD, alternants, or interns).

*","* Eligible workers can telework 1-3 days per week for full-time workers and 1-2 days per week for part-time workers.
* A minimum of 2 days of presence on-site per week is required for full-time workers.
* The document does not mention specifics for part-time workers.

*","* Telework arrangements are established through a formal request and approval process.
* The manager has discretion over the allowability of telework.

*","* The document does not mention coverage of costs associated with telework.

*","* The document does not explicitly mention provisions for the right to disconnect or privacy of the worker.

Note: The document does not mention telework eligibility for workers with less than 12 months of tenure or for contract types other than CDI. Additionally, the document does not explicitly address the right to disconnect or privacy provisions for teleworkers.",T01321011120-42117403800032
314,"- Full-time and part-time employees with a minimum of 24 months of seniority on their post are eligible for telework (Article 2.2.1).
- Employees must have completed their initial training for their post and demonstrate good organization and autonomy (Article 2.2.2).
- The employee's post must meet specific criteria, such as being partially or fully dematerialized and not requiring continuous physical presence (Article 2.2.3).

2. F","- Telework is allowed for a minimum of two days per week, with exceptions for handicapped or medically recommended cases (Article 3.1).
- The document does not mention specific numbers of days per week permitted or minimum requirements for the employee’s presence in the office.

3. A","- Telework arrangements are established through a formal request and agreement between the employee and the employer (Article 2.2.1).
- The manager has discretion over the allowability of telework (Article 2.2.1).

4. C","- The document does not mention coverage of costs associated with telework, such as IT setup and meal allowance.

5. P","- The document does not mention provisions for the right to disconnect and the privacy of the worker.

Note: The document does not mention specific details regarding the right to disconnect and privacy of the worker. Additionally, the document does not explicitly mention the 300-token limit.",T02120002753-42416376400220
315,"- Eligible workers: All employees who meet the following criteria can apply for telework: have a stable internet connection at home, have a dedicated workspace, have been with the company for at least 3 months, have a satisfactory performance evaluation, and have a manager's approval (Article 11).

*","- Telework is allowed up to 2 days per week, based on mutual agreement between the manager and the employee (Article 5).

*","- Employees must submit a request for telework, which will be reviewed by the manager within 30 days. If approved, an avenant to the contract will be signed (Article 12).

*","- The company provides the necessary equipment for telework, but does not cover additional costs such as internet, electricity, or furniture (Article 7).

*","- The right to disconnect is respected, with specific plage de joignabilité during which employees are required to be reachable (Article 9).
- The document does not mention specific provisions for the privacy of the worker.",T09221026896-99753681801953
316,"- Employees with a post compatible with telework, i.e., a role that can be performed outside the company's premises without disrupting the team's workflow.
- Employees with a domicile located more than 50 km or 45 minutes away from the company's headquarters.
- Employees with at least 12 months of tenure in the company.
- Employees under a permanent or fixed-term contract of at least 12 months.
- Employees working at least 80% of a full-time position.
- Employees with a suitable home office setup, including a closed workspace and a conforming electrical installation.

2. F","- Telework is allowed for up to two days per week, with the possibility of a lower limit set by the manager based on specific job requirements.

3. A","- Telework arrangements are established through a voluntary agreement between the employee and the company.
- The manager has discretion over the allowability of telework.

4. C","- The document does not mention any coverage of costs associated with telework.

5. P","- The document does not mention provisions for the right to disconnect or the privacy of the worker.

Note: The document does not explicitly mention the right to disconnect or privacy provisions for teleworkers. Additionally, the document does not address cost coverage for telework arrangements.",T08519002449-40812755300019
317,"- Article 2: Employees with at least 6 months of seniority in their current position, not in a probationary period, and able to work autonomously can be eligible for telework.
- Article 22: The document does not mention specific criteria for ineligible positions, but it mentions that certain roles like personnel d'immeubles, ouvrier, and assistant d'accueil are not eligible.

F","- Article 11: Regular telework is limited to 1 day per week for full-time employees, 3 days per month for employees working at least 80% of full-time hours, and 2 days per month for employees working less than 80% of full-time hours.

A","- Article 6: Employees must submit a written request for telework, and an agreement is established after an 8-day response period and a one-month adaptation period.
- Article 8: The document does not mention the process for establishing telework arrangements.

C","- Article 5: The employer provides and maintains the necessary equipment for telework, including an office computer, professional telephone, and internet connection.
- Article 21: The document does not mention coverage of costs associated with telework.

P","- Article 13: The document does not mention provisions for the right to disconnect or the privacy of the worker.
- Article 21: The document does not mention the protection of data or health and safety in the context of telework.

Note: The document does not mention the possibility of telework exceptionnel à l'initiative de l'employeur.",T04220003984-56450137700019
318,"All employees with a permanent contract, at least one year of seniority, working full-time or part-time (at least 80%), not requiring physical presence, with an autonomous role, and a portable computer are eligible for telework (Article 1, Chapter 3).
- *","Minimum of two days per month, up to one day per week, with days determined by mutual agreement between the employee and manager (Article 2, Chapter 3).
- *","Employees submit a written request to their manager or HR, which is reviewed by the establishment's director. Accepted requests result in an amendment to the contract (Article 3, Chapter 3).
- *","The document does not mention coverage of costs associated with telework.
- *","The right to disconnect is recognized, and the document emphasizes the importance of work-life balance (Article 4, Chapter 1).

Confidence: 90%",T01021001489-42134336900011
319,"- Eligible workers are those with 12 months of tenure in their role, demonstrating mastery and autonomy in their position, performing tasks that are at least partially digitized, working full-time or part-time at 80% or more of full-time hours, and part of a team/service/department that can accommodate teleworkers. Exclusions include apprentices, interns, and those with functions requiring physical presence, frequent absences, or handling confidential data. (Article 3.1)

F","- Telework is allowed for one fixed day per week, excluding Wednesdays, or 40 days per year on a flexible, as-needed basis, with a minimum of four days on-site. (Article 2)

A","- Telework arrangements are established through a written request to the manager and Direction des Ressources Humaines, with a one-month response time. The manager assesses the feasibility of remote work and notifies the candidate of the decision. (Article 4.1)

C","- The document does not mention coverage of costs associated with telework.

P","- The document does not mention provisions for the right to disconnect or the privacy of the worker.

Note: The document does not explicitly address all categories, and some topics are not mentioned.",T59L20008047-45750726700013
