,Eligibility,Frequency,Arrangements,Costs,Privacy,doc
99,"- Employees with at least 3 months of tenure in their current position
   - Full-time or part-time (80%) employees with a permanent contract
   - Excludes apprentices and professional training contracts
   - Jobs that can be performed remotely without disrupting the service
   - Document does not mention handicap or specific job roles

2. F","- Regular telework: one day per week
   - Occasional telework: up to 5 days per year, non-cumulative
   - Document does not mention specific days or pledges for in-office presence

3. A","- Voluntary participation from both employer and employee
   - Manager and HR approval required for regular telework
   - Document does not mention specific procedures for establishing arrangements

4. C","- Standard equipment provided by the company
   - Document does not mention cost coverage for IT setup or meal allowance

5. P",- Document does not explicitly mention the right to disconnect or privacy provisions,T07821008086-38803452200085
100,"Eligible workers include those from Orano Cycle, Orano Support, and Orano Mining, with their effective workplace at the Châtillon site. Additionally, employees from Orano, Orano Med, and Orano Mining's Siège de la société are also eligible. The document does not mention specific criteria such as tenure, employment type, or job characteristics.

- *","Eligible employees can benefit from 90 days of telework per year, with a minimum of 2 days of presence on-site per week. Days are usable from January 1 to December 31 and cannot be carried over or saved.

- *","Telework arrangements are established through the Saphir tool, with the employee submitting a request to their manager. The manager has one week to respond and can refuse the request with justification.

- *","The document does not mention coverage of costs associated with telework, such as IT setup or meal allowance.

- *","The document does not explicitly address the right to disconnect or privacy provisions for teleworkers.

Confidence: 85%",T09221023038-33095687100066
101,"- Eligible workers are those with at least 6 months of seniority or a completed probationary period.
- Apprentices, interns, and employees on professional contracts are not eligible.
- The employee's role must allow for autonomy and not disrupt the team's functioning.
- The document does not mention specific criteria for telework eligibility.

*","- Telework is allowed for 2 days per week, non-cumulative and non-reportable.
- Additional telework days may be granted based on the employee's needs and the manager's approval.
- The document does not mention specific frequency criteria.

*","- Telework arrangements are established through a formal agreement between the employee and the employer.
- The employee must submit a request to their manager and the HR department.
- The manager and HR department will review the request and provide a response within 15 days.
- The document does not mention specific arrangement criteria.

*","- The employer covers the costs of telework setup, including IT equipment and software.
- The document does not mention specific cost coverage criteria.

*","- The right to disconnect is recognized and respected.
- The document does not mention specific privacy provisions.

The document does not mention specific criteria for some topics, and the employer should provide more information to ensure a complete understanding of the telework policy.",T07520027094-77567187800707
102,"Telework is open to all indefinite-term contract employees who have been with the company for at least 12 months, work at least 50% time, and are in an eligible job category such as management, PMSI, facturation, comptabilité, secrétariat, HR bureau, or informatics (Article 1, 2).
- *","Two days of telework per year are allowed (Article 8).
- *","Telework is based on voluntary participation. Employees must submit a written request to their supervisor, who has one month to accept or reject it. An addendum to the contract is then signed (Article 3).
- *","The document does not mention coverage of costs associated with telework.
- *","The right to disconnect is recognized, with daily and annual evaluations of workload. The document does not explicitly mention privacy provisions (Article 6, 7).",T03119003815-55080119500011
103,"- Eligible workers are those who are not in a trial period and can fulfill the conditions for telework, such as having a dedicated workspace at home and a stable internet connection.
- Excluded workers are those whose tasks require physical presence, specific tools, or direct interaction with clients or colleagues.
- Part-time employees are eligible for telework, but must spend at least three days per week in the office.
- Employees with disabilities can benefit from adapted measures to facilitate telework.

F","- Telework is allowed for a maximum of two days per week, with a minimum of three days of in-office presence required.
- Days and hours of telework are flexible and can be adjusted based on the employee's needs and the company's requirements.

A","- Telework arrangements are established through a formal request process, requiring the employee to submit a written request to the HR department.
- The HR department and the employee's manager will evaluate the request and provide a response within two weeks.
- A trial period of three months is granted to both parties to assess the feasibility of telework.

C","- The company covers the costs of telework, including the provision of necessary equipment and software.
- Employees are responsible for maintaining their home internet connection and electricity costs.

P","- The company respects the right to disconnect and encourages employees to maintain a healthy work-life balance.
- Employees are expected to be available during their regular working hours and to respond to work-related communications within a reasonable timeframe.
- Sorties during telework hours are allowed for specific reasons, such as medical appointments or family emergencies, and must be communicated to the manager.

Note: The document does not explicitly mention the coverage of meal allowances or the provision of privacy-related guidelines.",T03921001660-64615036700019
104,"Eligible workers are those in CDI or CDD contracts with at least six months of tenure and successful integration. The telework arrangement is based on mutual trust and the employee's ability to work autonomously, manage their workload, and contribute to the team's cohesion. The document does not mention any specific exclusions based on job characteristics or employment type.
- *","Eligible employees can telework up to two days per week, with one fixed day and one flexible day. The fixed day is for stability, while the flexible day can be declared weekly. The document does not specify minimum requirements for office presence.
- *","Telework arrangements are established through a formal request process, with the employee attesting to having informed their insurer and having an appropriate workspace. The manager is responsible for reviewing the request and considering the team's needs and the employee's role.
- *","The document mentions an indemnity of 10 euros per teleworked day, capped at 240 euros. This is provided to help cover additional costs associated with telework. The document does not mention any other cost coverage, such as IT setup or meal allowance.
- *","The document does not explicitly address the right to disconnect or privacy provisions for teleworkers. It emphasizes the importance of managing workload and time, but does not provide specific guidelines for disconnecting or maintaining privacy.

In summary, the UBAF telework policy allows eligible employees to telework up to two days per week, with one fixed and one flexible day. The policy is based on mutual trust and requires employees to have an appropriate workspace and inform their insurer. The document does not explicitly address privacy or the right to disconnect.",T09221029611-70202717800038
105,"**

- Telework is available to eligible employees who can perform their duties autonomously and outside the company's premises, belong to a service that can accommodate telework, have compatible functions, can work in a suitable environment, and have adequate IT skills.
- Excluded from telework are employees whose presence is required at the company, have specific technical and material constraints, or regularly work outside the company.
- Apprentices, interns, and workers on professional training contracts are not eligible for telework.
- The company may limit the number of teleworkers to 5% of the total number of employees at a given site.

*","**

- Telework is typically performed 1-2 days per week, depending on the employee's role and the company's needs.
- The company may temporarily increase telework days during pollution episodes or other exceptional circumstances.

*","**

- Telework arrangements are established through a mutual agreement between the employee and the company.
- The employee must submit a written request for telework, and the company will respond within one month.
- The company may deny telework requests based on the company's needs and the employee's eligibility.

*","**

- The company covers the costs of IT setup and provides a meal allowance for teleworkers.
- The company may reimburse additional costs related to telework, such as increased electricity bills.

*","**

- The company and employee will agree on specific hours for telework, and the employee will have the right to disconnect outside of these hours.
- The company will not disclose the employee's personal contact information for telework purposes.
- The company will not require teleworkers to use their webcams during remote meetings.

The document does not mention specific details about the right to disconnect and privacy provisions for teleworkers.",T01319004442-49120030900111
106,"Employees eligible for telework in exceptional situations include those who can perform their duties remotely and have the necessary equipment. No specific criteria such as tenure or job characteristics are mentioned in the document.
2. *","Telework is allowed on a case-by-case basis during exceptional situations like pollution, intemperies, and strikes. It cannot exceed 2 days and will be deducted from the days set in the future Teletravail agreement.
3. *","Telework arrangements are established through manager authorization the day before or the day of the exceptional situation. The manager must ensure that the employee's tasks can be completed remotely.
4. *","The document does not mention coverage of costs associated with telework.
5. *","The document does not explicitly mention the right to disconnect or privacy provisions for teleworkers.

Confidence: 85%",T07519017035-42876188600590
107,,,,,,T07518004593-45079299900127
108,"The telework policy applies to salaried employees of Simafex SAS with a minimum of two years of tenure, in a permanent or fixed-term contract, working full-time or at least 80% of full-time, and holding an administrative position compatible with telework. The policy excludes apprentices, interns, and specific contract types.
2. F","Telework is allowed up to five days per month, divided into half or full days. Ponctual telework is limited to two days per month, with a possible extension to four days under certain conditions.
3. A","Employees must submit a written request to their manager and HR for telework approval. The manager and HR can accept or refuse the request, with a written response required in case of refusal.
4. C","Simafex SAS covers costs associated with telework, including IT setup and meal allowance. The document does not provide specific details on these costs.
5. P","The policy includes provisions for the right to disconnect and the privacy of the worker. However, the document does not provide specific details on these provisions.

Note: The document does not mention specific topics such as the process for establishing telework arrangements, coverage of costs associated with telework, or provisions for the right to disconnect and the privacy of the worker.",T01722004154-34241243400017
109,"- The telework policy applies to all employees of the company who have a CDI or CDD, work at least 80% of full-time, and have completed their probationary period.
- The policy excludes apprentices, professional contract holders, and trainees.
- The population of expatriates is not eligible for telework during the experimental phase.

*","- Telework is allowed for one or two fixed days per week, with a maximum of two days per week.
- Days of telework cannot be fractionated and must be consecutive.
- The days of telework cannot be reported from one week to another.

*","- Telework arrangements are established through a voluntary process between the employee, the manager, and the company.
- The employee must submit a request for telework, which is then reviewed by the manager and the company.
- The employee must have the necessary autonomy and skills to perform their duties remotely.

*","- The company does not cover any costs associated with telework, such as IT setup or meal allowance.
- The employee is responsible for providing a suitable workspace at their home.

*","- The policy does not explicitly mention the right to disconnect or privacy provisions for teleworkers.
- The policy encourages a balance between work and personal life, but it does not provide specific guidelines for teleworkers.

Note: The document does not mention specific provisions for the right to disconnect or privacy for teleworkers.",T07819002275-30258846200200
110,"**

- All employees of La Banque Postale and La Banque Postale Leasing & Factoring are eligible for telework.
- This includes full-time and part-time employees, those on forfait days reduced to at least 50%, and employees in apprenticeship or professional training contracts.
- Stagiaires can also be eligible under certain conditions.

*","**

- Regular telework is allowed up to two days per week for headquarter and support activities, one day per week for commercial activities, and 15 days per year for critical functions.
- Occasional telework is allowed up to 15 days per year.
- Days cannot be carried over to the next year.

*","**

- Telework arrangements are established through a formal request and manager approval process.
- The manager and employee discuss and agree on the terms of the telework agreement.
- The agreement is formalized in an avenant to the employee's contract.

*","**

- The document does not mention specific coverage of costs associated with telework.

*","**

- The document does not mention provisions for the right to disconnect or privacy of the worker.

Note: The document does not mention specific details on the right to disconnect or privacy of the worker. It is essential to ensure that these aspects are addressed in the company's telework policy to ensure a healthy work-life balance and protect employees' privacy.",T07521036186-42110064500967
111,"- Eligible workers are those with a CDI, CDD, or contrat d'alternance, working full or part-time (50% minimum), with at least 6 months of tenure, and an eligible post (Annex 3 of the document outlines eligible and ineligible posts).

F","- The frequency of telework allowed is 2 days per month for medical staff and 4 days per month for IPRP and service social, métiers supports, and coordinators.

A","- Telework arrangements are established through a voluntary agreement between the employee and the employer, with the manager having discretion over the allowability of telework.

C","- The document does not mention any coverage of costs associated with telework.

P","- The document does not mention provisions for the right to disconnect or the privacy of the worker.

Note: The document does not mention specific provisions for the coverage of costs associated with telework or the right to disconnect and privacy of the worker.",T09422009833-78568369900124
112,"GCC SAS employees with a time of work above 80% of the weekly or annual duration, who have completed their trial period and have a function that can be exercised remotely are eligible for telework (Article 2.1).
- *","Telework is allowed one day per week, on Tuesdays or Thursdays, depending on the needs of the service (Article 2.5.3).
- *","The employee must inform their manager in writing and an entretien must be held to discuss the compatibility of telework with the job and the service. A response is given within a month (Article 2.4).
- *","The company provides the necessary IT equipment and communication tools. The employee must ensure their home's electrical installations are up to standard and inform their insurer of their telework status (Article 3.1).
- *","The employee has the right to disconnect and the employer must respect the employee's privacy. No specific surveillance tools are used for telework (Article 2.5.7).

The document does not mention the right to disconnect or privacy provisions explicitly.",T07819002431-40779455100231
113,"The telework policy applies to all employees with at least six months of seniority and a permanent contract (Article 1.1). It excludes trainees, apprentices, and employees on fixed-term contracts (Article 1.2).
- *","Telework is allowed for a maximum of two days per week, with a minimum of one day in the office (Article 1.3).
- *","Telework arrangements are established through a formal agreement between the employee and the manager, following a request from the employee (Article 1.4).
- *","The company covers the costs of IT setup and maintenance, but employees are responsible for their own internet and electricity costs (Article 1.5).
- *","The company respects the right to disconnect and encourages employees to avoid working during their rest periods (Article 1.6). The company also provides guidelines for maintaining privacy during telework (Article 1.7).

Note: The document does not explicitly mention the right to disconnect or privacy provisions beyond IT setup and electricity costs.",T03321007609-39873148900033
114,"- Eligible workers are those in CDI or CDD contracts with at least 12 months of tenure in their role, demonstrating autonomy and mastery of their duties.
- The employee's role must be partially or fully compatible with telework, and they must work at least 70% of a full-time position.
- The employee must be part of a team or department that can accommodate teleworkers.
- A high-speed internet connection is required at the employee's residence.

2. F","- Telework is allowed for one fixed day per week or one fixed day every two weeks, depending on the employee's role.
- Cadres with managerial and expertise roles can choose between one modulable day per week, one modulable day every two weeks, or one modulable day per month.

3. A","- Employees must submit a written request for telework to their manager and HR department.
- The manager and HR department will assess the feasibility and compatibility of the employee's role with telework.
- A three-month adaptation period is provided for both the employee and the employer to assess the suitability of telework.

4. C","- The document does not mention any specific coverage of costs associated with telework.

5. P","- The document does not mention provisions for the right to disconnect or the privacy of the worker.

Note: The document does not explicitly address the right to disconnect or privacy provisions for teleworkers. It is essential to consider these aspects in telework policies to ensure a healthy work-life balance and protect employee privacy.",T59L21012482-77562405900645
115,"Eligible workers are those in CDI contracts with at least 12 months of tenure, working full-time. Activities must be suitable for remote work, excluding roles requiring physical presence, handling confidential data, or specific software/hardware. Alternants are not eligible (Article 1).
- *","Telework is allowed 1 day per week, either Tuesday or Thursday (Article 7).
- *","Telework arrangements are established based on the employee's written request and manager's approval within 2 weeks. A 3-month adaptation period is provided for both parties to assess compatibility (Article 2).
- *","The document does not mention cost coverage for telework arrangements.
- *","The right to disconnect is recognized, with teleworkers required to be reachable during regular working hours and available for meetings. The document does not explicitly address privacy provisions (Article 8).

The document does not mention specific privacy provisions or cost coverage for telework arrangements.",T08422003352-34515469400201
116,"- Eligible workers are those with activities that can be performed autonomously, not requiring permanent interaction or tools, and with digital tools enabling remote work (Article 1).
- Posts or activities requiring physical presence, daily interaction, or specific equipment are ineligible (Article 1).
- Employees must have high-speed internet and suitable home conditions (Article 1).

*","- Telework is allowed up to 2 days per week, with a minimum of 3 days on-site (Article 2).
- Weekly or monthly a","are possible, with full days as units (Article 6.2).

**Arrangements**
- Telework is established by agreement between the employee, manager, and HR (Article 2).
- A 2-month adaptation period is provided for evaluation (Article 4).

*","- Employer does not cover telework-related costs (Article 3).
- Employees must have high-speed internet and suitable home conditions (Article 1).

*","- The document does not mention provisions for the right to disconnect or privacy (Article 5).
- The document does not explicitly address privacy (Article 6.4).
- The document does not mention privacy (Article 6.7).
- The document does not mention privacy (Article 8.3).
- The document does not mention privacy (Article 9).
- The document does not mention privacy (Article 10.2).
- The document does not mention privacy (Article 10.3).
- The document does not mention privacy (Article 10.4).
- The document does not mention privacy (Article 10.5).

Note: The document does not explicitly address privacy or the right to disconnect in any of the sections.",T01321011229-52197449300020
117,"The telework policy applies to salaried employees who occupy a support role that doesn't require physical interaction with clients or handling of confidential paper documents. Employees must have a suitable workspace at home, a high-speed internet connection, and comply with safety regulations. The document does not mention tenure or employment type as criteria.

2. F","Telework is allowed up to a maximum of one day per week, with the possibility of positioning it on the shortest day. The day is fixed in consultation with the manager and must respect the same working hours as in the office.

3. A","Employees must submit a written request to their manager, who will then provide an opinion based on eligibility criteria and service needs. The manager's decision is guided by an outlining document.

4. C","The company provides a PC, mobile phone, and other necessary equipment. Teleworkers receive a monthly indemnity of 120 euros gross for 12 months to cover additional expenses. The document does not mention IT setup costs or meal allowances.

5. P","The document does not explicitly address the right to disconnect or privacy provisions for teleworkers. However, it does emphasize the importance of maintaining confidentiality and data protection.

The document does not mention specific topics such as the process for changing domicile, the impact on carriers and forfait jours, or the management of teleworkers' time.",T03318000793-35382102800019
118,"- Eligible workers are those who have at least 6 months of seniority and are not on a trial period (Article 3.1).
- Employees with a disability or those who have a child with a disability are also eligible (Article 3.2).
- Employees with reduced mobility or those living in remote areas can also be eligible (Article 3.3).
- The document does not mention any other specific criteria for eligibility.

F","- Telework is allowed for a maximum of 3 days per week (Article 6.1).
- The minimum requirement for the employee's presence in the office is 2 days per week (Article 6.2).
- The document does not mention any specific rules regarding the frequency of telework a",".

Arrangements:
- Telework arrangements are established through a formal request process (Article 7.1).
- The manager has discretion over the allowability of telework (Article 7.2).
- The document does not mention any specific rules regarding the process of telework arrangements.

C","- The document does not mention any specific provisions for the coverage of costs associated with telework.

P","- The document does not mention any specific provisions for the right to disconnect or the privacy of the worker.

The document does not mention specific rules regarding the coverage of costs associated with telework or the right to disconnect and the privacy of the worker. It is recommended to consult the relevant legal and regulatory framework for more information on these topics.",T03322011383-13000786700018
119,"- Employees with a CDI or CDD contract, with at least 12 months of tenure, working at least 75% of full-time hours, and having an autonomous role compatible with telework are eligible.
   - Apprentices, interns, and employees on alternating contracts are not eligible.
   - The employee's role must not require physical presence or direct supervision.
   - The employee must have a dedicated workspace and internet access.
   - The employee must be free of childcare obligations during telework hours.

2. F","- Telework is limited to 1 day per week.
   - The employee and manager decide the days and duration of telework.
   - The employee must work at least 7 hours per day during telework.

3. A","- Telework arrangements are established through a formal request and response process.
   - The employee must submit a written and motivated request to the management.
   - The management has 1 month to respond, and the decision is final.

4. C","- The document does not mention specific coverage for telework costs.

5. P","- The document does not mention provisions for the right to disconnect or privacy.

Note: The document does not explicitly address all categories, and some topics are not mentioned.",T59L19006997-78362626000013
120,"- Eligible workers are those with a permanent, temporary, or interim contract, working full-time or at least 90% for regular telework and 80% for occasional telework.
- Employees must have at least one year of tenure and six months in their current position.
- They must have sufficient autonomy and professional skills to perform their duties efficiently.
- The employee's role must be suitable for telework, and they must have the necessary technical resources at home.
- The document does not mention specific ineligibility criteria.

2. F","- Regular telework is limited to one day per week for full-time employees and two days per month for part-time employees.
- A minimum of four days per week in the office is required for regular teleworkers.
- Occasional telework is limited to twelve days per year.

3. A","- Telework arrangements are established through a formal request process, with approval from the employee's manager and HR.
- The manager has discretion over the allowability of telework.
- The document does not mention the process for occasional telework arrangements.

4. C","- The document does not mention coverage of costs associated with telework, such as IT setup or meal allowance.

5. P","- The document does not explicitly address the right to disconnect or privacy provisions for teleworkers.
- The document does not mention specific privacy provisions for teleworkers.

Note: The document does not explicitly address all the requested topics, and some sections are not mentioned.",T01321012281-42164636500013
121,"(Article 2): To be eligible for telework, employees must meet the following criteria: work full-time or part-time (at least 80%), have at least one year of tenure, belong to a department or team compatible with telework, perform duties using digital communication tools, and demonstrate sufficient autonomy. Eligible employees include those from Gestion, Chef de service Gestion, Technicien Contrôle gestion Frais fixes, Technicien Contrôle gestion, Supply-Chain, Procédés Eau-oxygénée, Procédés Chlore/Soude, HSEI, and Achats. Special consideration is given to employees with disabilities, health issues, pregnancy, or long commutes.
- *","(Article 2): The document does not mention specific telework frequency.
- *","(Article 2): Eligible employees must meet the criteria mentioned in Article 2. The establishment will examine the nature of activities, organization, and service needs to determine eligibility.
- *","(Article 2): The document does not mention coverage of costs associated with telework.
- *","(Article 2): The document does not mention provisions for the right to disconnect or worker privacy.

Please note that the document does not explicitly address all categories. The response is based on the provided information.",T03819002344-31963279000188
122,"**
- Eligible workers are those with a permanent or temporary contract, working full or part-time, who have completed their initial training period and have an autonomous role.
- Excluded are those with jobs requiring physical presence, those handling confidential data, and those with technical constraints.
- The employee must have a dedicated workspace at home and a high-speed internet connection.
- The company has the right to reassess eligibility during job changes or professional transitions.

*","**
- Regular telework is allowed up to 2 days per week for non-cadres and up to 8 days per month for cadres.
- The exact number of days is determined by the manager based on the employee's role, tasks, and team dynamics.
- Employees must be present on site at least 3 days per week for non-cadres and 2 days per week for cadres.

*","**
- Telework arrangements are established through a formal request process via the company's digital HR platform.
- The manager has the final say in approving or denying the request, considering the employee's role, tasks, and team dynamics.

*","**
- The company does not cover general telework costs, but offers an installation indemnity for home office equipment.
- Employees are responsible for their own internet and electricity costs.

*","**
- The company promotes the right to disconnect and encourages employees to maintain a balance between work and personal life.
- The company provides a guide for good practices to help employees manage their telework and prevent isolation.

**Notes:**
- The document does not explicitly mention the coverage of meal allowances or other specific costs.
- The company has a commission for monitoring the agreement and addressing any issues or questions.
- The agreement can be denounced by either party with a 3-month notice period.
- The agreement is not limited in duration and is applicable from January 1, 2022.",T03321009188-75252907300013
123,"Workers eligible for telework include those in CDI (full-time or at least 80%), with at least one year of tenure, able to work autonomously, in a service compatible with telework, and with at least six months in their function. Excluded are those with jobs requiring physical presence, proximity to clients, or specific equipment. The document does not mention specific criteria for telework f",".
- **Frequency**: Telework is possible once a week, except for those on leave or with specific service needs. The day of telework can be changed with three days' notice, except in exceptional circumstances.
- *","Telework arrangements are established through a written request by the employee, followed by an agreement from the manager. The document does not mention the manager's discretion in the allowability of telework.
- *","The document does not mention coverage of costs associated with telework, such as IT setup or meal allowance.
- *","The document emphasizes the right to disconnect and the importance of maintaining a work-life balance. It does not explicitly mention privacy provisions for teleworkers.

Note: The document does not explicitly mention the process for establishing telework arrangements or the coverage of costs associated with telework. It also does not provide specific details on the right to disconnect or privacy provisions for teleworkers.",T00619002616-53525804000034
124,"* Eligible workers are those with at least 80% time of work, a period of at least 2 months of seniority on the post, and a valid probation period.
* The document does not mention any specific criteria for eligibility.

*","* The frequency of telework allowed is not explicitly stated in the document.

*","* Telework arrangements are established through a process involving a request, an examination of the request, and a validation process.
* The document does not mention the process of establishing telework arrangements.

*","* The document does not mention the coverage of costs associated with telework.

*","* The document does not mention provisions for the right to disconnect and the privacy of the worker.

Note: The document does not mention specific details about the company's telework policy. It is recommended to consult the original document for more information.",T09220021332-39319387500027
125,"Article 2 states that telework is open to salaried cadres and non-cadres, with a minimum of 6 months tenure, in a CDI or CDD, full or part-time. The document does not mention specific criteria for workers with disabilities or interns.
- *","Article 4.1 states that telework can be done up to 2 days per week, with full days off for transportation and risk reduction. The document does not mention specific pledges or minimum requirements for office presence.
- *","Article 5 outlines the process for requesting telework, with a one-month response time for the employer and a 15-day notice period for termination during the 3-month adaptation period. The document does not mention specific arrangements for force majeure or temporary indisponibility.
- *","Article 3.2 states that the employer may contribute to certain amendments to the home office, and Article 3.1 states that the employee must have a high-speed internet connection. The document does not mention specific coverage for IT setup or meal allowance.
- *","Article 9 states that the employer will respect the privacy of the teleworker, and Article 10 reinforces the confidentiality obligation. The document does not mention specific provisions for the right to disconnect or the protection of personal data.

The document does not mention specific topics such as the right to disconnect, the protection of personal data, or the coverage of meal allowance.",T03321007484-78193151400058
126,"- Eligible workers are those with a CDI or CDD of at least 3 months, working at least 80% of a full-time position.
- Excluded are those in professionalization, apprenticeship, service civique, and internships.
- Temporary and casual workers are not eligible.
- Employees on sick leave, maternity leave, or other types of leave are not eligible.
- Employees with less than 3 months of seniority are not eligible.
- Employees with a disability or health issues may be eligible for specific a","- Telework is allowed up to 1 day per week, with a minimum of 3 days on-site.
- The day of telework cannot be changed without prior agreement from the employer.
- Telework is not allowed on days with reduced hours, such as bridge days or during periods of reduced activity.

A",".

Frequency:
- Telework is allowed up to 1 day per week, with a minimum of 3 days on-site.
- The day of telework cannot be changed without prior agreement from the employer.
- Telework is not allowed on days with reduced hours, such as bridge days or during periods of reduced activity.

Arrangements:
- Telework is established through a formal agreement between the employer and employee.
- The employer has the final say in approving or denying telework requests.
- The employer can suspend or terminate telework at any time due to operational needs or employee performance issues.

C","- The document does not mention any specific coverage of costs associated with telework.

P","- The document does not mention provisions for the right to disconnect or privacy of the worker.

Note: The document does not mention specific details about the coverage of costs associated with telework or provisions for the right to disconnect and privacy of the worker.",T02122005443-83301201600014
127,"* Eligible workers are those with a CDI or CDD contract, working full-time or part-time (at least 80%), with at least one year of tenure in their current position and within the UES du Confluent.
* The employee must have sufficient autonomy and be able to perform most of their duties via digital tools.
* The employee's role must not require physical presence or specific equipment.
* The employee must have a suitable workspace at home and not need to bring confidential documents home.
* The employee must have a stable internet connection and be able to work regularly from home.

*","* Telework is allowed for 1-2 days per week, with a minimum of half a day every two weeks.
* The manager and HR department must approve the telework schedule.

*","* Telework is voluntary for both the employee and employer.
* The employee must submit a written request to their manager, who will assess the request based on the employee's eligibility and the needs of the service.
* The employee and manager will sign an avenant to the contract for a 3-month trial period, renewable twice before becoming permanent.

*","* The company provides the necessary equipment and covers the costs of installation and maintenance.
* The company does not cover meal allowances or other personal expenses.

*","* The company and employee will respect the right to disconnect and maintain a work-life balance.
* The employee's workspace must comply with safety and hygiene regulations.
* The employee must ensure the confidentiality of their work and protect their data.
* The employee must report any technical issues to their manager and HR department.

The document does not mention specific provisions for telework exceptionnel, egalite de traitement, or the duration of the agreement.",T04422013017-78982358000012
128,"- Eligible workers are those with a CDI or CDD contract, with at least 3 months of tenure and a workload of at least 65% of a full-time position.
- Excluded are apprentices, professional training contract holders, and interns.
- The employee's role must allow for significant remote work without disrupting the company's operations.
- The employee must have the necessary equipment and a suitable workspace at home.

2. F","- Telework is limited to 1 day per week or in exceptional circumstances.
- The manager has discretion to approve or deny telework a",".

3. Arrangements:
- Telework arrangements are established through a mutual agreement between the employee and manager.
- The manager has the final say in approving or denying telework requests.

4. C","- The document does not mention any specific coverage of costs associated with telework.

5. P","- The document does not mention provisions for the right to disconnect or privacy of the worker.

Note: The document does not mention specific details regarding the right to disconnect and privacy of the worker. Additionally, it does not explicitly address the coverage of costs associated with telework.",T07820007141-49067629300080
129,"Employees with at least 6 months of seniority, full-time or part-time (80% or more) contracts, and a compatible work setup at home can be eligible for telework. Excluded are CDDs under 6 months, alternants, and stagiaires. The employee's autonomy and ability to manage their own schedule are also considered.
- F","Telework is allowed one day per week, with the possibility of working in the office on other days. The day of telework is proposed by the employee and can be changed if necessary.
- A","Employees must submit a request for telework, which is then reviewed by the manager and the Human Resources department. The decision is communicated to the employee within 15 days.
- C","The company covers the costs of IT setup and meal allowances. Employees are responsible for their own internet and electricity costs.
- P","The company respects the employee's privacy and does not require them to be reachable outside of their regular working hours. The company also ensures that telework does not lead to abuses that could compromise the employee's privacy.

The document does not mention the right to disconnect or the privacy of the worker.",T04421012697-32011691600281
130,"- Employees in CDI or CDD for more than 12 months
   - At least 6 months of tenure in the job
   - Capable of organizing their activities independently
   - Full-time or part-time employees working at least 80% of full-time hours
   - Excludes traveling workers and those with specific contracts (apprentices, interns, etc.)

2. F","- Regular telework: 1 day per week or 1 day every 15 days
   - Occasional telework: 1 day per month to 1 day per quarter
   - Exceptional telework: Up to 10 days per year for specific situations
   - Circonstancial telework: For employees with health issues or pregnancy
   - Included in the function for specific cadres

3. A","- Voluntary request by the employee
   - Manager and HRBP approval within 1 month
   - 3-month adaptation period
   - Reversible at any time with 1-week notice

4. C","- No indemnity for occupying the home
   - Employer covers extension of home insurance for professional use

5. P","- Respect the company's internal regulations
   - Right to disconnect during non-working hours
   - No obligation to read or respond to emails or calls outside of work hours
   - Limit email and phone communication to necessary situations",T09218003886-62204242200882
131,"**
- Eligible workers are those who are apt and autonomous in using technology, have sufficient autonomy at their post, can manage their work hours and rest periods, and have a compatible health status (Article 2.1).
- Excluded workers include those in CDD, apprentices, professional contract workers, interns, and part-time workers below 80%.
- Posts eligible for telework are those that can be performed remotely, do not require physical presence, are compatible with the service's and team's functioning, and maintain the quality of service and data security (Article 2.2).
- The document does not mention specific criteria for tenure or job characteristics.

*","**
- Telework is allowed for 2 days per week for full-time employees and 1 day per week for part-time employees at 80% and 90% (Article 5.1).
- Days are fixed or planned monthly, with a maximum of 2 days per week.
- Days are not cumulative or transferable.

*","**
- Telework arrangements are established through a formal written agreement between the employee, manager, and HR (Article 3.3).
- The manager and employee must agree on compatibility and eligibility (Article 3.2).
- The document does not mention the manager's discretion over allowability.

*","**
- The document mentions an indemnity of 2 euros per day for telework days, up to 16 euros per month (Article 6.3).
- The document does not mention IT setup or meal allowance.

*","**
- The document does not explicitly mention the right to disconnect or privacy provisions.
- The document mentions accident and illness reporting (Article 7.2 and 7.3).
- The document does not explicitly address privacy or data protection.",T00621004739-41735031100011
132,"- Eligible workers are those with a full-time or part-time (80% or more) contract, working autonomously, and able to organize their tasks without constant managerial supervision.
- Excluded are employees whose functions require physical presence, such as production workers or those requiring specific equipment or proximity to others.
- The document does not mention specific tenure or employment type criteria.

F","- Telework is allowed for one day per week, with a minimum of four days in the office.
- Days cannot be split or reported.
- The document does not mention specific minimum requirements for office presence.

A","- Telework arrangements are established through a written request to the HR department, followed by a one-month review period.
- The manager has discretion over allowability and can suspend telework for specific reasons.
- The document does not mention specific conditions for establishing telework arrangements.

C","- The document does not mention coverage of costs associated with telework, such as IT setup or meal allowance.

P","- The document does not explicitly address the right to disconnect or privacy provisions for teleworkers.
- The document does mention the importance of trust and the ability to assess results and performance.

The document does not mention specific topics in some categories, such as the right to disconnect or privacy provisions for teleworkers. Additionally, the document does not explicitly address specific tenure or employment type criteria for eligibility.",T02522003622-34239184400012
