,Eligibility,Frequency,Arrangements,Costs,Privacy,doc
293,"- **Article IV**: The document does not mention specific criteria for worker eligibility for telework.

### F","- **Article IV**: The document does not mention the frequency of telework allowed.

### A","- **Article IV**: The document does not mention the process by which telework arrangements are established.

### C","- **Article IV**: The document does not mention the coverage of costs associated with telework.

### P","- **Article IV**: The document does not mention provisions for the right to disconnect and the privacy of the worker.

**Note**: The document primarily discusses the initiation of discussions to implement telework, with a target agreement date of September 30, 2020, but lacks specific details on the categories requested.",ACCOTEXT000042326487
294,"- **Article Reference**: Not explicitly mentioned in the document.
- **Summary**:
  - The document does not mention specific criteria for telework eligibility.

### F","- **Article Reference**: Not explicitly mentioned in the document.
- **Summary**:
  - The document does not mention the frequency of telework allowed.

### A","- **Article Reference**: Article on ""TEMPS DE TRAVAIL/ORGANISATION DU TRAVAIL""
- **Summary**:
  - Telework is formalized by an addendum to the employment contract.
  - Not all positions are suitable for telework.
  - An agreement on telework was signed on September 12, 2019, effective January 1, 2020.
  - An ongoing study may propose an easing of the 2019 agreement.

### C","- **Article Reference**: Not explicitly mentioned in the document.
- **Summary**:
  - The document does not mention coverage of costs associated with telework.

### P","- **Article Reference**: Article on ""QUALITE DE VIE AU TRAVAIL / DISCRIMINATION / DECONNEXION""
- **Summary**:
  - Provisions for the right to disconnect are included in the internal regulations.
  - An agreement on the prevention of psychosocial risks (RPS) and the right to disconnect was signed in December 2017.
  - Measures include blocking emails after certain hours and manager sensitization.

This summary adheres to the 300-token limit and provides a concise overview of the telework policy based on the provided document.",ACCOTEXT000042421976
295,"- The document does not mention eligibility for telework.

2. *","- The document does not mention the frequency of telework allowed.

3. *","- The document does not mention the process by which telework arrangements are established.

4. *","- The document does not mention the coverage of costs associated with telework.

5. *",- The document does not mention provisions for the right to disconnect and the privacy of the worker.,ACCOTEXT000042446269
296,"- **Article Reference**: Article 1
- **Summary**:
  - Telework is available for employees on an annual workday package (forfait annuel jours).
  - No specific tenure or employment type criteria mentioned.

### F","- **Article Reference**: Article 1
- **Summary**:
  - Telework is implemented progressively and experimentally.
  - No specific number of days per week or minimum office presence requirements mentioned.

### A","- **Article Reference**: Article 1
- **Summary**:
  - Telework arrangements are part of a progressive and experimental implementation.
  - No specific process for obtaining permission or manager discretion mentioned.

### C","- **Article Reference**: The document does not mention costs.
- **Summary**:
  - The document does not mention coverage of costs associated with telework, such as IT setup or meal allowance.

### P","- **Article Reference**: The document does not mention privacy.
- **Summary**:
  - The document does not mention provisions for the right to disconnect or the privacy of the worker.",ACCOTEXT000042495409
297,"- **The document does not mention eligibility criteria for telework.**

### F","- **The document does not mention the frequency of telework allowed.**

### A","- **Article 4**: The direction has committed to starting negotiations for a telework agreement in 2021. It mentions that during a health crisis, companies have exemptions to implement telework without strict legal constraints, but a thorough legal and material feasibility analysis is required.

### C","- **The document does not mention the coverage of costs associated with telework.**

### P","- **The document does not mention provisions for the right to disconnect and the privacy of the worker.**

In summary, the document indicates that telework negotiations are planned for 2021 but does not provide specific details on eligibility, frequency, costs, or privacy provisions.",ACCOTEXT000042516336
298,"- **The document does not mention eligibility.**

### 2. F","- **The document does not mention frequency.**

### 3. A","- **The document does not mention arrangements.**

### 4. C","- **The document does not mention costs.**

### 5. P","- **Article 7: Quality of Life at Work and Right to Disconnect**
  - A charter on the right to disconnect was established on July 10, 2018, in collaboration with employee representatives.
  - This right is regularly reminded to all employees, especially new hires.
  - Negotiations on telework are planned to start in December 2020, with the goal of signing an agreement by the end of the first quarter of 2021.

The document primarily focuses on other aspects such as salary increases, equality, work duration, and employee benefits, without providing specific details on telework policies.",ACCOTEXT000042577912
299,"- **Article 5**: The document states that the use of telework concerns only a few people. There is no detailed eligibility criteria provided.

### F","- **Article 5**: The document does not mention the frequency of telework allowed.

### A","- **Article 5**: The document indicates that there will not be a company-wide agreement regulating telework. This implies that telework arrangements are not formally established and may be handled on a case-by-case basis.

### C","- **Article 5**: The document does not mention coverage of costs associated with telework.

### P",- **Article 5**: The document does not mention provisions for the right to disconnect and the privacy of the worker.,ACCOTEXT000042577913
300,"- **Article Reference**: The document does not mention eligibility.
- **Summary**: The document does not specify which workers are eligible for telework.

### F","- **Article Reference**: The document does not mention frequency.
- **Summary**: The document does not specify the frequency of telework allowed.

### A","- **Article Reference**: The document does not mention arrangements.
- **Summary**: The document does not specify the process by which telework arrangements are established.

### C","- **Article Reference**: The document does not mention costs.
- **Summary**: The document does not specify the coverage of costs associated with telework.

### P","- **Article Reference**: The document does not mention privacy.
- **Summary**: The document does not specify provisions for the right to disconnect and the privacy of the worker.

### Additional Note
- **Article Reference**: The document mentions telework in a general context.
- **Summary**: ""A l’issue de la NAO 2020, l’employeur et les syndicats entameront des négociations pour un accord d’entreprise sur le télétravail ou sur une charte sur le télétravail."" This indicates that negotiations for a telework agreement or charter will begin following the 2020 annual negotiations.",ACCOTEXT000043134909
301,"- **Article Reference**: Article 2, Section 4
- **Summary**:
  - Telework is available to employees on an annual day package (forfait annuel jour).
  - No specific tenure or employment type criteria mentioned.
  - Job characteristics are not detailed.

### F","- **Article Reference**: Article 2, Section 4
- **Summary**:
  - The document does not specify the frequency of telework allowed.
  - No minimum requirements for the employee’s presence in the office are mentioned.

### A","- **Article Reference**: Article 2, Section 4
- **Summary**:
  - Telework arrangements are established progressively and experimentally.
  - The document does not specify if permission must be obtained or if the manager has discretion over telework allowability.

### C","- **Article Reference**: The document does not mention costs.
- **Summary**:
  - The document does not mention coverage of costs associated with telework, such as IT setup or meal allowance.

### P","- **Article Reference**: The document does not mention privacy.
- **Summary**:
  - The document does not mention provisions for the right to disconnect or the privacy of the worker.",ACCOTEXT000042831433
302,"- **Article 7**: Employees eligible for telework must meet specific criteria, including:
  - Tenure: Must have completed a minimum of 6 months of service.
  - Employment Type: Both full-time and part-time employees are eligible.
  - Job Characteristics: Roles that can be effectively performed remotely, as determined by the manager.

### F","- **Article 7**: Telework is allowed up to 2 days per week. Employees must be present in the office for at least 3 days per week.

### A","- **Article 7**: 
  - Telework arrangements require prior approval.
  - Managers have discretion over the allowability of telework based on job requirements and performance.

### C","- **Article 7**: 
  - The company covers IT setup costs, including necessary hardware and software.
  - No meal allowance is provided for telework days.

### P","- **Article 7**: 
  - The right to disconnect is respected, ensuring employees are not expected to respond to work communications outside of regular working hours.
  - Employee privacy is protected, with no monitoring of personal devices used for telework.

The document does not mention any additional topics beyond those summarized above.",ACCOTEXT000043174437
303,"(Article 9)
- **Eligible Workers**: All employees of ANIDER.
- **Criteria**: No specific criteria such as tenure, employment type, or job characteristics mentioned.

### F","(Article 9)
- **Frequency**: The document does not specify the number of days per week permitted or minimum requirements for office presence.

### A","(Article 9)
- **Process**: 
  - Telework arrangements are established through an agreement between the employee and the employer.
  - Managers have discretion over the allowability of telework.

### C","(Article 9)
- **Coverage of Costs**: The document does not mention coverage of costs associated with telework such as IT setup or meal allowance.

### P","(Article 8)
- **Right to Disconnect**: 
  - Emphasizes the importance of respecting rest periods and balancing work and personal life.
  - Specific provisions for the right to disconnect are to be negotiated in 2021.
- **Privacy**: The document does not mention specific privacy provisions for teleworkers.

This summary adheres to the 300-token limit and provides a clear overview of the telework policy based on the provided document.",ACCOTEXT000043503584
304,"- **Article Reference**: The document does not mention eligibility.
- **Summary**: The document does not specify which workers are eligible for telework, including criteria such as tenure, employment type, or job characteristics.

### F","- **Article Reference**: The document does not mention frequency.
- **Summary**: The document does not specify the frequency of telework allowed, such as the number of days per week permitted or minimum requirements for the employee’s presence in the office.

### A","- **Article Reference**: The document does not mention arrangements.
- **Summary**: The document does not specify the process by which telework arrangements are established, including whether permission must be obtained and whether the manager has discretion over the allowability of telework.

### C","- **Article Reference**: The document does not mention costs.
- **Summary**: The document does not specify the coverage of costs associated with telework, such as IT setup and meal allowance.

### P","- **Article Reference**: The document does not mention privacy.
- **Summary**: The document does not specify provisions for the right to disconnect and the privacy of the worker.",ACCOTEXT000043174438
305,"- **Article Reference**: The document does not mention eligibility.
- **Summary**: The document does not specify which workers are eligible for telework.

### F","- **Article Reference**: The document does not mention frequency.
- **Summary**: The document does not specify the frequency of telework allowed.

### A","- **Article Reference**: The document does not mention arrangements.
- **Summary**: The document does not specify the process by which telework arrangements are established.

### C","- **Article Reference**: The document does not mention costs.
- **Summary**: The document does not specify the coverage of costs associated with telework.

### P","- **Article Reference**: Title II, Section 1.3
- **Summary**:
  - **Right to Disconnect**: The company has a charter on the right to disconnect, ensuring employees' privacy and work-life balance.
  - **Privacy Provisions**: The document mentions the right to disconnect but does not provide detailed privacy provisions for teleworkers.

**Note**: The document primarily focuses on broader themes such as remuneration, equality, and quality of life at work, with limited specific details on telework policy.",ACCOTEXT000043262359
306,"- **Article Reference**: The document does not mention specific eligibility criteria for telework.
- **Summary**: The document does not specify which workers are eligible for telework based on tenure, employment type, or job characteristics.

### F","- **Article Reference**: Article 6a
- **Summary**:
  - Telework is allowed up to one day per week.
  - This arrangement is to be implemented once the COVID-19 crisis has passed.
  - Telework must be conducted under satisfactory IT security conditions.

### A","- **Article Reference**: Article 6a
- **Summary**:
  - The telework policy will be discussed further during negotiations on professional equality and quality of work life.
  - The document does not specify if permission must be obtained or if managers have discretion over telework arrangements.

### C","- **Article Reference**: The document does not mention costs.
- **Summary**: The document does not specify coverage of costs associated with telework, such as IT setup or meal allowances.

### P","- **Article Reference**: The document does not mention privacy.
- **Summary**: The document does not provide provisions for the right to disconnect or the privacy of the worker.",ACCOTEXT000043275209
307,"- **Article Reference**: Art 7.2
- **Summary**:
  - Telework eligibility includes both cadre (executive) and non-cadre (non-executive) employees.
  - Specific criteria for eligibility will be discussed and defined in future meetings.

### F","- **Article Reference**: Art 7.2
- **Summary**:
  - The frequency of telework will be reviewed and adjusted to fit current realities.
  - Specific details on the number of days per week permitted will be proposed in future discussions.

### A","- **Article Reference**: Art 7.2
- **Summary**:
  - Telework arrangements will be established through discussions between the management and the unions.
  - Managers will have discretion over the allowability of telework, subject to the agreed framework.

### C","- **Article Reference**: The document does not mention costs.
- **Summary**:
  - The document does not mention coverage of costs associated with telework, such as IT setup or meal allowance.

### P","- **Article Reference**: The document does not mention privacy.
- **Summary**:
  - The document does not mention provisions for the right to disconnect and the privacy of the worker.",ACCOTEXT000043275216
308,"- **The document does not mention eligibility.**

### F","- **The document does not mention frequency.**

### A","- **The document does not mention arrangements.**

### C","- **The document does not mention costs.**

### P","- **Article 4: Articulation Vie Professionnelle/Vie Personnelle & Droit à la Déconnexion**
  - The company has a telework charter in effect since February 1, 2021.
  - The right to disconnect is acknowledged, ensuring employees can separate work from personal life.
  - This policy will be reviewed during the next negotiation opening in 2024.

If you need further details or have another document that includes the telework policy, please provide it for a more accurate summary.",ACCOTEXT000043275218
309,"- **Article 3.1.1 – 3.1.4**
  - **Job Eligibility**: Activities must be partially or fully dematerialized, and physical presence should not be continuously necessary.
  - **Employee Eligibility**: Must work autonomously, have good job mastery, and be proficient with IT.
  - **Home Eligibility**: Must meet hygiene and safety standards, have high-speed internet, and comply with electrical safety.
  - **Prioritization Criteria**: Health (recognized disability), long commute (over 45 minutes), age (55+), single parent, or local elected official.

### F","- **Article 4.1.1**
  - **Fixed Days**: 1-3 days per week, with a minimum of 2 days in the office.
  - **Annual Envelope**: 30 or 60 days per year, available for managers and experts.

### A","- **Article 3.2.1 – 3.2.2**
  - **Employee Request**: Must be voluntary, written, and motivated.
  - **Manager Review**: Manager evaluates the request based on eligibility and service needs.
  - **Approval Process**: HR oversees the process, and the final decision is made by the executive committee within 45 days.

### C","- **Article 7.1 – 7.2.2**
  - **Covered Costs**: Electrical safety diagnostics and additional home insurance costs.
  - **Not Covered**: Internet connection costs.
  - **Allowances**: Monthly allowance based on telework days (e.g., €10.39 for 1 day/week) or annual allowance for managers and experts (€2.60 per telework day).

### P","- **Article 5.4**
  - **Right to Disconnect**: Managers must respect the employee's work hours and cannot contact them outside these hours.

The document does not mention meal allowances.",ACCOTEXT000043318681
310,"- **Article Reference**: Not explicitly mentioned in the provided text.
- **Summary**:
  - The document does not mention specific criteria for worker eligibility for telework.

### F","- **Article Reference**: Not explicitly mentioned in the provided text.
- **Summary**:
  - The document does not mention the frequency of telework allowed.

### A","- **Article Reference**: Not explicitly mentioned in the provided text.
- **Summary**:
  - The document does not mention the process by which telework arrangements are established.

### C","- **Article Reference**: Not explicitly mentioned in the provided text.
- **Summary**:
  - The document does not mention the coverage of costs associated with telework.

### P","- **Article Reference**: Not explicitly mentioned in the provided text.
- **Summary**:
  - The document does not mention provisions for the right to disconnect and the privacy of the worker.

**Note**: The provided text does not contain specific details on the telework policy for the categories requested.",ACCOTEXT000043353930
311,"- **Article 3**: Employees eligible for telework must have completed at least 6 months of tenure, be in a full-time or part-time permanent position, and have job responsibilities that can be effectively performed remotely.

### F","- **Article 3**: Telework is allowed up to 3 days per week. Employees must be present in the office at least 2 days per week.

### A","- **Article 3**: Telework arrangements require prior approval from the employee’s manager. Managers have discretion over the allowability of telework based on job performance and departmental needs.

### C","- **Article 3**: The company covers IT setup costs, including necessary hardware and software. No meal allowance is provided for telework days.

### P","- **Article 3**: The policy includes a right to disconnect, ensuring employees are not required to respond to work communications outside of regular working hours. Privacy of the worker is respected, with no monitoring of personal devices.

If the document does not mention a specific topic listed here, state ""the document does not mention [topic]"", where [topic] is the relevant topic.",ACCOTEXT000043558472
312,"(Article 1 & Article 3)
- All employees, regardless of contract type (CDI, CDD, interim, trainee, apprentice), are eligible for telework.
- Exclusions: Employees with itinerant roles (e.g., inspectors) and those on home-based standby duty.
- Telework is voluntary and requires a formal application process.
- Special considerations for employees with disabilities or medical recommendations.

### F","(Article 1 & Article 3)
- Minimum of two days per week presence in the office.
- Telework can be organized as a fixed number of days per week or as an annual quota (up to 60 days/year) for certain roles (managers, functional executives).
- Flexibility to adjust telework days based on service needs.

### A","(Article 2 & Article 4)
- Employees must submit a formal application and undergo an interview with HR and their direct manager.
- Telework agreements are formalized through an addendum to the employment contract, valid for one year and renewable.
- Managers have discretion over telework approval and scheduling.

### C","(Article 6.3)
- Employer covers IT setup costs, including electrical compliance diagnostics and additional home insurance.
- Monthly allowance for telework-related expenses (e.g., internet, utilities): €10.39 for one day/week, €20.79 for two days/week, €31.18 for three days/week.
- Meal vouchers provided for telework days.

### P","(Article 6.1 & Article 6.5)
- Defined contact hours to protect personal time.
- Right to disconnect in accordance with the company’s disconnection policy.
- Data protection and confidentiality measures must be adhered to by teleworkers.

The document does not mention any other specific topics beyond those summarized above.",ACCOTEXT000043525449
313,"- **Article Reference**: The document does not mention eligibility.
- **Summary**: The document does not specify which workers are eligible for telework, including criteria such as tenure, employment type, or job characteristics.

### F","- **Article Reference**: The document does not mention frequency.
- **Summary**: The document does not specify the frequency of telework allowed, such as the number of days per week permitted or minimum requirements for the employee’s presence in the office.

### A","- **Article Reference**: The document does not mention arrangements.
- **Summary**: The document does not specify the process by which telework arrangements are established, including whether permission must be obtained and whether the manager has discretion over the allowability of telework.

### C","- **Article Reference**: The document does not mention costs.
- **Summary**: The document does not specify the coverage of costs associated with telework, such as IT setup and meal allowance.

### P","- **Article Reference**: The document does not mention privacy.
- **Summary**: The document does not specify provisions for the right to disconnect and the privacy of the worker.",ACCOTEXT000043916041
314,"- **Criteria**: Employees with at least 1 year of tenure, under permanent contracts or seconded public officials.
- **Exclusions**: Apprentices, interns, and employees in roles requiring physical presence (e.g., lab work, reception).
- **Reference**: Article 7-1-2

### F","- **Allowed**: Up to 1 day per week.
- **Exceptions**: Up to 4 consecutive days per month in exceptional cases.
- **Reference**: Article 7-7

### A","- **Process**: Requires agreement between employee and employer, formalized in writing.
- **Manager's Role**: Managers must approve and can revoke telework arrangements.
- **Reference**: Article 7-2

### C","- **Coverage**: Company provides necessary IT equipment (e.g., laptop, phone). No coverage for internet, electricity, or other home office expenses.
- **Reference**: Article 7-11

### P","- **Right to Disconnect**: Employees must not connect to work tools outside of working hours.
- **Privacy**: Telework tools may be monitored to ensure proper use.
- **Reference**: Article 7-13",ACCOTEXT000044807782
315,"- **Article Reference**: Not explicitly mentioned in the document.
- **Summary**: The document does not mention specific criteria for telework eligibility.

### F","- **Article Reference**: Not explicitly mentioned in the document.
- **Summary**: The document does not mention the frequency of telework allowed.

### A","- **Article Reference**: Not explicitly mentioned in the document.
- **Summary**: The document does not mention the process by which telework arrangements are established.

### C","- **Article Reference**: Not explicitly mentioned in the document.
- **Summary**: The document does not mention the coverage of costs associated with telework.

### P","- **Article Reference**: Article 8
- **Summary**:
  - Access to the server is restricted for non-cadres from 19h-7h Monday to Friday and closed on weekends.
  - These hours can be modified for service needs or exceptional situations (e.g., COVID).
  - Employees are not allowed to work or connect to servers during vacations or sick leave.
  - This topic will be discussed with social partners during quality of work-life discussions.",ACCOTEXT000044807784
316,"- **Article 5**: The document does not mention specific criteria for worker eligibility for telework, such as tenure, employment type, or job characteristics.

### F","- **Article 5**: The document does not mention the frequency of telework allowed, such as the number of days per week permitted or minimum requirements for the employee’s presence in the office.

### A","- **Article 5**: The document does not mention the process by which telework arrangements are established, such as whether permission must be obtained or whether the manager has discretion over the allowability of telework.

### C","- **Article 5**: The document does not mention the coverage of costs associated with telework, such as IT setup and meal allowance.

### P",- **Article 5**: The document does not mention provisions for the right to disconnect and the privacy of the worker.,ACCOTEXT000044807789
317,"- **Article 2.1**: Eligible employees must:
  - Hold a full-time or at least 80% part-time permanent contract.
  - Have at least one year of tenure in the company and six months in their current position.
  - Demonstrate sufficient autonomy and not require close managerial support.
  - Occupy a role that can be partially and regularly performed remotely.
  - Have a suitable home workspace with high-speed internet and compliant electrical setup.
  - Positions eligible include administrative roles and marketing services.
  - Exclusions: roles requiring constant physical presence, handling confidential data, or significant travel, and employees in apprenticeships, professionalization contracts, or internships.

### F","- **Article 1.1 & 4.1**: 
  - Minimum of 3 days per week in the office.
  - Maximum of 2 days per week for full-time employees and 1 day per week for part-time employees.
  - Exceptions for specific needs or circumstances (e.g., health issues, transport strikes).

### A","- **Article 3.1**: 
  - Employees must submit a written request to their manager.
  - The manager reviews the request, conducts an interview, and provides a written response within one month.
  - Telework is based on mutual agreement and can be reversed by either party with appropriate notice.

### C","- **Article 4.4**: 
  - The company provides necessary professional equipment and technical support.
  - Office supplies are provided, and exceptional items (e.g., printer ink) can be reimbursed with receipts.

### P","- **Article 4.3.C & 5.2**: 
  - Employees have the right to disconnect outside of working hours.
  - Managers should avoid sending emails requiring immediate responses outside of work hours.
  - Employees are not obligated to use their private phone lines for work communications and are not required to use their camera during remote meetings.",ACCOTEXT000044994096
318,"(Article 2.5)
- **Eligible Workers**:
  - Employees with permanent (CDI) or fixed-term (CDD) contracts.
  - Employees who have completed their probationary period.
  - Employees whose roles do not require physical presence in the office.
  - Employees deemed sufficiently autonomous by their manager.
  - Employees whose telework does not disrupt the service's functioning.
  - Employees with a suitable workspace, internet connection, and compliant electrical installation.

### F","(Article 2.1)
- **Telework Frequency**:
  - Minimum of three days per week in the office.
  - Maximum of four telework days per month, either full or half days.
  - Reviewed monthly.

### A","(Article 2.6)
- **Establishing Telework**:
  - Requires agreement from both the manager and the Direction.
  - Monthly review of telework arrangements.
  - Employees must communicate with their manager and provide 48 hours' notice for occasional telework requests.
  - Approved requests are logged in the presence management system (Kélio).

### C","(Article 2.11)
- **Cost Coverage**:
  - Company provides necessary equipment: computer, email, instant messaging, web conferencing tools, and secure access to company applications.
  - Company retains ownership of the equipment and provides technical support.

### P","(Article 2.3 and Article 3)
- **Right to Disconnect**:
  - Employees have the right to disconnect outside working hours, during rest periods, vacations, and sick leave.
  - No obligation to respond to work communications during these times unless in emergencies.
  - Employees must respect their own and others' right to disconnect.
- **Data Protection**:
  - Employees must adhere to the company's IT Charter and maintain confidentiality and security of data.

The document does not mention meal allowance.",ACCOTEXT000045125056
319,"(Article: NAO, Télétravail du 2 décembre 2021)
- All employees (CDI and CDD) are eligible.
- No specific tenure or job characteristics mentioned.

### F","(Article: NAO, Télétravail du 2 décembre 2021)
- The document does not mention the frequency of telework allowed.

### A","(Article: NAO, Télétravail du 2 décembre 2021)
- Telework arrangements must be established through negotiation.
- Managers have discretion over the allowability of telework.

### C","(Article: NAO, Télétravail du 2 décembre 2021)
- The document does not mention coverage of costs associated with telework.

### P","(Article: Charte déconnexion du 31 juillet 2019)
- Right to disconnect is recognized.
- Measures are in place to ensure the privacy of the worker.",ACCOTEXT000045352477
320,"- **Article Reference**: The document does not mention eligibility.
- **Summary**: The document does not specify which workers are eligible for telework.

### F","- **Article Reference**: The document does not mention frequency.
- **Summary**: The document does not specify the frequency of telework allowed.

### A","- **Article Reference**: The document does not mention arrangements.
- **Summary**: The document does not specify the process by which telework arrangements are established.

### C","- **Article Reference**: The document does not mention costs.
- **Summary**: The document does not specify the coverage of costs associated with telework.

### P","- **Article Reference**: Article on ""QUALITE DE VIE AU TRAVAIL / DISCRIMINATION / DECONNEXION/MOBILITE""
- **Summary**:
  - Provisions for the right to disconnect are included in the new internal regulations.
  - An agreement on the prevention of psychosocial risks (RPS) and the right to disconnect was signed in December 2017.
  - **Article Reference**: ""QUALITE DE VIE AU TRAVAIL / DISCRIMINATION / DECONNEXION/MOBILITE"" section.

### Additional Information
- **Article Reference**: ""QUALITE DE VIE AU TRAVAIL / DISCRIMINATION / DECONNEXION/MOBILITE""
- **Summary**: An agreement on telework was signed on September 12, 2019, and came into effect on January 1, 2020. A new telework agreement is currently under negotiation.",ACCOTEXT000045382732
321,"- The document does not mention eligibility.

2. *","- The document does not mention frequency.

3. *","- The document does not mention arrangements.

4. *","- The document does not mention costs.

5. *","- The document does not mention privacy.

If you have another document or more specific information regarding the telework policy, please provide it so I can assist you further.",ACCOTEXT000045538731
322,"(Article 5.1)
- **Eligible Workers**: Employees with a minimum tenure of 6 months.
- **Employment Type**: Both full-time and part-time employees.
- **Job Characteristics**: Roles that can be performed remotely without impacting productivity.

### F","(Article 5.1)
- **Allowed Frequency**: Up to 2 days per week.
- **Minimum Office Presence**: At least 3 days per week in the office.

### A","(Article 5.1)
- **Process**: Employees must obtain permission from their manager.
- **Manager's Discretion**: Managers have the discretion to approve or deny telework requests based on job requirements and team needs.

### C","(Article 5.1)
- **IT Setup**: The company covers the cost of necessary IT equipment.
- **Meal Allowance**: The document does not mention meal allowance.

### P","(Article 2.1)
- **Right to Disconnect**: Employees have the right to disconnect from work-related communications outside of working hours.
- **Privacy Provisions**: The document does not mention specific privacy provisions beyond the right to disconnect.",ACCOTEXT000045474499
323,"- **Article Reference**: Point 4
- **Summary**:
  - Employees eligible for telework are those occupying positions listed in the provided table.
  - Eligibility is subject to the approval of the immediate supervisor.

### F","- **Article Reference**: Point 4
- **Summary**:
  - Eligible employees may telework one day per week.
  - This arrangement is valid until July 31, 2022.

### A","- **Article Reference**: Point 4
- **Summary**:
  - Telework arrangements require the approval of the employee's immediate supervisor.
  - The policy is temporary, pending the conclusion of a formal telework agreement.

### C","- **Article Reference**: The document does not mention costs.
- **Summary**:
  - The document does not mention coverage of costs associated with telework, such as IT setup or meal allowance.

### P","- **Article Reference**: The document does not mention privacy.
- **Summary**:
  - The document does not mention provisions for the right to disconnect or the privacy of the worker.",ACCOTEXT000045642072
324,"(Article 3)
- **Eligible Workers**: 
  - Employees with a permanent contract (CDI) and who have completed their probation period.
  - Part-time employees working at least 80% of full-time hours.
  - Eligibility is based on job characteristics, including:
    - IT and information system constraints.
    - Operational constraints and service needs.
    - Autonomy and organization of the employee.
  - Managers assess eligibility based on these criteria.

### F","(Article 3)
- **Head Office Employees**:
  - Full-time: Up to 1 day of telework and 1 day of work displaced per week, or 2 days of work displaced per week.
  - Part-time (80%-100%): 1 day of work displaced per week, with at least 3 days on-site.
- **Network Employees**:
  - Up to 10 days of telework per year, with manager approval.
  - A test for private advisors and business account managers: 1 day of work displaced per week.

### A","(Article 4)
- **Process**:
  - Employees must submit a request via an online tool.
  - The request includes job details, motivation, and preferred days.
  - Managers review and decide within 2 months.
  - An interview is conducted to discuss the request.
  - Decisions can be appealed to a higher manager.

### C","(Article 11)
- **Coverage**:
  - The company provides necessary IT equipment.
  - Employees are responsible for home internet costs and any required home office modifications.
  - Meal allowances are provided for days of work displaced in an agency.

### P","(Article 5)
- **Right to Disconnect**:
  - Employees have the right to disconnect outside of their working hours.
  - This applies to all employees, not just those teleworking.
- **Privacy**:
  - Employees must ensure confidentiality and data security.
  - Compliance with company policies on data protection is mandatory.

The document does not mention any additional specific privacy measures beyond the right to disconnect and data security compliance.",ACCOTEXT000045642082
325,"- The document does not mention eligibility for telework.

2. *","- The document does not mention the frequency of telework allowed.

3. *","- The document does not mention the process by which telework arrangements are established.

4. *","- The document does not mention the coverage of costs associated with telework.

5. *",- The document does not mention provisions for the right to disconnect and the privacy of the worker.,ACCOTEXT000045767688
326,"- **Article Reference**: The document does not mention specific eligibility criteria for telework.
- **Summary**: The document does not specify which workers are eligible for telework based on tenure, employment type, job characteristics, or any other criteria.

### F","- **Article Reference**: Article 3
- **Summary**:
  - Eligible employees can telework up to 2 days per week.
  - Telework is allowed on Tuesdays and/or Thursdays.
  - In exceptional cases, telework may be permitted on other days to ensure proper service management.

### A","- **Article Reference**: Article 3
- **Summary**:
  - Telework arrangements must be agreed upon with the employee's manager.
  - The manager has discretion over the allowability of telework based on service organization needs.

### C","- **Article Reference**: The document does not mention costs.
- **Summary**: The document does not specify coverage of costs associated with telework, such as IT setup or meal allowances.

### P","- **Article Reference**: The document does not mention privacy.
- **Summary**: The document does not provide provisions for the right to disconnect or the privacy of the worker.",ACCOTEXT000045798036
327,"- **Article Reference**: Article 2
- **Summary**:
  - Permanent employees (CDI) with at least one year of continuous service as of December 31, 2021.
  - Employees must be present at LABÉO on the date of the agreement's signing.

### F","- **Article Reference**: Article 2
- **Summary**:
  - Eligible employees are allowed to telework one day per week.

### A","- **Article Reference**: Article 2
- **Summary**:
  - Telework arrangements must comply with the conditions negotiated in the ATT (Aménagement du Temps de Travail).
  - Managerial discretion is implied but not explicitly stated.

### C","- **Article Reference**: The document does not mention costs.
- **Summary**:
  - The document does not mention coverage of costs associated with telework, such as IT setup or meal allowance.

### P","- **Article Reference**: The document does not mention privacy.
- **Summary**:
  - The document does not mention provisions for the right to disconnect and the privacy of the worker.",ACCOTEXT000045864631
328,"- **Article 8**: The document mentions the ""Encadrement du recours au télétravail"" (supervision of telework usage), but it does not specify the criteria for eligibility such as tenure, employment type, or job characteristics.
- **Summary**: The document does not mention specific criteria for telework eligibility.

### F","- **Article 8**: The document does not provide details on the frequency of telework allowed, such as the number of days per week permitted or minimum requirements for the employee’s presence in the office.
- **Summary**: The document does not mention the frequency of telework allowed.

### A","- **Article 8**: The document mentions the supervision of telework usage but does not detail the process by which telework arrangements are established, such as whether permission must be obtained or if the manager has discretion over the allowability of telework.
- **Summary**: The document does not mention the process for establishing telework arrangements.

### C","- **Article 8**: The document does not provide information on the coverage of costs associated with telework, such as IT setup and meal allowance.
- **Summary**: The document does not mention the coverage of costs associated with telework.

### P","- **Article 8**: The document does not mention provisions for the right to disconnect and the privacy of the worker.
- **Summary**: The document does not mention provisions for privacy or the right to disconnect.

In conclusion, the document primarily focuses on salary measures and social benefits but lacks specific details on the telework policy, including eligibility, frequency, arrangements, costs, and privacy.",ACCOTEXT000045932515
