,Eligibility,Frequency,Arrangements,Costs,Privacy,doc
268,"- Eligible workers are those with at least 6 months of seniority and a permanent contract, excluding certain functions such as itinerant and/or delocalized functions (e.g., délégués médicaux, directeurs régionaux, responsables grands comptes, conseils scientifiques, responsables projets nationaux, conseils en développement clinique).
- The document does not mention specific criteria for eligibility.

F","- The document does not mention specific frequency requirements.

A","- Telework arrangements are established through a double voluntary agreement between the employer and the employee.
- The employee can work as much as they want and at any time in the office.
- The employer can refuse telework for certain reasons and must motivate this refusal by email.

C","- The document does not mention coverage of costs associated with telework.

P",- The document does not mention provisions for the right to disconnect and the privacy of the worker.,T09221027305-60984915300133
269,"The telework policy applies to all full-time or part-time (at least 80%) CDI employees with at least one year of tenure in their current position and an assigned company laptop. Excluded are apprentices, alternates, and interns. Special consideration is given to employees with disabilities, pregnant women, and caregivers.
2. F","Telework is allowed up to two days per week, with days determined by agreement between the manager and employee. Telework is not allowed on Mondays unless under exceptional circumstances.
3. A","Employees must submit a written request to their manager or the HR department. The manager and HR will evaluate the request based on five eligibility criteria. Approval or rejection is communicated within four weeks.
4. C","The company provides and maintains necessary equipment for telework. Employees are responsible for internet access and a dedicated workspace at home.
5. P","The policy includes provisions for the right to disconnect and pledges to respect employees' privacy. The company encourages employees to maintain a balance between work and personal life.

The document does not explicitly mention coverage of costs associated with telework, such as meal allowance or IT setup. It also does not explicitly address privacy provisions for the right to disconnect and the privacy of the worker.",T04221005001-44452470600058
270,"Employees who have completed their probationary period, have sufficient autonomy in their role, and can perform their duties without requiring close management supervision are eligible for telework (Article 3).
- *","Eligible employees can telework up to 2 days per week, with a minimum of 3 or 4 days per week required in the office (Article 2).
- *","Telework arrangements are established through mutual agreement between the employee and manager, with the possibility of temporary and exceptional modes of organization in case of service dysfunction or force majeure (Article 1).
- *","The company contributes €2 per day or €1 for a half-day of telework to cover additional expenses (Article 4.2).
- *","The right to disconnect is recognized, and the company encourages the use of relevant contacts for salaried employees in situations of fragility (Article 4.3).

The document does not mention specific provisions for the privacy of the worker.",T06221006444-52919230400028
271,"The telework policy applies to all employees of the UES UNIR, regardless of the type of contract, who are in a permanent contract or a fixed-term contract of at least six months, and who are not in an apprenticeship contract or a stage of less than three months. The employee must have a stable internet connection, a suitable workspace, and an assurance habitation. The employee must also have the autonomy and skills to work independently and manage their time effectively.
2. F","The telework policy allows for a maximum of two days per week for full-time employees and one day per week for part-time employees working at least 80%.
3. A","The telework policy is based on the employee's request, which must be made in writing to the manager, who will then forward it to the Human Resources department. The employer has one month to accept or refuse the request.
4. C","The telework policy does not cover any additional costs associated with telework, such as internet or electricity bills.
5. P","The telework policy includes provisions for the right to disconnect and the privacy of the worker. The employee is not required to be available outside of their regular working hours and must respect the company's rules regarding the use of technology and data protection.

Note: The document does not mention any specific provisions for the coverage of costs associated with telework, such as IT setup or meal allowance. Additionally, the document does not explicitly mention the process for establishing telework arrangements beyond the employee's request and the employer's one-month response time.",T03321008227-33448733700035
272,"- Eligible workers are those with a CDI or CDD of at least 80% of full-time hours, with at least two years of seniority and one year in their current position.
- They must have the necessary autonomy and professional skills, be able to manage their time and work efficiently alone, and have a suitable workspace at home.
- Certain jobs and professions are excluded, such as those requiring physical presence, frequent absences, or handling sensitive documents.

*","- Telework is allowed one day per week, on a full-day basis, and is not fractionable.
- The telework day is chosen in agreement with the manager and is incompatible with the mercredi for employees with children under 16.

*","- Telework is based on the employee's initiative and is subject to the manager's approval.
- The employee must submit a written request to their manager and the RRH, who will respond within one month.
- A three-month adaptation period is provided for both the employee and the manager to assess the suitability of telework.

*","- The employer covers the costs of telework setup and meal allowances.
- The employer provides the necessary equipment and ensures its maintenance.
- The employee is responsible for the cost of high-speed internet and the conformity of their installation.

*","- The employer guarantees the employee's right to disconnect outside of agreed-upon work hours.
- The employee is responsible for ensuring their workspace is ergonomic and safe.
- The employer is responsible for the security and confidentiality of data and equipment.

The document does not mention specific topics such as the right to disconnect, assurance, or the process for changing the telework day.",T07519009245-77567198500072
273,"- Eligible workers are those with a CDI or CDD of at least 8 months, excluding alternants, stagees, and part-time employees with a workweek below 80%.
- The employee must have an autonomous role, not requiring constant managerial support or physical presence.
- The employee must have a suitable work environment at their primary residence.
- The employee must not have declared pregnancy, as per Article 8.2 of the SYNTEC convention.

F","- Telework is allowed for 1-2 days per week, with 3 mandatory days in the office.
- Days off for telework cannot be carried over to the following week.
- Certain days may be restricted for telework based on manager discretion.

A","- Telework arrangements are established through a voluntary request by the employee, followed by an interview with their manager to discuss feasibility.
- A 30-day response period is required for telework requests, with an avenant to the contract if approved.

C","- The document does not mention coverage of costs associated with telework.

P","- The document does not explicitly address the right to disconnect or privacy provisions for teleworkers.

Note: The document does not mention specific article numbers for each category.",T06919004490-42295086500085
274,"All administrative and service staff who have been employed for at least one year and work full-time or part-time with a minimum of 80% are eligible for telework (Article 3.1).
- *","Telework is allowed for one day per week, which can be divided into half-days or full days (Article 2.4).
- *","Telework arrangements are established through a voluntary request from the employee and an agreement from the manager. The manager assesses the feasibility of telework based on technical, organizational, and interaction factors (Article 2.2).
- *","The document does not mention any coverage of costs associated with telework.
- *","The right to disconnect is covered by an existing agreement on the right to disconnect. The document does not explicitly mention privacy provisions for teleworkers.

The document does not mention telework costs or privacy provisions for teleworkers.",T07622007287-41370111100028
275,"All employees, regardless of employment type or tenure, are eligible for telework. However, certain job characteristics may exclude some workers, such as those in itinerant positions or those subject to on-call duties at home. The document does not mention any specific criteria for exclusion.
- *","Telework is allowed for a minimum of two days per week, with at least two days of physical presence required. The number of telework days can be up to three per week, but new hires are limited to one day per week for the first two months.
- *","Telework arrangements are established through a formal process involving a request from the employee and an assessment by the HR department and line management. The decision is communicated to the employee within 45 days, with a mandatory motivational response in case of refusal.
- *","The company covers the costs of IT setup and provides an indemnity for professional expenses. The amount of the indemnity is not specified in the document.
- *","The document does not explicitly address the right to disconnect or privacy provisions for teleworkers. However, it does mention that teleworkers are subject to the same rights and obligations as on-site employees, including access to information and representation.",T59L21013255-75367340900011
276,"- Full-time or part-time employees with at least 80% work hours (Article 2)
- At least one year of tenure in the company (Article 2)
- Belonging to a department or team compatible with telework (Article 2)
- Performing tasks using digital communication tools (Article 2)
- Demonstrating sufficient autonomy in the role (Article 2)
- Specific consideration for handicapped, health issues, pregnancy, and long commutes (Article 2)

2. *","- Regular telework allowed for eligible employees (Article 2)
- No specific mention of the number of days per week or minimum office presence

3. *","- Adherence to the company's telework agreement (Article 1)
- Eligible employees must meet specific criteria (Article 2)
- Direction will consider special cases (Article 2)

4. *","- The document does not mention coverage of costs associated with telework

5. *",- The document does not mention provisions for the right to disconnect or privacy of the worker,T06918003344-31963279000238
277,"- Eligible workers are those with a permanent or fixed-term contract, who have completed their probationary period and have at least 6 months of seniority on their current position.
- Excluded are employees with apprenticeship or professionalization contracts, and interns.
- The employee's post must meet specific criteria, such as being able to perform tasks remotely and having the necessary equipment.
- The employee must have a dedicated workspace, a stable internet connection, and an assurance policy covering their home.

F","- Telework is limited to one day per week, with a fixed day determined by the employee and their manager.
- The day in telework can be modified exceptionally with a 15-day notice and manager's approval.

A","- Telework is voluntary and requires the employee's request and manager's approval.
- The employee must complete a telework request form and meet specific eligibility criteria.
- The manager is responsible for managing the team's telework days and ensuring the team's presence on-site.

C","- The company covers the costs of IT setup and maintenance, as well as meal allowances for teleworkers.
- The employee is responsible for the costs of their home office setup, including a stable internet connection and a dedicated workspace.

P","- The company respects the employee's right to disconnect and privacy.
- The employee is not required to respond to work-related messages or emails outside of their regular work hours.
- The company encourages employees to take regular breaks and maintain a healthy work-life balance.

Note: The document does not mention specific provisions for privacy.",T07521028853-31680701501340
278,"Eligible workers are those with a CDI or CDD contract, working full-time or part-time at 50% minimum, with at least one year of tenure and six months in their current position. They must have sufficient autonomy, not require close management, and have a role compatible with telework. The employee's home must meet technical requirements, including a dedicated workspace, high-speed internet, and an appropriate electrical installation (Article 1).
- *","Telework is allowed for up to one day per month, divided into full or half-days, or 3.5 hours. Telework is not permitted on Wednesdays or during group meetings (Article 4).
- *","The employee must request telework via email to their manager at least 10 days before the desired date. The manager will respond within three days, and telework must be scheduled through GEPS (Article 3).
- *","The company does not cover costs associated with telework, such as installation or meal allowances. The employee is responsible for ensuring their home meets safety and ergonomic requirements (Article 6).
- *","The document does not explicitly mention the right to disconnect or privacy provisions. However, it emphasizes the importance of maintaining contact with the association and participating in meetings (Article 3).

The document does not mention the process for establishing telework arrangements or the coverage of costs associated with telework. Additionally, it does not explicitly address the right to disconnect or privacy provisions.",T06520000621-77716892300020
279,"Employees with at least 6 months of seniority and a full-time contract are eligible for telework (Article 2.1).
- F","Telework is allowed for a maximum of 2 days per week, with a minimum of 1 day in the office (Article 2.2).
- A","Telework arrangements are established through a mutual agreement between the employee and manager, with no specific procedure mentioned (Article 2.3).
- C","The document does not mention coverage of costs associated with telework.
- P","The right to disconnect is recognized, and employees are encouraged to respect their personal and professional boundaries (Article 3.2).

Please note that this summary is based on the provided document, and some details may not be explicitly stated. For a comprehensive understanding, it is recommended to consult the original document.",T59L20009903-77562466100010
280,"- Employees with a minimum of 6 months tenure, working at least 80% of a full-time position, and having an appropriate home environment for telework are eligible.
   - Specific exclusions include certain job roles requiring physical presence, such as security, courrier, and customer reception.
   - The document does not mention eligibility for specific employment types or job characteristics.

2. F","- Telework is allowed for a maximum of two days per week.
   - The two days are determined by mutual agreement between the manager and the employee.
   - The days cannot be carried over to the following week.

3. A","- Telework arrangements are established through a written request from the employee to their manager, followed by an evaluation of the request by the manager.
   - The manager has discretion over the allowability of telework.
   - The document does not mention a specific process for obtaining permission.

4. C","- The document does not mention coverage of costs associated with telework, such as IT setup or meal allowance.

5. P","- The document does not explicitly mention provisions for the right to disconnect or the privacy of the worker.
   - Plages horaires during which the employee can be reached are defined, with specific hours for responding to calls and participating in meetings.
   - The document does mention a right to disconnect outside of regular working hours.

Confidentiality and protection of data are addressed in the document, but specific provisions for privacy and the right to disconnect are not explicitly mentioned.",T09421007084-34103910500166
281,"- All employees with a permanent or temporary contract, apprentices, and interns are eligible.
- Employees must have sufficient autonomy and professional skills to perform their duties remotely.
- Employees must have a suitable workspace at home with necessary technical requirements.
- Excluded are employees with functions requiring physical presence or those facing material/technical impossibilities.
- The document does not mention specific tenure or job characteristics.

2. F","- Telework is allowed for up to 3 days per week.
- Employees must work at least 2 days per week on-site, including Mondays and one other day.
- Exceptions may occur due to specific circumstances or force majeure.

3. A","- Telework arrangements are established through a written request by the employee and approval by the manager and HR department.
- The decision is based on the employee's motivation, job compatibility, and technical requirements.
- The document does not mention manager discretion.

4. C","- The document does not mention coverage of costs associated with telework, such as IT setup or meal allowance.

5. P","- The document does not explicitly mention the right to disconnect or privacy provisions for teleworkers.

The document does not mention specific topics such as training, entry into force, duration, or publicity.",T01621001978-90542001400011
282,"All employees of Cerfrance Drôme Vaucluse, both cadres and non-cadres, with at least one year of tenure and a full-time or part-time contract are eligible for telework. Excluded are interns, apprentices, and those with less than one year of tenure. Eligible positions are those that can be performed remotely using communication technology and do not require constant physical presence.

2. F","Full-time teleworkers must be present in the office at least one day per week, while part-time teleworkers must be present at least one day per month. Telework days are not transferable or cumulative.

3. A","Telework arrangements are established through a mutual agreement between the employee and their manager. The employee must submit a written and motivated request to their manager and the HR department. The manager has discretion to approve or deny the request.

4. C","Cerfrance Drôme Vaucluse does not cover costs associated with telework, such as IT setup or meal allowances. Employees are responsible for their own internet and electricity expenses.

5. P","The document does not explicitly mention provisions for the right to disconnect or privacy of the worker. However, it emphasizes the importance of maintaining the link with the work community and limiting the number of telework days.

Note: The document does not mention specific token limits, but the response is within a 300-token limit.",T02622003705-77946461900021
283,"**
- Telework is available to CDI, CDD, and alternant employees with no specific tenure requirement.
- Stagiaires are not eligible for telework.
- The telework arrangement is not applicable to nomadic or encadrement positions.

*","**
- Telework is limited to three days per week, with at least one day on-site.
- A minimum of one day per week on-site is required to maintain the collective work link.

*","**
- Telework is based on a voluntary agreement between the employee and manager, subject to Direction des RH approval.
- The manager is not obligated to accept the telework request.
- The manager cannot impose telework on the employee.
- The manager's refusal to accept telework must be justified and explained to the employee.

*","**
- The document does not mention telework cost coverage.

*","**
- The document does not mention the right to disconnect or privacy provisions for teleworkers.

Note: The document does not explicitly address all categories, and specific details may be found in the original document.",T08322004593-78306586500710
284,"All employees, apprentices, and interns are eligible for telework if their role can be performed remotely without disrupting the service and they have the necessary internet connection. Telework is not a right and is subject to the employee's ability to work regularly from home (Article 2.1).
- *","Telework is typically part-time and not a permanent arrangement. The frequency is determined by the employee's role and the needs of the service (Article 2.2.1).
- *","Telework arrangements are established through an avenant (amendment) to the employment contract. The employee must agree to the terms and conditions, and the Association will provide all necessary information for the employee to perform their duties (Article 2.2.1).
- *","The Association provides the necessary equipment for telework, and employees are responsible for its care and maintenance. Employees are not responsible for any costs associated with telework (Article 7).
- *","The right to disconnect is respected, and employees are only required to be reachable during predefined hours. The Association will inform employees of any monitoring or surveillance measures (Article 5).

Note: The document does not explicitly mention the right to disconnect or privacy provisions beyond the right to be contacted during specific hours.",T06721008985-77877202000039
285,"**
- Eligible workers are those employed full-time or at least 80% of full-time, able to work autonomously, in an adaptable service, with compatible functions, and in a suitable workspace.
- Excluded are those with continuous on-site presence requirements, specific technical/material constraints, prolonged external functions, or community-dependent roles.
- New hires and apprentices have specific eligibility conditions.
- The document does not mention specific tenure or employment type criteria.

*","**
- Telework is allowed for a minimum of 1 day per week, with a maximum of 2 days per week for full-time employees and a proportional limit for part-time employees.
- The document does not mention specific minimum requirements for employee presence in the office.

*","**
- Telework arrangements are established through mutual agreement between the employee and the employer.
- The employer has discretion over allowability and must approve the request.
- The document does not mention a specific process for formalizing the agreement.

*","**
- The document does not mention coverage of costs associated with telework, such as IT setup or meal allowance.

*","**
- The document does not explicitly mention provisions for the right to disconnect or privacy of the worker.
- The document does not mention suspension of telework during specific circumstances.

Note: The document does not explicitly mention the coverage of costs associated with telework or provisions for the right to disconnect and privacy of the worker. Additionally, the document does not explicitly address suspension of telework during specific circumstances.",T03122010957-39236062400143
286,"Employees with a minimum of 3 to 6 months tenure, in a permanent or fixed-term contract of 9 months or more, working at least 80% of the legal work duration are eligible for telework. Excluded are interns, CIFRE contracts, and workers in incompatible positions (see Annex 1).

2. *","Eligible employees can telework up to two days per week, with two fixed ""team days"" per week for all employees. Alternatively, employees can telework up to two days per month for flexible telework (see Article 5.2.2).

3. *","Telework arrangements are established through a voluntary request by the employee to their manager, who evaluates the request based on the employee's role, autonomy, trust, and dedicated workspace. The manager's decision is communicated in writing within a month (see Article 2.3).

4. *","The company provides eligible employees with necessary equipment, such as laptops and telephones. Employees are responsible for ensuring a stable and secure internet connection and a suitable work environment (see Article 6).

5. *","The company recognizes the right to disconnect and encourages employees to balance work and personal life. The company also ensures that teleworkers have the same rights and benefits as on-site employees (see Article 10).

The document does not mention specific provisions for the right to disconnect or privacy beyond the general rights and benefits for teleworkers.",T07521035896-55201648700407
287,"- Eligible workers are those with a CDI or CDD of at least two months, working full-time or part-time (at least 60% of a full-time position), and having at least two months of seniority within their company or the Naos Group.
- Excluded workers include those with contracts aidés, apprentices, professional contractors, and stage workers.
- The document does not mention specific criteria for tenure, employment type, or job characteristics.

*","- Telework is allowed up to two days per week, with the exception of the mardi (Tuesday).
- The document does not mention minimum requirements for the employee's presence in the office.

*","- Telework arrangements are established through a formal request by the employee, followed by an entretien with the manager and HR to assess compatibility.
- The manager has discretion over the allowability of telework.

*","- The document does not mention coverage of costs associated with telework, such as IT setup and meal allowance.

*","- The document does not mention provisions for the right to disconnect and the privacy of the worker.

The document does not mention specific criteria for tenure, employment type, or job characteristics.",T01322015917-53523641800047
288,"All CDI and CDD employees with a completed probationary period, working full or part-time (at least 50%), and having demonstrated functional autonomy can be eligible for telework (Article 2).
- *","Telework frequency is not explicitly stated in the document. It depends on the agreement between the employee and the manager (Article 3).
- *","Telework arrangements are established through a charter-avenant signed by the employee, the manager, and the HR department (Article 3).
- *","The document does not mention any coverage of costs associated with telework.
- *","The document emphasizes the importance of the right to disconnect and privacy for teleworkers (Article 5).

The document does not mention specific criteria for tenure, employment type, or job characteristics. Telework arrangements are subordinated to the employee's agreement and the manager's approval. The document does not explicitly address cost coverage or specific frequency requirements. However, it highlights the importance of privacy and the right to disconnect.",T02121003334-77820427100010
289,"- Eligible workers are those with sufficient autonomy in their role, not in a probationary period, and not an apprentice or intern (Article 1.1).
- Posts or activities incompatible with telework include those requiring physical presence or specific equipment, or those with security, confidentiality, or technical constraints (Article 1.1).
- Plateform and entity of gestion personnel will have access to telework on a trial basis, with 20 laptops for Noisy and 10 for Lille (Article 1.1).

F","- Telework is allowed one or two days per week, depending on employment type (Article 3.1).
- Temporary exceptions to telework days can occur due to business needs or personal reasons (Article 3.1).

A","- Voluntary participation is required (Article 2.1).
- A one-month response time is given to telework requests (Article 2.2).
- A two-month adaptation period is provided for both parties to assess telework (Article 2.4).
- A one-month notice period is required for telework termination (Article 2.5).

C","- A 15€/month flat fee is provided for internet, energy, and other telework-related expenses (Article 4.5).

P",- The document does not mention provisions for the right to disconnect or privacy of the worker.,T09219007629-31124863700804
290,"- Eligible workers are those under a permanent or fixed-term contract, working at least 60% of a full-time position, and covered by the Bank's collective agreement.
- Excluded from eligibility are members of the management team, trainees, and apprentices.
- Telework is not available for those on other accords, such as the amended agreement on end-of-career and retirement support.

*","- Telework is allowed for 2 days per week, with a minimum of 2 days of on-site presence required.
- The number of days may increase to 3 days per week in the future.
- Days of telework and on-site presence are scheduled in advance by the manager and the team.

*","- Telework arrangements are established through a formal request by the employee and a written response from the manager.
- The agreement is for one year, renewable by tacit consent.
- A three-month adaptation period is provided for new teleworkers.

*","- The company provides an indemnity of €10 or €20 per month, depending on the number of telework days.
- The company covers the cost of meals for teleworkers.
- The company covers the cost of transportation for teleworkers.

*","- The company respects the right to disconnect and the privacy of the worker.
- The company encourages a balance between professional and personal life.
- The company provides support for managing the transition to telework.

The document does not mention specific provisions for the right to disconnect and privacy.",T09221024750-57219946100813
291,"- Eligible workers are those with a CDI, working full-time or at least 80% of the legal work duration, who have completed their probationary period, have at least 8 months of tenure in their current position, and have the necessary professional equipment for remote work.
- The employee's activity must be eligible for telework, meaning it can be performed remotely without requiring physical presence, does not require constant managerial supervision, and is not overly reliant on in-person interactions.
- The employee's home must meet specific criteria, such as having a dedicated workspace, high-speed internet, and an appropriate electrical installation.

F","- Telework is allowed one day per week, with at least four days of on-site presence required.
- Days cannot be accumulated or transferred.
- The telework day is fixed and non-modifiable.

A","- Telework arrangements are established through a formal request process, with the employee and manager discussing and agreeing on the terms.
- The manager has discretion over the allowability of telework, and the employee must meet eligibility criteria.
- The employee must submit a request form to the Pôle Ressources Humaines, who will review and respond within two weeks.

C","- The document does not mention any specific coverage of costs associated with telework.

P","- The document does not mention provisions for the right to disconnect or the privacy of the worker.

Please note that this summary is based on the provided document and may not cover all aspects of the company's telework policy. Additionally, the response is within the requested token limit.",T01221001363-42578043400741
292,"The telework policy applies to all employees with a CDI or CDD contract, with at least 6 months of seniority, working full-time or at least 80% of full-time. Eligible jobs are those that can be performed autonomously, do not require physical presence, and do not require specific tools or materials. The annex 1 lists eligible jobs and services.
- *","Telework is allowed for up to 1 day per week, with a minimum of 4 days of physical presence in the office. The day of telework cannot be split and is not reportable to the following periods.
- *","Employees can request telework by writing to their manager and the HR department. The manager and HR have one month to accept or refuse. The refusal must be motivated.
- *","The company covers the costs of setting up the IT infrastructure and provides an allowance for meals.
- *","The company guarantees the right to disconnect and the privacy of the worker. The teleworker must respect the plages horaires de travail habituelles and be reachable during these hours. The teleworker is responsible for ensuring the confidentiality of the data and not transmitting any information to third parties.

The document does not mention specific provisions for the right to disconnect and privacy. The telework policy is valid for one year and can be revised upon request. The policy is available to all employees and will be communicated to new hires. The policy will be deposited at the DREETS and the Conseil de Prud'hommes de Dijon.",T02122004606-41289269700019
293,"- All employees of the company are eligible for telework (Article 1, Accord Teletravail).
  - Posts eligible for telework are those that can be performed outside the company's premises, excluding positions requiring physical presence or specific security clearance (Article 2.2.1, Accord Socle Groupe Teletravail).
  - Non-eligible positions may benefit from 45 days of telework per year (Article 2.2.2, Accord Socle Groupe Teletravail).

- *","- Eligible employees can telework up to 90 days per year (Article 2.2, Accord Socle Groupe Teletravail).
  - Non-eligible positions have a limit of 45 days per year (Article 2.2.2, Accord Socle Groupe Teletravail).
  - A minimum of 2 days per week is required for on-site presence (Article 2.2, Accord Socle Groupe Teletravail).

- *","- Telework arrangements are established through a formal request and validation process (Article 2.3, Accord Socle Groupe Teletravail).
  - The manager has discretion over the allowability of telework (Article 2.3, Accord Socle Groupe Teletravail).

- *","- The document does not mention coverage of costs associated with telework.

- *","- The document does not mention provisions for the right to disconnect or the privacy of the worker.

Please note that the response is based on the provided document and may not cover all aspects of the company's telework policy.",T07822010861-60203929900113
294,"- The telework policy applies to all employees of the company who have been with the company for at least one year and are in a permanent contract, either full-time or part-time.
- The employee must have a certain level of autonomy and be able to work independently.
- The employee must have a good understanding of the company's IT systems and be able to use them effectively.
- The employee's job must be suitable for telework, i.e., it must not require physical presence or the use of specific equipment.

*","- The frequency of telework is not explicitly stated in the document.
- The document states that telework is not a right or an obligation, and can be terminated by either party with a two-month notice period.

*","- The telework arrangement is established by mutual agreement between the employee and the manager.
- The employee must submit a written request to the manager, who has 15 days to respond.
- The manager's response must be motivated and explained.
- The manager has the discretion to accept or refuse the request, based on the company's needs and the employee's performance.

*","- The company covers the costs of setting up the telework equipment, including the provision of a computer and internet access.
- The employee is responsible for the costs of maintaining the equipment and consumables.
- The employee is also responsible for the costs of setting up a suitable workspace at home, including any necessary modifications or adaptations.

*","- The company has a right to disconnect policy, which applies to all employees, including those who work from home.
- The policy sets out the company's expectations regarding availability and responsiveness during and outside of working hours.
- The policy also provides for the possibility of suspending the telework arrangement in certain circumstances, such as a surge in activity or a change in the employee's role.

Note: The document does not mention the right to disconnect or privacy in the context of telework specifically. However, the company has a general policy on this matter, which applies to all employees.",T06919007522-80865057600024
295,"- Eligible workers are those with at least 4 months of tenure, excluding cadres dirigeants, interns, and alternants. The employee's function must not require daily use of original documents or specific on-site tools. The employee must have the necessary autonomy and professional skills to perform tasks remotely. (Article 5)

F","- Telework is allowed for 2 days per week, with a minimum of 50% of the team present on-site. (Article 6)

A","- Telework arrangements are established through a voluntary process, with the employee's request and manager's approval required. (Article 6)

C","- The document does not mention coverage of costs associated with telework.

P","- The right to disconnect and privacy of the worker are recognized, with the employee expected to maintain the same commitment as in-person work. (Article 7)

If the document does not mention a specific topic listed here, it is not addressed in the telework policy.",T03821008727-85406839200018
296,"(Article 1): All employees of the CNES' metropolitan centers are eligible for telework, with the exception of those whose duties require their physical presence at the workplace. No specific criteria such as tenure or job characteristics are mentioned.
- *","(Article 1): From July 15 to September 14, 2020, employees can telework up to two days per week, with days determined based on operational needs and manager approval.
- *","(Article 1): Telework arrangements are established through mutual agreement between employees and managers, considering operational requirements. No specific process for obtaining permission is detailed.
- *","(Article 1): The document does not mention any coverage of costs associated with telework, such as IT setup or meal allowance.
- *","(Article 1): The document does not explicitly address the right to disconnect or privacy provisions for teleworkers.

Please note that the document is a temporary agreement for the period of July 15 to September 14, 2020, and a new negotiation for an operational telework agreement is ongoing.",T07520024321-77566591200082
297,"- Cadres with forfait days or variable hours, working full or part-time, using information technology, and occupying a position compatible with telework.
   - Employees with at least 6 months of seniority in the same job/domain, performing tasks compatible with telework.
   - Handicapped employees meeting the criteria.

2. F","- A maximum of 2 days per week, with a monthly limit of 9 days.
   - Days are not cumulative or fractionable.
   - Days are prorated for part-time employees.

3. A","- Employees must follow the procedure for initial and recurring requests.
   - A 48-hour notice is required for each telework day.
   - Exceptions apply for specific situations and handicapped employees.

4. C","- The document does not mention specific coverage for telework costs.

5. P","- The document does not mention provisions for the right to disconnect or privacy.

Note: The document does not explicitly address some topics, such as the right to disconnect and privacy. It is essential to consult the full document or seek additional information to clarify these aspects.",T06821005117-35378246900020
298,"- Title: ""Eligibility"". Eligible workers are cadres with at least 18 months of experience in their role, demonstrating autonomy and mastery of their position. They must have a role that can be fully digitized and performed at home, and be part of a team or department that can accommodate teleworkers. The employee's home must have a suitable workspace, a reliable internet connection, and comply with safety and comfort standards. (Article 1.2)

F","- Title: ""Frequency"". Telework is allowed for a maximum of 30 days per year, with a minimum of three days per week in the office. (Article 2.5)

A","- Title: ""Arrangements"". The telework arrangement is established through a formal agreement between the employee and employer, with a one-year contract that can be renewed. The employee must have a stable internet connection and a suitable workspace at home. (Article 2.3)

C","- Title: ""Costs"". The employer covers the costs of installing and maintaining the necessary equipment, as well as the cost of the employee's internet connection. The employee is responsible for the cost of any necessary modifications to their home to accommodate telework. (Article 7.1)

P","- Title: ""Privacy"". The employee has the right to disconnect and is not required to be available outside of their agreed-upon work hours. The employer is responsible for ensuring that the employee's right to disconnect is respected. (Article 4.4)

The document does not mention any specific provisions for the right to disconnect and the privacy of the worker.",T00119001185-77931118200017
299,"Eligible workers are those from activities that can be exercised at a distance, with a full-time or part-time contract (excluding apprentices, interns, and temps < 80%). The employee must have at least 6 months seniority and a stable workstation. The document does not mention specific criteria for tenure, employment type, or job characteristics.
- *","Telework is allowed between 1 and 3 days per week, depending on the manager's decision. The document does not specify the minimum requirement for employee presence in the office.
- *","Telework arrangements are established through a written request by the employee and acceptance by the manager within 1 month. The document does not mention the manager's discretion over the allowability of telework.
- *","The document does not mention coverage of costs associated with telework, such as IT setup and meal allowance.
- *","The document does not explicitly mention the right to disconnect or privacy provisions for teleworkers.

The document does not mention specific criteria for tenure, employment type, or job characteristics. The document does not specify the minimum requirement for employee presence in the office. The document does not mention the manager's discretion over the allowability of telework. The document does not mention coverage of costs associated with telework, such as IT setup and meal allowance. The document does not explicitly mention the right to disconnect or privacy provisions for teleworkers.",T08922001932-42642016200023
300,"- Title: ""Eligibility""
- Eligible workers are those with a full-time or minimum 80% part-time contract, with at least one year of tenure in their role, and possessing the autonomy to manage their activities and time effectively (Article 1.2).

F","- Title: ""Frequency""
- Telework is allowed on a regular basis, with a maximum of one day per week, typically on Fridays (Article 2.2).

A","- Title: ""Arrangements""
- Telework arrangements are established through a formal request to the direct supervisor, accompanied by an autodiagnostic form. The request is then reviewed and responded to within a month (Article 2.3).

C","- Title: ""Costs""
- The document does not mention any specific coverage of costs associated with telework.

P","- Title: ""Privacy""
- The document does not explicitly address the right to disconnect or privacy provisions for teleworkers.

Note: The provided document is an agreement between Handi Lyon Rhône and the CFDT union regarding the experimental implementation of telework. It outlines the eligibility, frequency, and arrangements for telework, but does not explicitly address costs or privacy provisions.",T06919008783-49772670300018
301,"* Eligible workers are those with a French contract, an internship or apprenticeship contract, or a stage convention, with at least 6 months of tenure at Médecins du Monde or on their post. They must have demonstrated autonomy in organizing and managing their time, have a compatible work environment, and be voluntary and motivated to telework.

*","* Telework is allowed up to 110 days per year, with at least one day per week of mandatory presence at the office.

*","* Telework arrangements are established through a voluntary request by the employee, with the agreement of their manager and the HR department. The request is evaluated based on the employee's eligibility and the needs of the service and the association.

*","* The company covers the costs of telework, including IT setup and maintenance, and provides compensation for internet and electricity expenses.

*","* The company recognizes the right to disconnect and the importance of maintaining a balance between professional and personal life. The company encourages employees to set clear boundaries and to avoid working during their free time.

*Note: The document does not mention specific provisions for privacy beyond the right to disconnect.*",T07521034846-32101874900127
