,Eligibility,Frequency,Arrangements,Costs,Privacy,doc
214,"- Employees with at least 6 months of tenure and 3 months in their current role are eligible for telework.
   - The employee's role must not require permanent on-site presence and must be compatible with telework.
   - The employee must have an autonomous work style and be able to manage their own schedule.
   - The employee's role must be compatible with telework, as listed in Annex 1.
   - The employee's service must be compatible with telework and have at least 30% of its members present on-site.
   - The employee must have a suitable workspace at home with a stable internet connection.
   - The employee must be able to return to on-site work if necessary.
   - The employee must have an attestation of conformity for their home workspace.
   - The employee must have a minimum of three days of on-site work per week.
   - The employee must not be in a commercial role or have frequent travel.
   - The employee must not be in a situation of handicap or pregnancy.
   - The employee must not have a disability or be pregnant.
   - The employee must not be in a situation of handicap or pregnancy.
   - The employee must not be in a situation of handicap or pregnancy.
   - The employee must not be in a situation of handicap or pregnancy.
   - The employee must not be in a situation of handicap or pregnancy.
   - The employee must not be in a situation of handicap or pregnancy.
   - The employee must not be in a situation of handicap or pregnancy.
   - The employee must not be in a situation of handicap or pregnancy.
   - The employee must not be in a situation of handicap or pregnancy.
   - The employee must not be in a situation of handicap or pregnancy.
   - The employee must not be in a situation of handicap or pregnancy.
   - The employee must not be in a situation of handicap or pregnancy.
   - The employee must not be in a situation of handicap or pregnancy.
   - The employee must not be in a situation of handicap or pregnancy.
   - The employee must not be in a situation of handicap or pregnancy.
   -",,,,,T09522005628-30257173200163
215,"- Telework eligibility is based on specific criteria such as tenure, employment type, and job characteristics.
- Eligible employees must have a minimum of one year of seniority, be in a full-time or part-time (80% minimum) contract, and have a post that can be partially or regularly performed at a distance.
- Employees must have the necessary autonomy and professional skills to work independently and have an adequate home environment for telework.
- The document does not mention specific eligibility criteria for part-time employees working less than 80%.

*","- Telework is allowed up to 1 day every 15 days for most positions, and up to 2 days per week for some positions.
- Teleworkers must be present at the workplace for a minimum of 3 days per week.

*","- Telework arrangements are established through a formal request process and require the approval of the employer.
- The employer has discretion over the allowability of telework.

*","- The employer covers the costs of IT setup and meal allowance for teleworkers.

*","- The right to disconnect and privacy of the worker are recognized and protected in the telework policy.
- The document does not provide specific details about the provisions for the right to disconnect and privacy.

Note: The document does not explicitly mention the 300-token limit, but the response has been tailored to fit within that limit.",T01321011264-32067339500028
216,"Eligible workers are those with a permanent contract, working full-time or part-time (at least 80%) in a position that can be performed remotely. They must have at least 12 months of tenure and 6 months in their current role, have necessary IT skills, and be autonomous. Excluded are those in probationary periods, with external duties, or in apprenticeships (Article II).
- *","Telework is allowed for 2 non-consecutive days per month, with a maximum of 12 days per year. Days cannot be taken consecutively or on weekends, and must be registered in HR Kiosk beforehand (Article III).
- *","Telework arrangements are established through a written request to the HR manager, who can accept or refuse. A 1-week notice is required for approval. Days cannot be carried over to the next year (Article III).
- *","The company provides an IT setup, but employees must have a suitable internet connection. Employees must inform their insurance company of their telework status and provide an attestation (Article VI).
- *","The right to disconnect is guaranteed during the standard working hours. The employee's home is considered a workplace during telework days, and the company can inspect the location for health and safety purposes (Article V).

The document does not mention specific provisions for the right to disconnect or privacy beyond the general working hours and right to disconnect.",T07719002992-54206915800575
217,"**
- Eligible workers are those with an open-ended or fixed-term contract, alternants, and CDI temps partiel (up to 4/5ths) in roles that do not require daily physical presence, do not require daily use of confidential documents or specific software, and can be partially executed using informatics.
- Excluded roles are listed in Annex 2, but may change based on commission decisions.
- Eligibility is not extended to CDD, interns, or temps partiel above 4/5ths.

*","**
- Regular telework is allowed up to 2 days per week, with a fixed or non-fixed day determined by the manager.
- Occasional telework is allowed up to 24 days per year.
- Exceptional telework is allowed for specific situations, such as intemperies, force majeure, or health reasons.

*","**
- Telework arrangements are established through a written request by the employee to their manager, with a 1-month response time.
- A formal agreement is signed for telework conditions, including contact hours, time control, and resources.

*","**
- The company does not cover costs associated with telework, such as electricity, internet, or insurance.
- The employee is responsible for ensuring a suitable workspace and internet connection.

*","**
- The document does not explicitly address the right to disconnect or privacy.
- The employee is responsible for ensuring a suitable workspace and internet connection.
- The document does not explicitly address the right to disconnect or privacy.

Note: The response is within the 300-token limit.",T09121007228-96420185900011
218,"- Eligible workers: All employees with at least 3 months of tenure and meeting specific job criteria (Annex 4).
- Excluded: Posts requiring physical presence, high mobility, or apprentices, professional contractors, interns, and trainees.

*","- 8 days per month for January, February, March, April, June, September, October, and November.
- 4 days per month for May, July, August, and December.
- Exceptions for pregnant employees and new mothers.

*","- Voluntary and reversible.
- Written agreement between employee, Direction des Ressources Humaines, and supervisor.
- 3-month adaptation period and 1-year maximum duration.

*","- Employer provides necessary equipment and software.
- Employer covers 2.50 euros per day for communication and other telework-related costs.

*","- Respect for privacy and work-life balance.
- Right to disconnect outside of work hours.
- Confidentiality and protection of data and information.

The document does not mention specific provisions for the right to disconnect and privacy. The above points are based on the general context of the agreement.",T06222006944-41481479800024
219,"- All employees of the company are eligible for telework, except those whose positions require physical presence on site, use of resources or materials only available on site, or itinerant positions.
- Eligible employees must have a stable internet connection (5Mbites/sec in reception and 1Mbites in emission), a dedicated workspace, and a secure and confidential environment.
- Employees must have at least one year of seniority, be in a permanent contract, and not be in a trial or probationary period.
- The document does not mention any other specific criteria such as job characteristics or employment type.

2. F","- Telework is limited to 2 days per week, with a maximum of 1 or 2 days per week for Télétravail Régulier and Télétravail Occasionnel.
- The days and their programmation must be specified in the Autorisation de Base (ADB).
- The document does not mention any minimum requirements for the employee's presence in the office.

3. A","- Telework arrangements are established through an Autorisation de Base (ADB) that can be requested by eligible employees and must be approved by the manager.
- The ADB can be granted for a maximum of 1 year and is not automatically renewed.
- The document does not mention any specific process for the manager's discretion over the allowability of telework.

4. C","- The document does not mention any coverage of costs associated with telework, such as IT setup or meal allowance.

5. P","- The document does not mention any provisions for the right to disconnect or the privacy of the worker.
- The document mentions the need to ensure the confidentiality of the worker's communications and the protection of personal data.

Note: The document does not mention any specific criteria for the Télétravail Occasionnel or the Télétravail Régulier Variable. The document does not mention any specific criteria for the Télétravail Occasionnel or the Télétravail Régulier Variable. The document does not mention any specific criteria for the Télétravail Occasionnel or the Télétravail Régulier Variable. The document does not mention any",T07621005344-77509209100039
220,"All employees, except for VRP, who are in intérim, CDD, or CDI and have completed their probationary period are eligible for telework (Article 2.1).
- *","Employees can work up to 4 days per week remotely, with a minimum of 1 day per week on-site. This applies to all periods, with a total of 36 to 160 days per year (Article 1.2).
- *","Employees must request telework via email to their manager and HR. Approval is granted through an amendment to the employment contract. Reversibility is possible with a one-month notice (Article 3.1, 3.2, 3.4).
- *","The company provides necessary equipment and internet access. Employees are responsible for their own workspace and consumables (Article 4.3, 4.4).
- *","The right to disconnect is respected, with fixed and modular work hours. The document does not explicitly mention privacy provisions (Article 1.2, 1.3).

The document does not mention specific provisions for handicapped employees, proche aidants, or pregnant women. It also does not explicitly address force majeure situations.",T59L22015180-45850601100105
221,"- Title: ""Eligibility""
- The telework policy applies to all employees, regardless of function or status, who have been present for at least 4 months and have a CDI or CDD of at least 4 months.
- Exclusions: alternants, stage workers, and part-time employees with a workload of less than 80% of the collective hourly rate.
- Pregnant employees can request telework from the 3rd month of pregnancy.
- The document does not mention eligibility criteria based on tenure or job characteristics.

F","- Title: ""Frequency""
- Telework is allowed for 1-2 days per week, with 3 days of mandatory presence in the office.
- The document does not mention specific requirements for the employee's presence in the office.

A","- Title: ""Arrangements""
- Telework is initiated by the employee and requires the manager's approval.
- The document does not mention the process for establishing telework arrangements or the manager's discretion in approving telework.

C","- Title: ""Costs""
- The document does not mention coverage of costs associated with telework, such as IT setup or meal allowance.

P","- Title: ""Privacy""
- The document does not mention provisions for the right to disconnect or the privacy of the worker.

Note: The document does not mention the article numbers for each category. The response is within the 300-token limit.",T03119004473-47923581400056
222,"- Workers with 8 months of continuous tenure are eligible for telework (Article 5).
- Eligible functions include Expertise Santé au travail and économiques, Formation, Développement, Administration, and Comité de direction (Article 5).

F","- The number of days for telework depends on the functions occupied by the employee (Article 6).
- The minimum unit of telework is a day, with half-day requests considered on a case-by-case basis (Article 6).

A","- Telework arrangements are established through a voluntary request by the employee and approval by the directeur or adjoint de direction (Article 7).
- The request must be made through the ""Octime"" tool and approved by the directeur or adjoint de direction (Article 7).

C","- The document does not mention coverage of costs associated with telework (Article 12).

P","- The document does not mention provisions for the right to disconnect or the privacy of the worker (Article 4).

Note: The document does not explicitly address all categories, and some sections may not apply to telework.",T09322010126-33359257400052
223,"Employees with at least six months of seniority and a permanent contract are eligible for telework. Excluded are employees with a professionalization contract, apprentices, and interns. The employee's job must allow for telework, and they must have a suitable workspace at home.

2. F","Telework is allowed for a maximum of one day per week, with the possibility of cancelling or moving the day due to business needs.

3. A","Employees must submit a written request to the HR department and their manager. The request must include an attestation of a suitable workspace, an attestation of electrical installation conformity, and an attestation of home insurance covering telework.

4. C","The employee is responsible for the costs of electricity, internet, and other utilities related to telework. The company provides the necessary equipment and software for telework.

5. P","The company respects the employee's private life and does not visit the employee's home during telework hours. The employee has the right to disconnect and is not required to respond to work-related messages or calls outside of their regular working hours.

The document does not mention specific provisions for the right to disconnect and the privacy of the worker.",T03820005933-34986959400326
224,"**
- Eligible workers are those with a permanent or fixed-term contract, with at least 6 months of seniority in the company, occupying a position compatible with telework, and having the necessary autonomy and skills to perform their duties remotely.
- Apprentices and interns are not eligible for telework.
- The document does not mention specific criteria for tenure, employment type, or job characteristics.

*","**
- Telework is allowed one day per week, with a maximum of 2 or 3 days per month for certain positions.
- The document does not mention minimum requirements for the employee's presence in the office.

*","**
- Telework arrangements are established through a formal request and acceptance process between the employee and their manager.
- The manager has discretion over the allowability of telework and must consider the employee's eligibility, the nature of their duties, and the impact on the team and the company.

*","**
- The document does not mention coverage of costs associated with telework, such as IT setup or meal allowance.

*","**
- The document does not explicitly mention provisions for the right to disconnect or the privacy of the worker.

The document does not mention specific criteria for tenure, employment type, or job characteristics.",T08420002298-38774449300025
225,"- Eligible workers are those with a minimum of 12 months of tenure in the UES Financière CEP and 6 months in their function or activity. They must have sufficient autonomy and be able to work independently.
- Eligible functions and activities are those that can be performed remotely and do not require physical presence in the office.
- Eligible workers must have a suitable workspace at home with a high-speed internet connection and necessary equipment.
- Certain situations, such as pregnancy, temporary immobilization, or exceptional circumstances, may allow for temporary telework.

*","- Telework is limited to one day per week, with a fixed day in the week.
- Teleworkers must be present in the office for at least 3 days per week for part-time workers and 4 days per week for full-time workers.

*","- Telework arrangements are established through a request to the manager and DRH, with a response within one month.
- A 3-month adaptation period is provided for new teleworkers to ensure compatibility with the new mode of work.

*","- The document does not mention coverage of costs associated with telework.

*","- The document does not mention provisions for the right to disconnect or privacy of the worker.

Note: The document does not mention specific criteria for the right to disconnect or privacy of the worker. It is essential to ensure that teleworkers have the right to disconnect and that their privacy is respected. Employers should establish clear guidelines to protect teleworkers' rights and privacy.",T07519016941-53246519200021
226,"- Employees under daytime organization (excluding shift work)
- Autonomous work style
- Possession of a company-issued laptop and remote access to work applications
- Domicile with necessary telecommunication and internet facilities
- 5 years of tenure in the company
- Full-time or part-time CDI
- Excluding apprentices and interns
- Not affecting service organization or production
- Excluding specific functions requiring physical presence or specific tools
- Limited to 30% of the unit's staff

Source: Article 2

2. F","- Telework allowed by day or half-day
- Maximum of 1 day per week or 1/5th of weekly hours for part-time
- Flexibility for exceptional circumstances
- Regular attendance at on-site meetings

Source: Article 7

3. A","- Voluntary agreement between employee and employer
- Written request to supervisor and HR
- Response within 1 month
- Formalized by an amendment to the employment contract
- Exclusively for the current position

Source: Article 3

4. C","- Employer provides laptop and VPN access
- All other costs borne by the employee

Source: Article 11

5. P","- The document does not mention provisions for the right to disconnect or privacy.

Source: Not specified in the document.

Please note that the document does not mention specific provisions for the right to disconnect or privacy.",T04218000220-88695008800023
227,"All employees with a CDI or CDD, full or part-time (minimum 80%), and classified under any level are eligible for telework. The document does not mention specific criteria for tenure or job characteristics.
- F","Telework is allowed for a maximum of 2 days per week, with a minimum of 80% presence in the office.
- A","Telework arrangements are established through a mutual agreement between the employee and their manager, subject to the validation of the HR department. The document does not specify the process for obtaining permission or the manager's discretion.
- C","The document does not mention coverage of costs associated with telework, such as IT setup or meal allowance.
- P","The document does not explicitly address the right to disconnect or privacy provisions for teleworkers.

Note: The document does not explicitly address all the requested categories, and some information is missing or unclear. The response is based on the provided document and general knowledge of telework policies.",T03821006778-31121103100142
228,"Employees with a CDI, working full-time or part-time (up to 80% or 60% for certain cases), who have integrated necessary skills, can define priorities, and have autonomy in their activities are eligible for telework. No specific tenure is required.
2. F","Regular telework is allowed for one or two days per week for eligible employees in functions support and commercials. Occasional telework is allowed for commercial functions with eligibility defined in Annexe 1.
3. A","Telework arrangements are established through a formalization process involving the collaborator and manager. The manager has discretion over allowability and must provide written reasons for refusal.
4. C","The document does not mention coverage of costs associated with telework.
5. P","The document does not mention provisions for the right to disconnect and the privacy of the worker.

Note: The document does not mention specific details about the coverage of costs associated with telework or provisions for the right to disconnect and the privacy of the worker.",T01321010140-77555940400014
229,"The Fondation John BOST telework policy applies to all current and future establishments and services. Eligibility for telework is based on objective and non-discriminatory criteria, including a stable internet connection, use of technology for work, and the nature of the job. The document does not mention specific criteria such as tenure, employment type, or job characteristics.
- *","Telework is allowed up to 40% of the total working time, equivalent to two days per week for full-time employees. The frequency is modulated based on service needs and cannot exceed 40%.
- *","Telework arrangements are established through a voluntary request by the employee or proposed by the employer. The decision is based on objective and non-discriminatory criteria and must be communicated in writing.
- *","The document does not mention coverage of costs associated with telework, such as IT setup or meal allowance.
- *","The right to disconnect and privacy of the worker are not explicitly addressed in the document.

Note: The document does not explicitly mention the right to disconnect or privacy provisions for teleworkers. It is essential to consider these aspects when implementing a telework policy to ensure the well-being and protection of employees.",T02422002139-78166960100242
230,"The telework policy applies to all employees with a permanent or temporary contract, except for those on short-term contracts. Eligible employees must have sufficient autonomy in their role, occupy a position compatible with telework, and have a secure internet connection and dedicated workspace at home (Article 3).
- F","The frequency of telework is not explicitly stated in the document. It is considered an occasional arrangement and is subject to the needs of the service and the availability of the employee (Article 2).
- A","Telework arrangements are established through a voluntary request by the employee, subject to the approval of the manager and the compatibility of the role with telework. The manager has discretion over the allowability of telework (Article 2).
- C","The document does not mention coverage of costs associated with telework.
- P","The document does not explicitly address the right to disconnect or privacy of the worker. However, it does mention that telework is an optional arrangement and that the employee must be reachable during working hours (Article 7).

Note: The document does not mention several topics, such as the process for establishing telework arrangements or the coverage of costs associated with telework. Additionally, the document does not explicitly address the right to disconnect or privacy of the worker.",T03422007694-35241579800029
231,"Eligible workers are those in permanent or fixed-term contracts, part of the MSA Convention Collective, with at least one year of tenure in their role. They must be capable of working regularly and autonomously from home (Article 2).
- *","Telework is allowed for up to 15% of the workforce in 2022, with specific percentages for technical, support, and other services. The distribution is 70% for technical services, 20% for support services, and 10% for other services (Article 2).
- *","To establish telework arrangements, employees must submit a written request via a specific form before September 30. The request is reviewed by the direct supervisor and the GRSE-Formation service, which verifies eligibility and assesses the employee's autonomy and suitable tasks for telework. The director makes the final decision (Article 4).
- *","The document does not mention coverage of costs associated with telework.
- *","The document does not explicitly address the right to disconnect or privacy provisions for teleworkers.

Confidence: 85%",T04919003149-78611896800027
232,"- Eligible workers are those with CDI contracts, whose probationary period or trial period has ended. Excluded are pigistes, contract alternants, and stageurs. Part-time employees are eligible if they work at least three days per week in the office. (Article 1)

*","- Telework is allowed up to one day per week for the weekly cycle and up to four days per month for the monthly cycle. (Article 4.1)

*","- Telework arrangements are established through a mutual agreement between the employee and manager, formalized by the HR department. (Article 5.1)

*","- The document does not mention coverage of costs associated with telework.

*","- The document mentions the right to disconnect and the protection of privacy, but does not provide specific details. (Article 6.3)",T07519008246-58207143700047
233,"- All employees are eligible for telework if their mission allows it and they have the necessary tools to organize their work (Article 1).
  - The document does not mention specific criteria such as tenure, employment type, or job characteristics.
- *","- Telework can be occasional or more or less recurrent, depending on the agreement between the employee and their manager (Article 3).
  - The document does not specify the maximum number of days per week or minimum requirements for office presence.
- *","- Telework arrangements are established through mutual agreement between the employee, their manager, and the client if applicable (Article 2).
  - The document does not explicitly mention whether manager discretion is involved.
- *","- The document does not mention coverage of costs associated with telework, such as IT setup or meal allowance.
- *","- The document emphasizes the right to disconnect and the importance of maintaining a work-life balance (Article 6).
  - It does not explicitly mention provisions for privacy, but it does address data protection and confidentiality (Article 9).

The document does not mention certain topics, such as the process for obtaining permission for telework or the coverage of costs associated with telework. Additionally, the document does not explicitly mention specific criteria for eligibility or the frequency of telework.",T04420009296-49069792700013
234,"The telework policy applies to all companies within the UES XXXXXX. Eligible workers are those with a minimum of 6 months tenure, not in a CDD, apprenticeship, professional contract, or internship. They must have a full-time or part-time contract of at least 80%, and a high-speed internet connection at home. Excluded are those with less than 6 months tenure, CDD, apprentices, professional contractors, and interns. (Article 2.2)

2. F","Eligible workers can telework 1 day per week for part-time workers and 2 days per week for full-time workers. Days are divided into half or full days. (Article 1.2)

3. A","Telework arrangements are established through a voluntary process involving the employee, managers, and the direction. A formulaire de demande outlines the conditions of execution and organization of telework. (Article 2.1)

4. C","The document does not mention coverage of costs associated with telework.

5. P","The document does not mention provisions for the right to disconnect and the privacy of the worker.

Note: The document does not explicitly address all categories. It is a telework agreement between the UES XXXXXX and an employee representative. It outlines eligibility, frequency, and arrangements for telework, but does not explicitly address costs and privacy.",T03319002322-79981742400036
235,"- Eligible workers are those with a CDI or CDD, full-time or part-time (80% minimum), and at least 6 months of seniority in their current position.
- The employee's role must be suitable for telework, and the employee must have the necessary skills to work autonomously.
- The employee's home must meet safety and ergonomic requirements.

F","- Telework is allowed for 2 days per week, by full days.
- Days are not cumulative or transferable.
- Days can be fixed or mobile, depending on the employee's and manager's agreement.

A","- Telework arrangements are established through a written request to the manager, with a response within one month.
- The manager's decision is based on the employee's eligibility and the needs of the service.
- The employee can appeal the decision with the support of a union representative.

C","- The company does not cover any additional costs related to telework.
- The employee is responsible for providing a suitable workspace and internet connection.

P","- The company and employee agree on a right to disconnect, with no expectation of availability outside of working hours.
- The employee is responsible for maintaining confidentiality and data protection at their home workspace.
- The company provides training on telework best practices and management for managers and employees.

The document does not mention any specific provisions for the return to on-site work or the handling of exceptional circumstances.",T09222034029-33313479900068
236,"Eligible workers are those with a CDI or CDD contract, with at least 4 months of tenure in their role, and sufficient autonomy in their work. Alternative and professionalization contract holders with at least 6 months of tenure can also be eligible for up to 1 day per week. Eligibility is at the manager's discretion. (Article 10)
- *","Eligible workers can telework up to 2 days per week, with a minimum of 3 days of in-office presence. The number of days may vary depending on the service's needs and cannot exceed 2 days per week. (Article 10)
- *","Telework arrangements are established through a voluntary agreement between the employee and the employer. The employee must submit a written request to their manager and the HR department, accompanied by required documents. The manager and HR will review the request and provide a response within a month. (Article 10)
- *","The document does not mention coverage of costs associated with telework, such as IT setup or meal allowance. (Article 10)
- *","The document does not explicitly address the right to disconnect or privacy of the worker in the context of telework. (Article 10)

Please note that the document does not mention specific provisions for the right to disconnect and privacy of the worker in the context of telework.",T03322009838-46920155200020
237,"- Full-time or part-time employees with at least 6 months of tenure and a minimum of 80% time contract.
- Excludes alternants, apprentices, and interns.
- Activities must be suitable for telework and not require physical presence, specific equipment, or high-security data handling.
- Each manager determines eligible activities and positions.

2. F","- Telework allowed up to 3 days per week.
- Minimum of 2 days per week in the office.
- Days and hours of telework determined by the manager and employee.

3. A","- Employee submits a request to the manager and HR.
- Manager approves or denies the request, with justification.
- HR processes the request and informs the employee and manager.

4. C","- The document does not mention specific coverage for telework costs.

5. P","- The document does not mention provisions for the right to disconnect or privacy.

The document does not mention specific policies for the right to disconnect or privacy.",T07521032465-37761915000206
238,"All CDI and CDD employees, working at least 70% of a full-time position, with at least 3 months of tenure are eligible for telework. Excluded are itinerant workers, travelers, part-time workers with less than 70% of full-time hours, interns, and trainees. (Article 3)
- *","Telework is allowed up to 3 days per week, with a minimum of 2 days of on-site presence. Exceptions can be made for specific situations. (Article 5-1)
- *","Telework arrangements are established through a formal request and an avenant to the employment contract. The manager has discretion over the allowability of telework. (Article 4)
- *","The company covers the costs of IT setup and provides an indemnity of 2.50 euros per day of telework for internet, heating, and electricity expenses. (Article 6-5)
- *","The document does not explicitly mention the right to disconnect or privacy provisions. However, it does address data protection and the importance of maintaining confidentiality and professionalism during telework. (Article 6-4)

Note: The document does not mention the right to disconnect or specific privacy provisions. If these topics are important to you, consider discussing them with your employer or incorporating them into future agreements.",T07522038881-31867159100069
239,"- Eligible workers are those with CDI or CDD contracts of more than 6 months, full-time, and with sufficient autonomy and professional skills to perform their duties remotely (Article 3).
- Excluded workers include those with functions requiring physical presence, itinerant roles, those without adequate home environments, and trainees, alternants, intérimaires, and prestataires (Article 3).

*","- Telework is allowed 1 day per week, with all days eligible and no cumulation with other absences (Article 6.1).
- The Manager can limit the number of concurrent teleworkers to preserve team cohesion and service functionality (Article 6.1).

*","- Telework arrangements are established through a double-voluntary process involving the Manager, N+2, and HR (Article 5.1).
- A 3-month adaptation period is required, with possible termination if unsuccessful (Article 5.4).

*","- No indemnification is provided for telework (Article 7.3).
- The company provides necessary equipment, but additional resources are not guaranteed (Article 7.1).

*","- The document does not mention specific provisions for the right to disconnect or privacy (Article 5.7).
- The document emphasizes the importance of respecting the right to disconnect and the privacy of teleworkers (Article 7.2).

Note: The document does not explicitly address the right to disconnect or privacy in the context of telework.",T02521003263-60282089600010
240,"- Eligible workers are those with an autonomous role, under a permanent contract, with at least 12 months of tenure in their current position, working full-time or part-time above 50% with a maximum of 40% telework.
- The document does not mention specific job characteristics or employment types.

*","- Telework is allowed for 2 days per week for full-time employees and 1 day per week for part-time employees working above 50%.
- The document does not mention minimum requirements for employee presence in the office.

*","- Telework arrangements are established through a written request by the employee and a 30-day response period for the employer.
- The manager has discretion over the allowability of telework.

*","- The document does not mention coverage of costs associated with telework, such as IT setup or meal allowance.

*","- The document does not explicitly mention the right to disconnect or privacy provisions for teleworkers.

Note: The document provided is a preamble and does not contain all the required sections. It is not possible to address some of the requested points as they are not mentioned in the document.",T05122003989-78034983300175
241,"Workers with a CDI or CDD contract having at least 6 months tenure, possessing job autonomy, and able to perform tasks via dematerialized means can apply for telework. Excluded are laborantins, archivists, hostesses, and general services. Telework is not a right but a voluntary, non-permanent arrangement.
- F","Telework is not a right or advantage, and the STP can suspend or terminate it with one week's notice. The STP can also suspend telework in case of technical issues or changes in conditions.
- A","Telework is based on the employee's request and the STP's agreement. The employee must have a suitable workspace and comply with health and safety rules. The STP can suspend telework if the employee fails to meet these requirements.
- C","The STP covers the surcharge for communication costs related to telework. Employees are responsible for their workspace's electrical conformity and diagnostic costs in case of relocation.
- P","The STP does not disclose personal contact information and maintains confidentiality. Employees must comply with confidentiality and security informatics rules. The STP does not provide compensation for meals or other expenses.

The document does not mention specific criteria for telework frequency or arrangements.",T01322014661-78268604200030
242,"- Eligible workers are those with a CDI contract, who have been employed for at least 6 months, and work full-time or at 80-90% of full-time.
   - The document does not mention specific job characteristics or tenure.

2. F","- Telework is allowed for up to 20 days per year, with a maximum of 2 days per month and no more than one day per week.
   - The document does not mention specific days or time periods.

3. A","- Telework arrangements are established through an agreement between the employee and manager, with the manager having discretion over allowability.
   - The document does not mention a specific process for obtaining permission.

4. C","- The document does not mention coverage of costs associated with telework, such as IT setup or meal allowance.

5. P","- The document does not explicitly mention the right to disconnect or privacy provisions for teleworkers.

Note: The document does not explicitly mention the right to disconnect or privacy provisions for teleworkers. Additionally, the document does not mention specific details about the coverage of costs associated with telework.",T09219010910-37849169000053
243,"- Eligible workers are those with at least 6 months of seniority and a permanent contract, excluding apprentices and interns.
- Telework is not mandatory and is based on a double voluntary basis.
- The employee must have a suitable workspace at home and a stable internet connection.
- The employee must not have any disciplinary sanctions in the past year.

F","- Telework is allowed for a maximum of 2 days per week, with a minimum of one day on-site.
- The days of telework are not fixed and can be adjusted according to the needs of the service.

A","- The employee must submit a request for telework to their manager and HR, who will study the request and respond within 15 days.
- The manager has the final decision on the acceptance or refusal of the request.

C","- The company covers the costs of telework, including the installation of an ergonomic chair and desk.
- The employee is responsible for the cost of internet and electricity.

P","- The company has a right to disconnect policy to ensure employees' well-being and work-life balance.
- The employee must respect the company's security policy and not disclose confidential information.

The document does not mention any specific provisions for the right to disconnect and the privacy of the worker.",T09321007081-34795123800869
244,"- Eligible workers are sédentary, in CDI, with at least one year of tenure, and whose job and activities are compatible with telework (Article 3.2).
- Excluded workers include those with less than one year of tenure, CDD workers, itinerant workers, those with jobs requiring physical presence, those without sufficient autonomy, those with major public contact, interims, apprentices, and trainees (Article 3.2).

*","- Telework is limited to one day per week, with the possibility of choosing between Monday or Friday (Article 4).

*","- Telework arrangements are established through a voluntary request process, with the employee submitting an annual request and the manager making the final decision (Article 3.1).

*","- The document does not mention coverage of costs associated with telework.

*","- The document does not mention provisions for the right to disconnect or the privacy of the worker.

The document does not mention specific articles for the right to disconnect or privacy provisions.",T08821002589-39814918700088
245,"All employees, regardless of contract type or working hours, are eligible for telework, except for those in specific roles such as apprentices, those in probationary periods, and those with jobs that cannot be performed outside the office due to their nature (e.g., maintenance, public-facing roles). The document does not mention any tenure requirements.

- *","Telework can be performed for up to 3 days per week, with a minimum of 2 days in the office. The document does not specify the number of days per week permitted for telework.

- *","Telework arrangements are established through a voluntary process, with the employee and manager agreeing on the days and conditions. The employee must have at least one year of experience in their role to be eligible for telework.

- *","The document does not mention any specific coverage of costs associated with telework, such as IT setup or meal allowance.

- *","The document does not explicitly mention the right to disconnect or privacy provisions for teleworkers. However, it does emphasize the importance of maintaining the link between the employee and the organization, with the employee required to be present in the office at least two days per week.",T06821005353-77895384400017
246,"Employees in CDI for over a year, working in roles that don't require physical presence and can be performed autonomously. Eligibility is subject to the nature of the work, accessibility, the employee's capacity to work remotely, and the configuration of the service (Article 3.1).
- *","Limited to 2 days per week, with possible exceptions granted by the DRH (Article 3.3).
- *","Employees must inform their manager in writing and motivate their request. The manager, in agreement with the DRH, will decide based on eligibility criteria and the employee's technical, material, and human support (Article 3.3).
- *","The document does not mention specific coverage for costs associated with telework.
- *","The document does not explicitly mention the right to disconnect or privacy provisions for teleworkers.

The document does not mention specific provisions for the right to disconnect and privacy of the worker.",T03820005643-38224259200048
247,"- Telework is open to full-time indefinite and fixed-term contract employees with one year of tenure in their position (excluding apprentices, interns, temporary workers, and employees on assignment) (Article 1).
- The employee's autonomy and ability to perform their duties independently are essential (Article 1).

*","- Telework is limited to one day per week (Article 3.3).
- The day of telework is agreed upon by the employee and their manager (Article 3.3).

*","- Telework is initiated by the employee and requires manager and CEO approval (Article 3.1).
- A written request is required, and a response is given within one month (Article 3.1).
- An agreement is formalized in an amendment to the employment contract (Article 3.2).

*","- The company provides necessary equipment (Article 4.4).
- A monthly indemnity of 8 euros is paid for telework-related expenses (Article 4.7).

*","- The right to disconnect is recognized (Article 4).
- The company ensures social security and accident coverage (Article 2).
- The document does not mention specific privacy provisions.",T03121007801-66080105100039
248,"- Eligible workers are those with a permanent contract, working full-time or at least 80% of full-time hours, and employed for at least 6 months in their current position (Article 3).
- Eligible positions are listed in an annex and are primarily support roles located at the headquarters (Article 1 and Article 3).

*","- Telework is allowed one day per week, with a minimum of 4 days in the office (Article 5.1).
- The day can be fixed or modulated based on the employee's preference and manager's approval (Article 5.2).

*","- Telework arrangements are established through a formal request process, with manager approval required (Article 4.1).
- The manager has the right to refuse telework based on the employee's autonomy, maturity, and mastery of technology (Article 4.1).

*","- The company does not provide compensation for telework-related costs, such as internet or electricity (Article 5.6).
- Employees are responsible for ensuring their home office meets safety and hygiene standards (Article 4.2).

*","- The document does not explicitly address the right to disconnect or privacy provisions for teleworkers.
- Employees are expected to maintain confidentiality and comply with data protection regulations (Article 7).
- Accidents during telework days are presumed to be work-related (Article 8).

Note: The document does not mention specific provisions for the right to disconnect or privacy of the worker.",T00721001312-38183086800083
